"","X","huc12","states","name","areasqkm","areaacres"
"44971","44971","042900080203","NY","Coles Creek",46.62,11519.89
"44972","44972","042900080104","CN,NY","Ogden Island-Saint Lawrence River",97.24,24028.86
"44981","44981","042900070306","CN,NY","Town of Fort Covington-Salmon River",41.4,10230.11
"44982","44982","043001080102","NY","South Bay",53.37,13187.86
"44983","44983","043001080205","NY","Outlet Lake George",140.53,34724.86
"44984","44984","043001080101","NY","Mount Hope Brook-South Bay Creek",64.64,15972.09
"44985","44985","043001080204","NY","Sabbath Day Point-Lake George",79.82,19724
"44986","44986","043001080103","NY","Mill Bay-Mill Brook",30,7413.35
"44987","44987","043001080104","NY,VT","Charter Brook-Lake Champlain",164.76,40712.98
"44988","44988","043001080206","NY","La Chute",71.67,17710.97
"44990","44990","043001080302","NY","Putnam Creek",160.35,39624.08
"44991","44991","043001080303","NY","Bullwagga Bay",71.08,17564.59
"44992","44992","043001080304","NY,VT","McKenzie Brook-Lake Champlain",182.29,45043.58
"44993","44993","043001080601","NY","Mill Brook",72.71,17966.38
"44994","44994","043001080701","NY","Upper Boquet River",122.43,30252.6
"44995","44995","043001080702","NY","Black River",71.49,17664.95
"44996","44996","043001080703","NY","Middle Boquet River",132.4,32715.79
"44997","44997","043001080704","NY","Spruce Mill Brook",76.73,18961.09
"44998","44998","043001090302","CN,NY,VT","Little River-Richelieu River ",83.4,20609.54
"44999","44999","043001080201","NY","Headwater Lake George",149.42,36923.22
"45002","45002","043001080602","NY,VT","Hoisington Brook-Lake Champlain",250.65,61935.76
"45004","45004","043001080707","NY","Lower Boquet River",119.95,29639.55
"45006","45006","043001080706","NY","Outlet North Branch Boquet River",66.83,16512.9
"45007","45007","043001080705","NY","Headwaters North Branch Boquet River",118.35,29243.96
"45009","45009","043001081601","NY","Willsboro Bay",64.03,15823.08
"45012","45012","043001081301","NY","Headwaters Little Ausable River",66.44,16416.9
"45014","45014","043001081302","NY","Outlet Little Ausable River",126.16,31175.73
"45015","45015","043001081402","NY","Outlet Salmon River",58.48,14450.98
"45017","45017","043001081505","CN,NY","Bullis Brook-Great Chazy River",147.42,36428.79
"45019","45019","043001081507","CN,NY","Outlet Great Chazy River",47.03,11621.02
"45024","45024","043001081604","CN,NY,VT","Lake Champlain",922.87,228045.03
"45043","45043","043001090301","CN,NY","Lacolle River",126.19,31182.98
"45086","45086","043001090201","CN,NY","Headwaters Acadie River",127.12,31411.84
"45093","45093","043001010307","NY,VT","Poultney River-Head of Lake Champlain",110.56,27319.4
"45095","45095","043001010305","NY,VT","Mud Brook-Poultney River",40.24,9943.97
"45121","45121","043001081501","NY","Headwaters Great Chazy River",92.49,22855.75
"45122","45122","043001081602","NY","Dead Creek",111.55,27565.04
"45123","45123","043001081502","NY","Headwaters North Branch Great Chazy River",165.82,40975.83
"45125","45125","043001081603","NY","Little Chazy River",140.2,34645.21
"45126","45126","043001081504","NY","King Brook-Great Chazy River",158.9,39265.97
"45127","45127","043001081503","NY","North Branch Great Chazy River",94.51,23353.16
"45131","45131","043001081506","NY","Corbeau Creek",72.18,17836.36
"45175","45175","041300020804","NY","Village of Fillmore-Genesee River",33.98,8395.42
"45176","45176","041300020802","NY","Shongo Creek-Genesee River",76.18,18824.69
"45177","45177","041300020803","NY","Rush Creek",106.73,26372.95
"45178","45178","041300020901","NY","Headwaters Canaseraga Creek",55.46,13703.55
"45179","45179","041300020902","NY","Sugar Creek",46.71,11542.7
"45180","45180","041300020904","NY","Mill Creek",107.95,26674.56
"45181","45181","041300020905","NY","Stony Brook-Canaseraga Creek",84.82,20959.08
"45182","45182","041300020906","NY","Bradner Creek",47.22,11669.27
"45184","45184","041300020907","NY","Twomile Creek",65.08,16081.95
"45186","45186","041300020908","NY","Mud Creek-Canaseraga Creek",87.52,21627.04
"45187","45187","041300020909","NY","Headwaters Keshequa Creek",82.56,20400.6
"45188","45188","041300020910","NY","Keshequa Creek",95.94,23708.01
"45189","45189","041300020911","NY","Canaseraga Creek",105.33,26026.84
"45190","45190","041300021001","NY","Hamlet of Portageville-Genesee River",53.37,13187.39
"45191","45191","041300021002","NY","Wolf Creek-Genesee River",74.29,18357.29
"45193","45193","041300021003","NY","Eastover Brook-Genesee River",58.38,14425.96
"45195","45195","041300021004","NY","Silver Lake",44.83,11077.19
"45197","45197","041300021005","NY","Outlet Silver Lake-Genesee River",76.85,18990.4
"45198","45198","041300030101","NY","Upper Conesus Creek",75.58,18675.81
"45227","45227","041300030205","NY","Honeoye Lake-Honeoye Creek",136.76,33794.89
"45228","45228","041300030204","NY","Hemlock Outlet",42.86,10590.7
"45229","45229","041300030206","NY","Bebee Creek-Honeoye Creek",92.73,22914.03
"45230","45230","041300030301","NY","Spring Brook-Honeoye Creek",121.52,30028.58
"45231","45231","041300030401","NY","Headwaters Oatka Creek",100.9,24933.58
"45232","45232","041300030402","NY","Pearl Creek-Oakta Creek",146.91,36301.14
"45233","45233","041300030403","NY","White Creek-Oatka Creek",102.9,25428
"45234","45234","041300030404","NY","Mud Creek",42.24,10438.28
"45312","45312","041300030203","NY","Hemlock Lake",112.36,27765.55
"45313","45313","041300030102","NY","Middle Conesus Creek",106.36,26281.38
"45314","45314","041300030103","NY","Lower Conesus Creek",56.82,14039.78
"45315","45315","041300030201","NY","Honeoye Inlet",47.85,11822.83
"45317","45317","041300030202","NY","Canadice Lake-Canadice Outlet",45.35,11205.71
"45342","45342","041300030502","NY","Jaycox Creek-Genesee River",103.74,25635.07
"45343","45343","041300030405","NY","City of Le Roy-Oatka Creek",74.71,18460.28
"45344","45344","041300030406","NY","Oatka Creek",90.78,22433.35
"45345","45345","041300030501","NY","Beards Creek",120.37,29744.7
"45346","45346","041300030503","NY","Browns Creek-Genesee River",75.33,18614.02
"45347","45347","041300030606","NY","Black Creek",41.5,10254.89
"45348","45348","041300030701","NY","Little Black Creek",53.72,13274.36
"45349","45349","041300030702","NY","Red Creek",57.88,14301.23
"45350","45350","041401010101","NY","Rice Creek",48.35,11947.7
"45357","45357","042900050706","NY","Hutchins Creek-Raquette River",128.53,31761.42
"45358","45358","042900060409","NY","Town of Hogansburg-Saint Regis River",68.76,16992.02
"45444","45444","041401010203","NY","Sterling Creek",48.99,12105.43
"45445","45445","041401010103","NY","Ninemile Creek",97.62,24123.57
"45446","45446","041401010201","NY","Sterling Valley Creek",72.54,17925.84
"45447","45447","041401010202","NY","Headwaters Sterling Creek",89.77,22183.49
"45448","45448","041401010301","NY","Wolcott Creek",89.47,22109.11
"45449","45449","041401010401","NY","Sodus Creek",51.89,12822.32
"45451","45451","041401010402","NY","Sodus Bay",87.49,21619.51
"45482","45482","020302020401","NY","Connetquot River",90.42,22342.36
"45517","45517","041401010705","NY","Irondequoit Creek",39.44,9744.81
"45550","45550","041401020302","NY","North Branch Sandy Creek",92.24,22793.8
"45551","45551","041401020202","NY","Headwaters South Sandy Creek",106.79,26388.26
"45552","45552","041401020203","NY","South Sandy Creek",78.03,19280.8
"45553","45553","041401020301","NY","Gulf Stream",48.29,11932.9
"45554","45554","041401020303","NY","Headwaters Sandy Creek",112.86,27887.39
"45555","45555","041401020304","NY","Fish Creek-Sandy Creek",62.67,15484.87
"45556","45556","041401020401","NY","Skinner Creek",71.35,17629.76
"45557","45557","041401020402","NY","Lindsey Creek",49.03,12115.37
"45558","45558","041401020403","NY","Little Sandy Creek",72.18,17835.97
"45559","45559","041401020404","NY","North Pond",36.96,9132.95
"45560","45560","041401020405","NY","Deer Creek",71.95,17778.24
"45566","45566","041401010601","NY","Town of Williamson-Salmon Creek",48.02,11865.35
"45567","45567","041401010501","NY","Headwaters Salmon Creek",63.67,15734.22
"45568","45568","041401010702","NY","Railroad Mills",46.45,11477.67
"45569","45569","041401010703","NY","Allen Creek",81.7,20188.45
"45570","45570","041401010704","NY","Thomas Creek-Irondequoit Creek",133.75,33049.85
"45571","45571","041401020101","NY","Headwaters Stony Creek",47.31,11689.67
"45572","45572","041401020102","NY","Stony Creek",60.12,14857.04
"45573","45573","041401020201","NY","Raystone Creek",85.9,21225.15
"45598","45598","020302020405","NY","East Channel-Range Channel",126.93,31365.91
"45599","45599","020302020403","NY","Sampawams Creek",59.6,14728.03
"45600","45600","020302020404","NY","Carlls River",100.31,24786.73
"45672","45672","041401020501","NY","Headwaters Mad River",42.08,10397.77
"45673","45673","041401020502","NY","Mad River",96.54,23855.01
"45674","45674","041401020503","NY","Mill Stream",37.52,9270.19
"45675","45675","041401020504","NY","North Branch Salmon River",72.81,17991.85
"45676","45676","041401020601","NY","Headwaters Salmon River",109.21,26986.47
"45677","45677","041401020602","NY","Prince Brook-Salmon River",77.88,19245.55
"45678","45678","041401020701","NY","Beaverdam Brook",44.66,11036.51
"45696","45696","020302020407","NY","West Channel-Dickerson Channel",106.51,26318.1
"45918","45918","042900080403","CN,NY","Ile Christatie-Saint Lawrence River",180.26,44542.68
"45930","45930","043002010303","CN,NY","Briggs Creek-Beaver Creek",90.16,22279.32
"48840","48840","042701010806","NY","Grand Island-Tonawanda Channel-Niagara River",112.62,27829.67
"50550","50550","042701010808","CN,NY","Niagara Falls-Niagara River",73.54,18173.26
"50552","50552","042701010807","CN,NY","Gill Creek-Niagara River",49.75,12294.31
"50554","50554","042701010802","CN,NY","Frenchman's Creek-Niagara River",61.27,15140.01
"50607","50607","042900080402","CN,NY","Cornwall Island-Saint Lawrence River",153.86,38019.02
"52523","52523","042800020101","CN,NY","Amherst Island",102.4,25302.79
"53485","53485","020200030801","MA,NY","Headwaters Little Hoosic River",103.74,25634.95
"53486","53486","020200030802","NY,VT","Little Hoosic River",90.73,22420.81
"53487","53487","020200030605","MA,NY,VT","Hemlock Brook-Hoosic River",126.89,31354.06
"55215","55215","041401010206","NY","Amherst Island-Frontal Lake Ontario",71.38,17637.3
"55219","55219","041201010404","NY,PA","Twelvemile Creek-Frontal Lake Erie",112.85,27885.41
"55223","55223","041403020102","NY","Fox Creek-Frontal Lake Ontario",53.68,13263.92
"55224","55224","041403020402","NY","Muskellunge Creek-Frontal Lake Ontario",65.46,16175.97
"55225","55225","042600000102","CN,MI,NY,OH,PA","041202000102-Frontal Lake Erie",388.57,96016.49
"55226","55226","042900020501","NY","Jewett Creek",49.5,12230.98
"55227","55227","041201010401","NY,PA","Freelings Creek-Frontal Lake Erie",83.1,20534.97
"55234","55234","041201010202","NY","Scott Creek-Frontal Lake Erie",51.97,12841.88
"55241","55241","041201030603","NY","Big Sister Creek",62.45,15430.83
"55242","55242","041300010103","NY","Northrup Creek",63.86,15781.35
"55243","55243","041300010204","NY","Salmon Creek",99.34,24546.69
"55244","55244","041300010306","NY","Brighton Cliff-Frontal Lake Ontario",35.34,8732.11
"55245","55245","041300010603","NY","Keg Creek-Frontal Lake Ontario",80.21,19820.52
"55246","55246","041300010801","NY","Hopkins Creek-Frontal Lake Ontario",63.74,15750.18
"55247","55247","041300010902","CN,NY","Fourmile Creek-Frontal Lake Ontario",97.3,24042.67
"55248","55248","041401010204","NY","Red Creek",68.21,16856.07
"55249","55249","041401010707","NY","West Creek-Frontal Lake Ontario",77.23,19083.85
"55250","55250","041401010205","NY","Blind Sodus Creek-Frontal Lake Ontario",11.28,2787.67
"55252","55252","041401010302","NY","Mudge Creek",67.35,16641.76
"55253","55253","041401010503","NY","Mink Creek-Frontal Lake Ontario",64.21,15865.96
"55254","55254","041401010706","NY","Irondequoit Bay",47.18,11657.6
"55255","55255","041401020103","NY","Little Stony Creek-Frontal Lake Ontario",79.96,19757.74
"55256","55256","041401020305","NY","Sandy Creek",99.1,24488.8
"55261","55261","042900010407","CN,NY","Wheeler Creek",1044.62,258131.81
"55262","55262","041300010206","NY","Cowsucker Creek-Frontal Lake Ontario",52.49,12970.39
"55263","55263","042900010403","NY","Mullet Creek",65.16,16100.55
"55271","55271","042800020102","CN,NY","Point Peninsula-Frontal Lake Ontario",415.02,102552.85
"55272","55272","042800020200","CN,NY","Lake Ontario",18840.16,4655500.98
"55273","55273","042600000200","CN,MI,NY,OH,PA","Lake Erie",25737.98,6359988.31
"55508","55508","020501040205","NY","Lower Bennetts Creek",58.55,14467.69
"55509","55509","041300020201","NY","Upper Dyke Creek",50.74,12537.86
"55514","55514","041300020202","NY","Middle Dyke Creek",65.41,16164.07
"55515","55515","020200080204","NY","Hunns Lake Creek-Wappinger Creek",103.74,25634.36
"55517","55517","020200020501","NY","Madison Creek-East Stony Creek",33.28,8224.61
"55518","55518","020200031103","NY","Anthony Kill",111.32,27507.54
"55519","55519","020200040402","NY","Indian River",69.33,17130.76
"55536","55536","020200050101","NY","Gooseberry Creek-Schoharie Creek",69.91,17274.75
"55537","55537","020200050203","NY","Bear Kill",66.72,16487.86
"55539","55539","020200060908","NY","Plattekill Creek-Esopus Creek",148.97,36811.45
"55540","55540","020301020101","CT,NY","Kensico Reservoir",37.94,9375.1
"55541","55541","020301010301","CT,NY","Titicus River",63.48,15686.7
"55542","55542","020301010306","NY","Kisco River",47.27,11679.71
"63687","63687","020501010503","NY","Middle Otego Creek",69.84,17257.44
"63774","63774","020501011001","NY","Upper Ouleout Creek",55.2,13639.55
"63775","63775","020501010908","NY","Middle Unadilla River",134.88,33329.08
"63777","63777","020501011004","NY","Handsome Brook",70.36,17385.2
"63781","63781","020501010909","NY","Guilford Creek",58.23,14390.07
"63782","63782","020501010910","NY","Lower Unadilla River",160.05,39548.23
"63804","63804","020200020104","NY","County Line Brook",38.95,9624.1
"63806","63806","020200020105","NY","Jimmy Creek-East Branch Sacandaga River",63.76,15754.96
"63808","63808","020200020201","NY","Fall Stream",51.84,12808.92
"63809","63809","020200020205","NY","Devorse Creek-West Branch Sacandaga River",109.67,27099.17
"63837","63837","020501011005","NY","Lower Ouleout Creek",50.34,12440.3
"63882","63882","020501011002","NY","Treadwell Creek",64.76,16003.74
"63883","63883","020501011003","NY","Middle Ouleout Creek",42.95,10612.96
"63912","63912","020200020303","NY","Kunjamuk River",89.49,22114.54
"63913","63913","020200020403","NY","North Branch West Stony Creek",66.83,16513.1
"63940","63940","020301030103","NJ,NY","Lower Wanaque River",121.2,29948.02
"63942","63942","020301030102","NJ,NY","Ringwood River",46.65,11528.57
"63943","63943","020301030203","NJ,NY","Mahwah River",67.29,16627.08
"63944","63944","020301030204","NJ,NY","Middle Ramapo River",90.49,22360.56
"63945","63945","020301030701","NJ,NY","Hohokus Brook",53.02,13101.75
"63948","63948","020301030903","NJ,NY","Upper Hackensack River",97.35,24056.79
"63997","63997","020501010504","NY","Lower Otego Creek",84.78,20949.44
"64060","64060","020200020505","NY","Tenant Creek",30.63,7569.08
"64062","64062","020200020502","NY","Hill Creek-East Stony Creek",45.6,11267.49
"64073","64073","020200020503","NY","South Brook",38.05,9402.67
"64075","64075","020200020506","NY","Bear Creek-East Stony Creek",48.49,11983
"64117","64117","020501011101","NY","Otsdawa Creek",52.84,13056.57
"64158","64158","020501011102","NY","Brier Creek-Susquehanna River",83.81,20708.66
"64159","64159","020501011103","NY","Sand Hill Creek-Susquehanna River",66.93,16538.06
"64167","64167","020200070206","NJ,NY","Rutgers Creek",106.12,26223.41
"64168","64168","020200070207","NJ,NY","Lower Pochuck Creek-Wallkill River",130.84,32331.47
"64172","64172","020301010404","NJ,NY","Sparkill Creek-Hudson River",150.6,37213.16
"64197","64197","020501011202","NY","Kelsey Brook",108.87,26902.78
"64198","64198","020501011105","NY","Martin Brook-Susquehanna River",48.46,11975.49
"64199","64199","020501011201","NY","Bennettsville Creek",103.71,25626.68
"64276","64276","020501011204","NY","Wylie Brook",65.01,16063.41
"64322","64322","020501011203","NY","Yaleville Brook-Susquehanna River",129.42,31979.75
"64390","64390","020301010405","NJ,NY","East River-Hudson River",210.18,51936.3
"64391","64391","020301030101","NJ,NY","Upper Wanaque River",106.59,26338.38
"64392","64392","020301030702","NJ,NY","Upper Saddle River",58.59,14476.87
"64393","64393","020301030902","NJ,NY","Pascack Brook",76.22,18835
"64426","64426","020501020101","NY","Fabius Brook-West Branch Tioughnioga Creek",99.16,24502.66
"64427","64427","020501011207","NY","Ouaquaga Creek-Susquehanna River",70.81,17496.67
"64430","64430","020501011208","NY","Occanum Creek-Susquehanna River",95.13,23508.18
"64437","64437","020501011313","NY","Park Creek-Susquehanna River",98.75,24401.7
"64447","64447","020501010406","NY","Lower Charlotte Creek",39.33,9718.25
"64482","64482","020301040205","NJ,NY","Upper Bay-The Narrows",103.8,25650.7
"64515","64515","020501020105","NY","Cheningo Creek",80.2,19817.12
"64522","64522","020501010501","NY","West Branch Otego Creek",51.01,12604.65
"64526","64526","020501010502","NY","Upper Otego Creek",77.02,19031.64
"64559","64559","020401040505","NJ,NY,PA","Shingle Kill-Delaware River",113.26,27988.31
"64598","64598","020501020201","NY","Cold Brook",40.72,10062.27
"64704","64704","020501010602","NY","Shadow Brook-Frontal Hyde Bay",50.26,12418.79
"64706","64706","020501010604","NY","Red Creek-Susquehanna River",122.77,30337.22
"64771","64771","050100020101","NY","Headwaters Conewango Creek",57.82,14288.04
"64772","64772","050100020103","NY","Conewango Swamp-Conewango Creek",46.13,11398.73
"64824","64824","020501010605","NY","Goodyear Lake-Susquehanna River",110.46,27296.03
"64850","64850","020501010606","NY","Oneonta Creek-Susquehanna River",62.11,15347.26
"64855","64855","020501010701","NY","Upper Wharton Creek",54.86,13556.98
"64861","64861","050100020204","NY","Ball Creek-Chautauqua Lake",75.54,18666.41
"64862","64862","050100020201","NY","Dewittville Creek",37.29,9215.2
"64868","64868","050100020202","NY","Big Inlet-Chautauqua Lake",83.15,20547.29
"64877","64877","050100020205","NY","Goose Creek",76.69,18950.7
"64878","64878","050100020302","NY","Mill Creek",63.78,15760.27
"64961","64961","050100020402","NY","Cherry Creek-Conewango Creek",66.62,16461.73
"64962","64962","050100020304","NY","Middle Cassadaga Creek",84.26,20820.41
"64963","64963","050100020305","NY","Lower Cassadaga Creek",62.06,15335.35
"64964","64964","050100020403","NY","Clear Creek",86.79,21445.26
"65008","65008","020501010702","NY","Middle Wharton Creek",87.1,21522.65
"65016","65016","020501010802","NY","Middle Butternut Creek",114.49,28290.63
"65018","65018","020501010703","NY","Lower Wharton Creek",98.38,24310.83
"65020","65020","020501010801","NY","Upper Butternut Creek",87.94,21729.71
"65022","65022","020501010803","NY","Lower Butternut Creek",135.19,33405.89
"65132","65132","020501010904","NY","Beaver Creek",86.2,21301.28
"65133","65133","020501010901","NY","North Winfield Creek",40.44,9993.12
"65136","65136","020501010903","NY","Headwaters Unadilla River",109.42,27038.62
"65184","65184","020501010905","NY","Upper Unadilla River",96.16,23762.13
"65317","65317","020501010907","NY","Great Brook",67.45,16667.97
"65335","65335","020200040808","NY","Lower East Canada Creek",82.48,20380.34
"65349","65349","020200020101","NY","Second Pond Brook-East Branch Sacandaga River",75.51,18660.01
"65350","65350","020200020102","NY","Kibby Brook-East Branch Sacandaga River",68.89,17022.22
"65385","65385","020200040709","NY","Crum Creek-Mohawk River",103.16,25492.25
"65386","65386","020200040707","NY","Beaver Brook-Mohawk River",48.09,11882.59
"65387","65387","020200040708","NY","Nowadaga Creek",85.77,21193.68
"65388","65388","020200040801","NY","Headwaters East Canada Creek",103.17,25493.29
"65389","65389","020200040802","NY","North Creek",48.15,11899.13
"65390","65390","020200040803","NY","Upper East Canada Creek",116.35,28751.9
"65391","65391","020200040805","NY","Sprite Creek",127.27,31449.52
"65392","65392","020200040806","NY","Spruce Creek",132.59,32763.44
"65393","65393","020200040807","NY","Middle East Canada Creek",89.13,22023.81
"65394","65394","020200040903","NY","Fort Plain-Otsquago Creek",91.22,22541.05
"65395","65395","020200040904","NY","Peck Lake-Caroga Creek",126.42,31239.77
"65396","65396","020200040905","NY","North Creek-Caroga Creek",110.74,27363.38
"65418","65418","050100010801","NY","Windfall Creek-Allegheny River",71.43,17651.84
"65419","65419","050100010802","NY","Little Valley Creek",123.27,30461.58
"65420","65420","050100010804","NY","Bucktooth Run-Allegheny River",113.96,28159.97
"65444","65444","020501040410","NY","Goodhue Creek",32.5,8031.48
"65445","65445","020501040411","NY","Lower Canisteo River",114.92,28397.4
"65446","65446","020501030704","NY,PA","Sackett Creek-Susquehanna River",47.2,11662.14
"65448","65448","020501040501","NY","Young Hickory Hollow",36.17,8937.56
"65484","65484","020501030203","NY,PA","Middle Chocohut Creek",51.64,12760.24
"65486","65486","020501030501","NY,PA","Apalachin Creek",112.76,27864.52
"65489","65489","020501030605","NY,PA","Lower Cayuta Creek",78.53,19404.42
"65491","65491","020200041006","NY","Auries Creek-Mohawk River",121.39,29995.94
"65492","65492","020200041101","NY","Kayaderosseras Creek-Mohawk River",85.2,21052.42
"65493","65493","020200041102","NY","South Chuctanunda Creek",84.28,20825.35
"65494","65494","020200041103","NY","North Chuctanunda Creek",112.5,27798.52
"65495","65495","020200041104","NY","Evas Kill-Mohawk River",109.62,27086.6
"65496","65496","020200041105","NY","Sandsea Kill-Mohawk River",83.22,20563.59
"65503","65503","050100011001","NY,PA","East Branch Little Brokenstraw Creek",37.39,9238.88
"65506","65506","020200050105","NY","Little West Kill-Schoharie Creek",80.9,19991.34
"65524","65524","020200041003","NY","Yatesville Creek-Mohawk River",91.87,22700.85
"65525","65525","020200040909","NY","Mother Creek-Mohawk River",81,20015.84
"65526","65526","020200041001","NY","Headwaters Flat Creek",111.11,27455.06
"65527","65527","020200041002","NY","Flat Creek-Mohawk River",99.39,24559
"65539","65539","020200031003","NY","Sunkauissia Creek",57.74,14267.85
"65540","65540","020200031006","NY","Hoosic River",39.48,9754.61
"65541","65541","020200031101","NY","McAuley Brook-Hudson River",111.95,27664.56
"65569","65569","020200060407","NY","Mill Creek-Hudson River",68.38,16896.38
"65570","65570","050100011101","NY,PA","Coffee Creek",65.06,16077.85
"65571","65571","020200060404","NY","Schodack Creek",81.55,20151.77
"65602","65602","020501050105","NY","Goff Creek",63.56,15706.11
"65604","65604","020501050102","NY","Twelvemile Creek",66.02,16315.11
"65608","65608","020501050103","NY","Neils Creek",78.71,19449.95
"65610","65610","020501050104","NY","Reynolds Creek-Cohocton River",105.9,26167.83
"65611","65611","020501050106","NY","Tenmile Creek-Cohocton River",97.46,24082.07
"65613","65613","020501050201","NY","Upper Fivemile Creek",68.53,16933.71
"65615","65615","020501050202","NY","Middle Fivemile Creek",54.03,13351.78
"65617","65617","020501050203","NY","Lower Fivemile Creek",55.11,13616.81
"65619","65619","020501050204","NY","Campbell Creek",101.91,25181.31
"65621","65621","020501050205","NY","Stocking Creek",70.52,17425.15
"65624","65624","020501050206","NY","Knight Creek-Cohocton River",69.73,17231.79
"65625","65625","020200030101","NY,VT","West Branch Black Creek",79.67,19687.75
"65628","65628","020200030204","NY,VT","Camden Creek",46.13,11400.1
"65629","65629","020200030205","NY,VT","Green River-Batten Kill",148.17,36613.39
"65655","65655","020501030702","NY,PA","Middle Wappasening Creek",59.08,14599.68
"65656","65656","020501030103","NY","Crocker Creek",44.22,10927.45
"65671","65671","020501040806","NY,PA","Holden Creek",32.87,8123.01
"65676","65676","020501040808","NY,PA","MIddle Cowanesque River",109.95,27169.83
"65687","65687","020501030201","NY","Little Choconut Creek-Susquehanna River",78.4,19373.33
"65688","65688","020501030104","NY","Middle Nanticoke Creek",69.08,17069.91
"65689","65689","020501030105","NY","Lower Nanticoke Creek",60.26,14889.58
"65723","65723","020501030502","NY","Little Nanticoke Creek",61.95,15307.49
"65724","65724","050100011201","NY,PA","Quaker Run-Allegheny River",80,19768.96
"65727","65727","050100020501","NY,PA","Upper Stillwater Creek",61.38,15166.95
"65728","65728","020501030703","NY,PA","Lower Wappasening Creek",42.75,10564.25
"65729","65729","050100020504","NY,PA","Kiantone Creek",59.47,14695.2
"65738","65738","050100020505","NY,PA","Storehouse Run-Conewago Creek",89.75,22177.74
"65766","65766","020200050301","NY","Mine Kill",46.25,11427.74
"65826","65826","020501030204","NY","Lower Chocohut Creek",45.58,11262.39
"65828","65828","020501030205","NY","Patterson Creek-Susquehanna River",60.95,15060.36
"65860","65860","050100040102","NY,PA","Darrow Brook-West Branch French Creek",48.44,11969.24
"65934","65934","020200060806","NY","Shingle Kill-Catskill Creek",82.06,20277.71
"65973","65973","020200020701","NY","Beecher Creek",26.36,6513.4
"66009","66009","020501030303","NY","Willseyville Creek",100.67,24876.2
"66010","66010","020501030206","NY","Tracy Creek-Susquehanna River",47.72,11792.15
"66012","66012","020501030301","NY","Upper Catatonk Creek",78.99,19519.28
"66014","66014","020501030302","NY","South Branch Catatonk Creek",71.67,17710.36
"66017","66017","020501030304","NY","Middle Catatonk Creek",58.88,14550.43
"66022","66022","020501030305","NY","Lower Catatonk Creek",80.36,19857.7
"66023","66023","020501030401","NY","Headwaters East Branch Owego Creek",47.23,11670.19
"66025","66025","020501030402","NY","Upper East Branch Owego Creek",66.37,16399.63
"66026","66026","020501030403","NY","Wilson Creek",41.6,10280.54
"66027","66027","020200060903","NY","Stony Clove Creek",84.08,20776.65
"66028","66028","020501030404","NY","Middle East Branch Owego Creek",50.63,12511.74
"66055","66055","041402020103","NY","Point Rock Creek",56.63,13993.52
"66056","66056","041402020104","NY","Mud Brook-East Branch Fish Creek",95.45,23586.87
"66058","66058","041402020204","NY","Middle West Branch Fish Creek",87.89,21718.12
"66059","66059","041402020205","NY","Little River",135.76,33546.8
"66060","66060","041402020206","NY","Lower West Branch Fish Creek",95.23,23532.6
"66061","66061","041402020301","NY","Canada Creek",87.43,21604.74
"66063","66063","041402020302","NY","Headwaters Wood Creek",95.81,23675.87
"66064","66064","041402020303","NY","Stony Creek",55.96,13826.95
"66065","66065","041402020304","NY","Fish Creek",69.17,17092.91
"66066","66066","041402020305","NY","Wood Creek",89.33,22072.88
"66067","66067","041402020401","NY","Headwaters Oneida Creek",89.36,22081.4
"66071","66071","041402020403","NY","Taylor Creek-Oneida Creek",109.21,26985.94
"66172","66172","020501050308","NY","Hodgmans Creek-Cohocton River",23.07,5700.32
"66271","66271","020501030405","NY","Upper West Branch Owego Creek",55.04,13599.78
"66273","66273","020501030406","NY","Middle West Branch Owego Creek",45.78,11311.26
"66292","66292","020200050703","NY","Town of Esperance-Schoharie Creek",71.69,17714.74
"66314","66314","020501040502","NY","Upper Troups Creek",41.76,10318.79
"66316","66316","020501040909","NY","Glendening Creek",47.26,11679.08
"66361","66361","020501050101","NY","Punky Hollow-Cohocton River",92.35,22819.63
"66397","66397","020501030407","NY","Doolittle Creek",44.14,10906.37
"66399","66399","020501030408","NY","Lower West Branch Owego Creek",55.96,13827.92
"66401","66401","020501030409","NY","Lower East Branch Owego Creek-Owego Creek",93.33,23062.25
"66410","66410","020200041109","NY","Stony Creek-Mohawk River",119.05,29417.29
"66412","66412","020200041108","NY","Poentic Kill-Mohawk River",102.29,25275.24
"66413","66413","020200041110","NY","Shakers Creek-Mohawk River",126.85,31344.37
"66490","66490","020200020702","NY","Sand Creek",37.63,9297.55
"66492","66492","020200020703","NY","Paul Creek",55.49,13711.57
"66493","66493","020200020704","NY","Daly Creek",69.1,17074.28
"66494","66494","020200030103","NY","Black Creek",84.2,20807.44
"66495","66495","020200030301","NY","Whitaker Brook",51.14,12637.37
"66496","66496","020200030302","NY","Fly Creek",46.22,11421.57
"66497","66497","020200030303","NY","Batten Kill",98.34,24301.2
"66522","66522","020501040504","NY,PA","Lower Troups Creek",55.56,13729.2
"66523","66523","020501030706","NY,PA","Parks Creek-Susquehanna River",58.39,14427.87
"66524","66524","020501040503","NY,PA","Middle Troups Creek",42.23,10434.21
"66525","66525","020501040801","NY,PA","Headwaters Cowanesque River",98.34,24300.09
"66550","66550","020200050102","NY","Red Kill-Schoharie Creek",72.35,17878.32
"66551","66551","020200050103","NY","East Kill",94.26,23291.48
"66595","66595","020200030404","NY","Geyser Brook",80.24,19828.29
"66596","66596","020200030402","NY","Glowegee Creek",67.95,16791.49
