"","X","huc12","states","name","areasqkm","areaacres"
"42910","42910","041403010104","NY","Pine Creek-Black River",80.62,19921.18
"42916","42916","041403010203","NY","Stonybrook Creek-Woodhull Creek",120.61,29802.34
"42918","42918","041403010406","NY","Limekiln Creek-South Branch Moose River",129.04,31885.87
"42925","42925","041403010501","NY","Constable Creek-North Branch Moose River",96.27,23789.11
"42926","42926","041403010502","NY","Lake Rondaxe-North Branch Moose River",106.43,26299.68
"42927","42927","041403010903","NY","Crystal Creek",70.19,17343.68
"42928","42928","041403010503","NY","Fulton Chain Lakes-Middle Branch Moose River",140.39,34690.13
"42930","42930","041403010602","NY","Pine Creek-Moose River",125.48,31007.18
"42931","42931","041403010701","NY","Upper Independence River",86.59,21396.01
"42932","42932","041403010702","NY","Middle Independence River",107.19,26487.79
"42935","42935","041403010101","NY","North Branch Black River-Black River",85.89,21223.75
"42936","42936","041403010102","NY","Twin Lakes Stream-Black River",112.98,27917.07
"42937","42937","041403010103","NY","Little Black Creek",98.63,24371.4
"42938","42938","041403010303","NY","Sugar River",119.14,29440.56
"42939","42939","041403010301","NY","Cummings Creek",57.92,14312.36
"42940","42940","041403010201","NY","Bear Creek",66.67,16474.56
"42941","42941","041403011005","NY","Beaver River-Stillwater Reservoir",171.93,42483.88
"42942","42942","041403010202","NY","Little Woodhull Creek",65.83,16265.91
"42943","42943","041403010302","NY","East Kent Creek-Black River",120.41,29754.36
"42944","42944","041403010304","NY","Moose Creek-Sugar River",60.66,14988.9
"42945","42945","041403010305","NY","Fall Brook-Black River",134.19,33160.13
"42946","42946","041403010401","NY","Bradley Brook-South Branch Moose River",63.87,15783.28
"42947","42947","041403011101","NY","Beaver Lake-Beaver River",88.19,21793.18
"42948","42948","041403011102","NY","Alder Creek",47.81,11813.9
"42949","42949","041403011103","NY","Balsam Creek-Beaver River",122.04,30156.23
"42950","42950","041403010402","NY","Otter Brook",44.03,10881.16
"42951","42951","041403011105","NY","Black Creek-Beaver River",94.45,23340.29
"42952","42952","041403010403","NY","Sumner Stream",59.14,14613.79
"42953","42953","041403010404","NY","Indian River",71.56,17682.22
"42954","42954","041403010405","NY","Red River-South Branch Moose River",96.25,23783.41
"42955","42955","041403010901","NY","Mill Creek",91.98,22727.67
"42956","42956","041403010902","NY","Harvey Creek-Black River",52.88,13066.8
"42957","42957","041403010504","NY","Okara Lakes-Middle Branch Moose River",41.7,10304.44
"42958","42958","041403010601","NY","Twin Sister Creek-Moose River",62.84,15527.24
"42959","42959","041403010703","NY","Lower Independence River",53.55,13233.65
"42960","42960","041403010801","NY","Mill Creek-Black River",57.91,14309.67
"42961","42961","041403010802","NY","Fish Creek",62.53,15450.42
"42962","42962","041403010803","NY","Big Otter Lake-Otter Creek",56.67,14003.04
"42963","42963","041403010804","NY","Otter Creek",113.86,28135.36
"42964","42964","041403010805","NY","Whetstone Creek-Black River",115.21,28468.31
"42965","42965","041403010806","NY","Roaring Brook-Black River",73.69,18208
"42966","42966","041403010904","NY","Capidon Creek-Black River",138.28,34170.43
"42967","42967","041403011001","NY","Shingle Shanty Brook-Beaver River",126.97,31375.71
"42968","42968","041403011002","NY","Alder Creek-Beaver River",59.36,14669.28
"42969","42969","041403011003","NY","Terror Lake",38.49,9510.23
"42971","42971","041403011004","NY","Twitchell Creek",49.12,12138.41
"42972","42972","041403011104","NY","Murmur Creek",48.49,11982.28
"42973","42973","041403011201","NY","Upper Deer River",71.99,17789.38
"42974","42974","041403011202","NY","Mud Creek",51.03,12610.05
"42976","42976","041403011203","NY","Middle Deer River",66.83,16514.32
"42977","42977","041403011204","NY","Lower Deer River",64.05,15826.33
"42978","42978","041403011301","NY","Swiss Creek",69.14,17084.65
"42979","42979","041403011302","NY","Stony Creek-Black River",71.31,17620.62
"42980","42980","041403011401","NY","Pleasant Lake-Black River",147.26,36389.6
"42981","42981","041403011402","NY","White Creek",55.94,13823.81
"42982","42982","041403020301","NY","Upper Perch River",101.98,25199.44
"42984","42984","041403011403","NY","Philomel Creek",49.88,12324.84
"42985","42985","041403020201","NY","Chaumont River",119.64,29564.73
"42986","42986","041403020302","NY","Middle Perch River",87.97,21738.58
"42987","42987","041403010407","NY","Nicks Creek-South Branch Moose River",85.36,21091.92
"42989","42989","042701010804","CN,NY","Grand Island-Chippawa Channel Niagara River-Niagara River",98.82,24418.76
"43006","43006","020302020504","NY","Flanders Bay",84.19,20802.71
"43007","43007","020302020501","NY","Upper Peconic River",77.1,19051.13
"43008","43008","020302020502","NY","Middle Peconic River",103.29,25523.09
"43009","43009","020302020503","NY","Lower Peconic River",68.14,16837.82
"43010","43010","020302020505","NY","Great Peconic Bay",140.52,34722.46
"43011","43011","020302020506","NY","Little Peconic Bay",107.86,26652.45
"43012","43012","020302020701","NY","Shelter Island Sound-Northwest Harbor",122.37,30238.47
"43013","43013","020302020702","NY","Shelter Island Sound-Orient Harbor",82.85,20473.76
"43014","43014","020302020703","NY","Coecles Inlet-Threemile Harbor",61.03,15080.11
"43015","43015","020302020704","NY","Acabonack Harbor-Gardiners Bay",86.41,21353.03
"43016","43016","020302020705","NY","Gardiners Bay",134.41,33214.32
"43136","43136","041401020801","NY","Headwaters Grindstone Creek",64.44,15923.06
"43139","43139","041402010102","NY","Middle Mud Creek",112.81,27875.9
"43140","43140","041402010103","NY","Lower Mud Creek",124.61,30792.7
"43165","43165","020302020901","NY","Great South Bay-Atlantic Ocean",146.08,36097.98
"43166","43166","020302020902","NY","Moriches Bay-Atlantic Ocean",99.85,24673.87
"43167","43167","041401020702","NY","Salmon River Resevoir-Salmon River",73.69,18209.31
"43168","43168","041401020703","NY","Trout Brook",49.14,12141.58
"43169","43169","041401020704","NY","Orwell Creek-Salmon River",70.19,17343.61
"43170","43170","041401020705","NY","Salmon River",40.21,9937.14
"43308","43308","041401020804","NY","Sage Creek",47.05,11625.17
"43309","43309","041401020802","NY","Grindstone Creek",61.74,15255.16
"43310","43310","041401020803","NY","Snake Creek-Frontal Lake Ontario",31.7,7833.9
"43311","43311","041401020901","NY","North Branch Little Salmon River",93.61,23131.59
"43312","43312","041401020902","NY","South Branch Little Salmon River",64.22,15869.85
"43313","43313","041401020903","NY","Little Salmon River",63.37,15660.27
"43314","43314","041401021001","NY","Butterfly Creek",30.72,7590.15
"43315","43315","041401021002","NY","Catfish Creek",93.01,22982.43
"43316","43316","041401021003","NY","Otter Branch-Frontal Lake Ontario",52.21,12900.54
"43317","43317","041401021004","NY","Wine Creek-Frontal Lake Ontario",49.54,12241.62
"43318","43318","041402010101","NY","Upper Mud Creek",127.22,31437.39
"43319","43319","041402010201","NY","Naples Creek",127.16,31422.44
"43320","43320","041402010202","NY","West River",112.17,27718.53
"43321","43321","041402010203","NY","Bristol Springs-Canadaigua Lake",60.05,14838.89
"43322","43322","041402010204","NY","Deep Run-Canadaigua Lake",104.86,25911.39
"43323","43323","041402010205","NY","Sucker Brook-Canadaigua Lake",77.28,19096.07
"43453","43453","041402010401","NY","Upper Canadaigua Outlet",95.44,23583.19
"43454","43454","041402010301","NY","Upper Flint Creek",105.72,26124.19
"43455","43455","041402010302","NY","Middle Flint Creek",91.42,22590.03
"43456","43456","041402010303","NY","Lower Flint Creek",56.23,13894.93
"43457","43457","041402010402","NY","Black Creek-Black Brook",46.83,11572.42
"43458","43458","041402010403","NY","Middle Canadaigua Outlet",146.04,36087.55
"43459","43459","041402010404","NY","Lower Canadaigua Outlet",129.53,32006.66
"43460","43460","041402010501","NY","Red Creek",130.06,32138.04
"43461","43461","041402010502","NY","Red Creek-Ganargua Creek",115.58,28560.07
"43463","43463","041402010503","NY","Butternut Run-Ganargua Creek",77.41,19128.73
"43464","43464","041402010504","NY","Military Run-Erie Canal",102.72,25383.11
"43485","43485","041403020103","NY","Three Mile Creek-Frontal Lake Ontario",90.11,22267.42
"43486","43486","041403011404","NY","Kelsey Creek-Black River",118.8,29356.79
"43487","43487","041403020101","NY","Kents Creek",58.94,14563.6
"43488","43488","041403020202","NY","Horse Creek-Frontal Lake Ontario",64.76,16002.92
"43489","43489","041403020203","NY","Sherwin Creek-Frontal Lake Ontario",39.22,9692.31
"43490","43490","041403020303","NY","Lower Perch River",53.72,13274.33
"43491","43491","041403020401","NY","Mill Creek",105.6,26093.73
"43598","43598","041402010701","NY","Sugar Creek",94.31,23305.17
"43599","43599","041402010601","NY","Headwaters Catherine Creek",93.53,23112.58
"43601","43601","041402010602","NY","Sleeper Creek-Catherine Creek",95.83,23681.29
"43604","43604","041402010603","NY","Seneca Lake Inlet",125.44,30995.97
"43605","43605","041402010702","NY","West Branch Keuka Lake",82.38,20355.35
"43607","43607","041402010703","NY","Keuka Inlet",65.47,16178.85
"43608","43608","041402010704","NY","South Branch Keuka Lake",89.1,22015.92
"43609","43609","041402010705","NY","East Branch Keuka Lake",125.34,30973.26
"43610","43610","041402010706","NY","Keuka Lake Outlet",82.29,20334.11
"43611","43611","041402010801","NY","Hector Falls Creek-Seneca Lake",73.53,18168.77
"43612","43612","041402010802","NY","Big Stream",96,23722.92
"43613","43613","041402010803","NY","Rock Stream-Seneca Lake",117.95,29145.88
"43614","43614","041402010804","NY","Breakneck Creek-Seneca Lake",66.89,16529.55
"43837","43837","041402010901","NY","Kashong Creek",79.66,19683.25
"43838","43838","041402010805","NY","Indian Run-Seneca Lake",67.8,16752.86
"43840","43840","041402010806","NY","Mill Creek-Seneca Lake",138.17,34143.31
"43841","43841","041402010807","NY","Indian Creek-Seneca Lake",60.14,14861.36
"43954","43954","041402010902","NY","Wilcox Creek-Seneca Lake",95.01,23476.35
"43980","43980","020301020103","NY","Lower Bronx River",38.58,9534.35
"43981","43981","020301020104","NY","Flushing Creek-Flushing Bay",79.57,19661.8
"43982","43982","020301030201","NY","Upper Ramapo River",114.39,28266.09
"43983","43983","020301030202","NY","Stony Brook",47.21,11665.88
"43984","43984","020301030901","NY","Headwaters Hackensack River",119.06,29421.11
"43985","43985","020302010101","NY","Alley Creek-Little Neck Bay",34.05,8414.17
"43986","43986","020302010103","NY","Glen Cove Creek-Hempstead Harbor",64.41,15915.23
"44012","44012","042900070305","CN,NY","Pike Creek",73.56,18176.11
"44013","44013","042900030101","NY","Robinson River-Oswegatchie River",125.04,30898.44
"44014","44014","042900030102","NY","Buck Brook-Oswegatchie River",68.7,16977.25
"44062","44062","042900080101","NY","Tibbits Creek",45.93,11349.19
"44063","44063","042900080103","NY","Little Sucker Brook-Sucker Brook",119.85,29615.07
"44064","44064","042900080201","NY","Brandy Brook",94.16,23267.43
"44177","44177","042900060205","NY","Alder Meadow Brook-West Branch Saint Regis River",138.66,34264.12
"44178","44178","042900060206","NY","Dan Wright Brook-Trout Brook",113.78,28114.9
"44179","44179","042900060207","NY","Tucker Brook-West Branch Saint Regis River",67.82,16759.79
"44180","44180","042900060301","NY","Mile Brook-Deer River",96.13,23753.08
"44181","44181","042900060302","NY","Trout Brook",96.6,23869.9
"44182","44182","042900050703","NY","Village of Potsdam-Raquette River",89.07,22009.56
"44183","44183","042900050704","NY","Plum Brook",112.1,27701.71
"44184","44184","042900050705","NY","Squeak Brook",98.72,24393.99
"44189","44189","042900060404","NY","Lake Ozonia Outlet",75.12,18561.89
"44191","44191","042900060406","NY","Hopkinton Brook",53.02,13102.47
"44192","44192","042900060407","NY","Miller Brook-Saint Regis River",98.57,24356.09
"44193","44193","042900060408","NY","Bell Brook-Saint Regis River",79.34,19605.42
"44194","44194","043001040201","NY","Chubb River",107.23,26497.76
"44195","44195","043001010105","NY","Lake Champlain Canal",133.96,33103.31
"44196","44196","043001040101","NY","Headwaters East Branch Ausable River",109.67,27100.11
"44199","44199","041300010702","NY","East Branch Eighteenmile Creek",58.86,14544.17
"44201","44201","043001040104","NY","Middle East Branch Ausable River",153,37807.8
"44205","44205","042900020505","NY","Black Creek-Black Lake",193.97,47931.65
"44206","44206","042900040101","NY","Dead Creek",63.21,15619.19
"44207","44207","042900040102","NY","Massawepie Lake-South Branch Grass River",136.47,33722.66
"44209","44209","042900040203","NY","North Branch Grass River",158.42,39146.6
"44210","44210","042900040204","NY","Deerskin Creek-Middle Branch Grass River",104.37,25791.56
"44211","44211","042900040301","NY","Grannis Brook",91.55,22622.68
"44212","44212","042900040302","NY","Van Rensselaer Creek-Little River",121.03,29908.18
"44213","44213","043001060104","NY","Lower Saranac Lake-Saranac River",128.2,31678.05
"44214","44214","043001060101","NY","Fish Creek Ponds",88.14,21781.08
"44215","44215","043001060102","NY","Upper Saranac Lake",108.5,26811.88
"44216","44216","043001060103","NY","Cold Brook",51,12601.7
"44218","44218","042900040402","NY","Elm Creek",106.48,26310.78
"44219","44219","042900040403","NY","Plumb Brook-Grass River",157.73,38976.31
"44221","44221","042900050502","NY","Mountain Brook-Raquettte River",90.85,22448.36
"44223","44223","042900050702","NY","Lower Trout Brook",95.2,23524.85
"44255","44255","042900030302","NY","Wolf Creek-Middle Branch Oswegatchie River",126.2,31185.48
"44256","44256","042900030303","NY","Fish Creek",45.15,11156.15
"44257","44257","042900030304","NY","Browns Creek-Middle Branch Oswegatchie River",60.43,14932.03
"44258","44258","042900030401","NY","Headwaters West Branch Oswegatchie River",66.91,16533.19
"44259","44259","042900030402","NY","Blanchard Creek-West Branch Oswegatchie River",106.83,26398.43
"44260","44260","042900030504","NY","West Branch Oswegatchie River",97.1,23994.38
"44261","44261","042900030501","NY","Jenny Creek",44.59,11019.25
"44262","44262","042900030502","NY","Big Creek",91.53,22618.08
"44265","44265","042900030503","NY","Meadow Brook-West Branch Oswegatchie River",55.02,13596.43
"44266","44266","042900030601","NY","Peavine Creek-Oswegatchie River",121.04,29910.42
"44267","44267","042900030602","NY","Stammer Creek",55.66,13753.53
"44268","44268","042900030603","NY","Welch Creek-Oswegatchie River",79.08,19540.72
"44269","44269","042900030604","NY","Pork Creek-Oswegatchie River",42.02,10383.76
"44271","44271","042900030701","NY","Sawyer Creek",81.57,20155.33
"44272","44272","042900030702","NY","Hawkins Creek-Matoon Creek",83.65,20671.26
"44273","44273","042900030801","NY","Turnpike Creek-Oswegatchie River",75.05,18544.77
"44274","44274","042900030802","NY","Malterna Creek-Oswegatchie River",87.18,21542.98
"44275","44275","042900030803","NY","Boland Creek",87.88,21715.78
"44276","44276","042900030804","NY","Vrooman Creek-Oswegatchie River",116.66,28828.41
"44278","44278","042900030901","NY","Anderson Creek-Oswegatchie River",80.56,19906.5
"44279","44279","042900030902","NY","Indian Creek",99.98,24706.49
"44281","44281","042900030903","NY","Beaver Creek",122.39,30243.99
"44282","44282","042900030904","NY","Barter Creek-Oswegatchie River",77.18,19072.58
"44284","44284","042900031003","NY","Oswegatchie River",79.69,19690.65
"44285","44285","042900020101","NY","Weatherhead Creek-Indian River",98.2,24266.14
"44286","44286","042900020102","NY","Bonaparte Creek",59.46,14692.45
"44287","44287","042900020103","NY","Blanchard Creek-Indian River",88.06,21758.98
"44288","44288","042900020201","NY","Rockwell Creek-Indian River",132.76,32805.99
"44289","44289","042900020202","NY","West Branch Black Creek",60.59,14973
"44290","44290","042900020203","NY","Buck Creek-Black Creek",59.16,14619.33
"44323","44323","042900030301","NY","Sand Lake Outlet-Middle Branch Oswegatchie River",67.98,16798.39
"44324","44324","042900030103","NY","Cranberry Lake-Oswegatchie River",175.02,43248.96
"44325","44325","042900030201","NY","Tamarack Creek",37.58,9285.46
"44326","44326","042900030202","NY","Upper Little River",82.59,20408.86
"44327","44327","042900030203","NY","Lower Little River",71.15,17582.32
"44328","44328","042900031002","NY","Village of Heuvelton-Oswegatchie River",46.38,11461.49
"44329","44329","042900031001","NY","Town of Flackville-Lisbon Creek",62,15321.37
"44330","44330","042900020204","NY","Beaver Meadows Creek-Black Creek",41.71,10306.53
"44331","44331","042900020205","NY","Hunter Creek-Indian River",55.92,13818.6
"44332","44332","042900020301","NY","West Creek",82.48,20380.2
"44333","44333","042900020302","NY","Otter Creek",63.26,15633.04
"44334","44334","042900020303","NY","Trout Brook-Indian River",74.73,18466.25
"44368","44368","042900080206","CN,NY","Moses-Saunders Dam-Saint Lawrence River",209.91,51869.02
"44395","44395","043001080202","NY","Northwest Bay Brook",79.89,19742.4
"44397","44397","043001081401","NY","Headwaters Salmon River",116.18,28708.81
"44402","44402","043001010203","NY,VT","Wells Brook-Mettawee River",135.34,33443.39
"44403","44403","043001010204","NY,VT","Indian River",95.78,23667.16
"44404","44404","043001010205","NY,VT","Mettawee River",152.04,37568.91
"44429","44429","043002010202","CN,NY","Collins Brook",27.45,6783.69
"44434","44434","043002010101","NY","Middle Kiln Brook",77.87,19242.48
"44440","44440","043002010401","NY","Crystal Creek",37.48,9261.69
"44443","44443","043002010102","NY","Separator Brook",38.75,9576.01
"44448","44448","043002010103","NY","Mountain Pond Stream-Upper Chateaugay Lake",97.42,24073.99
"44449","44449","043002010301","NY","Collins Brook-Trout River",149.22,36872
"44450","44450","043002010302","NY","Little Trout River",103.66,25615.74
"44451","44451","043002010104","NY","Bailey Brook-Chateaugay River",92.57,22875.68
"44453","44453","043002010201","NY","Marble River",86.3,21325.45
"44461","44461","043002010407","CN,NY","Headwaters Norton Stream",92,22734.08
"44483","44483","043002010203","CN,NY","Hinchinbrook Brook",73.88,18257.33
"44486","44486","043002010204","CN,NY","Beaver Pond Brook-Oak Brook",84.69,20928.46
"44498","44498","043002010304","CN,NY","Town of Trout River-Trout River",62.65,15480.73
"44499","44499","043002010205","CN,NY","Beaver Pond Creek-Chateaugay River",64.22,15867.94
"44500","44500","043002010402","NY","Taylor Brook-English River",69.49,17170.31
"44502","44502","043002010501","CN,NY","Mitchel Creek",58.71,14506.92
"44508","44508","043002010502","CN,NY","East Outardes River ",87.32,21577.57
"44515","44515","043002010403","CN,NY","Allen Brook",56.94,14069.76
"44516","44516","043002010503","CN,NY","Outardes River",88.82,21948.68
"44519","44519","043002010404","CN,NY","Kellas Creek-English River",81.61,20166.69
"44546","44546","041300030504","NY","Christie Creek-Genesee River",108.5,26811.65
"44547","44547","041300030505","NY","Dugan Creek-Genesee River",121.71,30074.55
"44548","44548","041300030601","NY","Spring Creek",57.07,14103.13
"44549","44549","041300030602","NY","Headwaters Black Creek",119.85,29614.58
"44550","44550","041300030603","NY","Robins Brook-Black Creek",94.9,23451.35
"44551","44551","041300030604","NY","Hotel Creek-Black Creek",129.89,32096.93
"44552","44552","041300030605","NY","Mill Creek-Black Creek",80.2,19818.8
"44555","44555","041300030703","NY","Town of Gates-Genesee River",56.7,14010.35
"44565","44565","041300020203","NY","Lower Dyke Creek",70.35,17383.05
"44566","44566","041300020304","NY","Chenunda Creek",79.46,19634.5
"44568","44568","041300020305","NY","Ford Brook-Genesee River",59.43,14685.03
"44569","44569","041300020401","NY","Black Creek-Angelica Creek",97.96,24206.51
"44582","44582","020302020201","NY","Massapequa Creek",108.71,26862.07
"44583","44583","020302020203","NY","Freeport Creek",84.82,20960.09
"44584","44584","020302020204","NY","Mill River",89.88,22210.68
"44684","44684","041300020501","NY","Vandermark Creek",59.3,14652.28
"44685","44685","041300020402","NY","Baker Creek",58.21,14382.87
"44687","44687","041300020403","NY","Angelica Creek",77.01,19029.55
"44688","44688","041300020502","NY","Knight Creek",57.18,14128.3
"44692","44692","041300020503","NY","Brimmer Brook-Genesee River",54.66,13507.2
"44693","44693","041300020504","NY","Phillips Creek",79.22,19575.12
"44694","44694","041300020505","NY","West Branch Van Campen Creek",88.91,21971.25
"44695","44695","041300020506","NY","Van Campen Creek",62.79,15515.15
"44696","44696","041300020507","NY","Gordon Brook-Genesee River",115.61,28568.11
"44697","44697","041300020602","NY","White Creek-Genesee River",54.71,13519.94
"44698","44698","041300020603","NY","Headwaters Caneadea Creek",84.73,20937.84
"44699","44699","041300020604","NY","Caneadea Creek",77.32,19105.77
"44700","44700","041300020605","NY","Crawford Creek-Genesee River",92.64,22891.33
"44701","44701","041300020701","NY","Trout Brook",39.09,9658.81
"44702","44702","041300020702","NY","Headwaters Wiscoy Creek",70.2,17347.68
"44703","44703","041300020703","NY","Headwaters East Koy Creek",69.66,17214.32
"44704","44704","041300020704","NY","East Koy Creek",58.79,14528.29
"44705","44705","041300020705","NY","Wiscoy Creek",51.13,12633.66
"44706","44706","041300020801","NY","Cold Creek",106,26192.12
"44726","44726","020302020301","NY","Town of Selden",104,25698.64
"44727","44727","020302020302","NY","Carmans River",117.65,29070.71
"44822","44822","042900060204","NY","Stony Brook",68.25,16865.33
"44827","44827","042900060201","NY","Windfall Brook-West Branch Saint Regis River",136.54,33739.19
"44828","44828","042900060202","NY","Long Pond Outlet",110.69,27351.34
"44829","44829","042900060203","NY","Black Brook-West Branch Saint Regis River",62.94,15553.53
"44830","44830","042900060101","NY","Hays Brook",41.79,10326.73
"44831","44831","042900060102","NY","Osgood River",73.13,18070.77
"44832","44832","042900060103","NY","Pleasant Brook-East Branch Saint Regis River",144.32,35662.15
"44833","44833","042900060305","NY","Redwater Brook-Deer River",75.19,18580.84
"44834","44834","042900060403","NY","Goose Pond Brook-Saint Regis River",142.84,35297.61
"44835","44835","042900060303","NY","Kingston Brook-Deer River",151.09,37334.08
"44836","44836","042900060304","NY","Lawrence Brook",91.2,22535.38
"44837","44837","042900060401","NY","Headwaters Saint Regis River ",90.61,22389.66
"44838","44838","042900060402","NY","Quebec Brook-Saint Regis River",85.07,21020.6
"44839","44839","042900060405","NY","Long Pond-Saint Regis River",51.22,12657.05
"44840","44840","043001040102","NY","Johns Brook",50.87,12571.23
"44841","44841","043001040103","NY","Upper East Branch Ausable River",101.41,25059.01
"44842","44842","043001040105","NY","Lower East Branch Ausable River",98.24,24274.72
"44843","44843","043001040202","NY","Upper  West Branch Ausable River",146.89,36296.48
"44844","44844","043001040203","NY","Middle West Branch Ausable River",143.58,35478.27
"44845","44845","043001040204","NY","Outlet Taylor Pond",47.77,11805.03
"44846","44846","043001040205","NY","Black Brook",81.48,20133.29
"44847","44847","043001040206","NY","Lower West Branch Ausable River",84.25,20817.72
"44848","44848","043001040301","NY","Palmer Brook-Ausable River",81.16,20054.83
"44849","44849","043001040302","NY","Ausable River",128,31630.17
"44850","44850","042900070104","NY","Winslow Brook-Salmon River",93.87,23195.55
"44851","44851","042900070101","NY","Hatch Brook",103.34,25535.56
"44852","44852","042900070102","NY","Ingraham Stream-Salmon River",161.73,39963.24
"44853","44853","042900070103","NY","Duane Stream",56.68,14006.37
"44854","44854","042900070201","NY","Headwaters Little Salmon River",39.79,9831.89
"44855","44855","042900070202","NY","East Branch Little Salmon River",42.96,10616.33
"44856","44856","042900070203","NY","Develin Brook-Little Salmon River",62.34,15404.88
"44857","44857","042900070204","NY","Farrington Brook",62.13,15353.31
"44858","44858","042900070205","NY","Town of Bombay-Little Salmon River",52.27,12916.41
"44859","44859","042900070301","NY","Branch Brook",49.57,12248.1
"44860","44860","042900070302","NY","Plum Brook-Salmon River",78.46,19388.64
"44861","44861","042900070303","NY","East Branch Deer Creek",63.92,15795.33
"44862","44862","042900070304","NY","West Branch Deer Creek",86.63,21406.32
"44863","44863","043001010101","NY","Headwaters Halfway Creek",48.28,11929.05
"44864","44864","043001010102","NY","Hadlock Pond",50.11,12382.49
"44865","44865","043001010103","NY","Halfway Creek",130.82,32326.72
"44866","44866","043001010104","NY","Wood Creek-Lake Champlain Canal",153.23,37864.72
"44867","44867","042900020402","NY","Muskellunge Lake-Indian River",61.78,15266.95
"44868","44868","042900020502","NY","Butterfield Lake-Black Creek",46.47,11483.9
"44869","44869","042900020401","NY","Soapstone Creek-Indian River",51.05,12615.6
"44870","44870","042900020403","NY","Bostwick Creek-Indian River",80.09,19789.88
"44871","44871","042900020503","NY","Birch Creek",64.22,15870.27
"44872","44872","042900020504","NY","Fish Creek",93.47,23098.14
"44873","44873","042900040201","NY","Pleasant Lake Stream-Middle Branch Grass River",82.71,20438.66
"44874","44874","042900040202","NY","South Branch Grass River",162.18,40074.35
"44875","44875","043001060201","NY","Ray Brook",40.86,10097.47
"44876","44876","043001060202","NY","Sumner Brook",143.84,35544.79
"44877","44877","043001060203","NY","Moose Creek-Saranac River",121.71,30076.34
"44878","44878","043001060301","NY","Upper North Branch Saranac River",74.05,18298.24
"44879","44879","043001060302","NY","Alder Brook",63.9,15790.31
"44880","44880","043001060303","NY","Middle North Branch Saranac River",116.33,28745.88
"44881","44881","042900040303","NY","Tracy Brook-Little River",45.87,11335.32
"44882","44882","042900040406","NY","Harrison Creek-Grass River",75.28,18602.99
"44883","44883","042900040501","NY","Town of Madrid-Grass River",71.93,17774.91
"44884","44884","042900040502","NY","McConnell Creek-Grass River",95.56,23612.88
"44885","44885","042900040401","NY","Tanner Creek",98.56,24355.16
"44886","44886","042900040404","NY","Nettle Creek",42.46,10491.64
"44888","44888","042900040405","NY","Line Creek",45.56,11256.89
"44889","44889","042900050101","NY","South Inlet",84.35,20844.46
"44890","44890","042900050102","NY","Marion River",86.14,21284.8
"44891","44891","042900050103","NY","Raquette Lake",160.2,39585.8
"44892","44892","042900050104","NY","Moose Pond",68.71,16979.02
"44893","44893","042900050105","NY","Forked Lake-Raquette River",97.26,24034.61
"44894","44894","042900050201","NY","Upper Cold River",104.03,25707.1
"44897","44897","042900050203","NY","Lower Cold River",77.94,19258.76
"44898","44898","042900050402","NY","Stony Creek",81.66,20178.42
"44899","44899","042900050301","NY","Salmon River",56.51,13962.87
"44900","44900","042900050303","NY","Raquette River-Long Lake",138.77,34290.34
"44901","44901","042900050401","NY","Moose Creek",49.11,12136.33
"44902","44902","042900050403","NY","Palmer Brook-Raquettte River",45.64,11277.63
"44903","44903","042900050404","NY","Follensby Pond-Raquette River",99.06,24478.01
"44904","44904","042900050405","NY","Bog Stream",51.51,12728.58
"44905","44905","042900050406","NY","Round Lake Stream",144.51,35708.42
"44906","44906","042900050407","NY","Bog River",147.34,36409.55
"44907","44907","042900050302","NY","Big Brook",104.61,25848.97
"44908","44908","042900050408","NY","Wolf Pond",53.32,13175.45
"44909","44909","042900050409","NY","Jenkins Brook-Tupper Lake",151.62,37464.87
"44910","44910","042900050501","NY","Dead Creek",57.14,14118.78
"44911","44911","042900050503","NY","Willis Brook-Jordan River",51.57,12743.22
"44912","44912","042900050504","NY","Potter Brook-Jordan River",72.56,17930.75
"44913","44913","042900050505","NY","Ellis Brook-Raquettte River",87.52,21626.5
"44914","44914","042900050506","NY","Joe Indian Inlet",55.06,13604.62
"44915","44915","042900050507","NY","Cold Brook-Raquette River",87.39,21594.9
"44916","44916","042900050601","NY","Cold Brook",52.21,12900.63
"44917","44917","042900050602","NY","Dead Creek-Raquette River",96.6,23871.34
"44918","44918","042900050603","NY","Parkhurst Brook",44.73,11053.67
"44919","44919","042900050604","NY","Stafford Brook-Raquette River",122.11,30173.74
"44920","44920","042900050701","NY","Upper Trout Brook",77.67,19192.79
"44932","44932","043001010302","NY,VT","Finel Hollow Brook-Poultney River",99.08,24483.03
"44934","44934","043001010304","NY,VT","Castleton River",133.34,32948.43
"44936","44936","043001060304","NY","Lower North Branch Saranac River",75.86,18745.73
"44937","44937","043001060401","NY","Union Falls Pond-Saranac River",170.81,42208.53
"44938","44938","043001060402","NY","Silver Lake-Saranac River",62.11,15348.54
"44939","44939","043001060501","NY","True Brook",58.07,14348.64
"44940","44940","043001060502","NY","Behan Brook-Saranac River",110.74,27364.36
"44941","44941","043001060503","NY","Kelly Brook-Saranac River",76.14,18814.17
"44942","44942","043001060504","NY","Saranac River",97.98,24210.18
"44952","44952","042900010402","NY","French Creek",72.67,17956.55
"44958","44958","042900010405","NY","Crooked Creek",40.81,10085.51
"44962","44962","042900010406","NY","Chippewa Creek",99.98,24706.51
"44969","44969","042900010602","CN,NY","Prescott-Saint Lawrence River",207.85,51361.41
"44970","44970","042900080102","CN,NY","Iroquois Dam-Saint Lawrence River",170.37,42099.52
