"","X","huc12","states","name","areasqkm","areaacres","sorted_state"
"23915","23915","010500030504","ME","The Black Rocks-Atlantic Ocean",84.24,20816.28,"ME"
"83962","83962","010500030601","ME","Abagadasset River",52.02,12853.29,"ME"
"83966","83966","010500030602","ME","Nequasset Lake-Nequasset Brook",69.2,17099.21,"ME"
"23925","23925","010500030603","ME","Merrymeeting Bay-Kennebec River",149.05,36830.84,"ME"
"23926","23926","010500030604","ME","Morse River-Frontal Atlantic Ocean",16.71,4128.51,"ME"
"23927","23927","010500030605","ME","Seguin Island",0.64,157,"ME"
"23916","23916","010500030606","ME","Stage Island Bay-Atlantic Ocean",57.71,14261.22,"ME"
"57434","57434","010500040203","CN,ME","James Brook-Frontal Passamaquoddy Bay",89.24,22052.33,"ME"
"83967","83967","010500040204","ME","Boyden Stream",54.47,13459.83,"ME"
"84030","84030","010500040401","ME","Meddybemps Lake",117.6,29060.46,"ME"
"84031","84031","010500040402","ME","Lake Cathance",55.28,13659.03,"ME"
"84028","84028","010500040403","ME","Cathance Stream",34.46,8515.43,"ME"
"84032","84032","010500040404","ME","Dennys River",131.78,32564.31,"ME"
"84033","84033","010500040501","ME","Pennamaquan Lake",104.69,25869.18,"ME"
"84034","84034","010500040502","ME","Pennamaquan River",33.88,8371.17,"ME"
"23928","23928","010500040601","ME","Rocky Lake",42.8,10576.33,"ME"
"84035","84035","010500040602","ME","Orange River",47.88,11831.41,"ME"
"84036","84036","010500040603","ME","East Stream",47.99,11859.01,"ME"
"84037","84037","010500040604","ME","Hobart Stream",48.76,12048.28,"ME"
"84038","84038","010500040605","ME","Wilson Stream",30.85,7622.61,"ME"
"23929","23929","010500040606","ME","Cobscook Bay-Frontal Passamaquoddy Bay",264.6,65383,"ME"
"37684","37684","010500040701","CN,ME","Islands of Passamaquoddy Bay",20.02,4946.73,"ME"
"37719","37719","010500040702","CN,ME","Passamaquoddy Bay",216.82,53577.12,"ME"
"57535","57535","010500040802","CN,ME","Bay of Fundy",924.81,228526.53,"ME"
"84039","84039","010500040901","ME","Schooner Brook-Frontal Grand Manan Channel",17.9,4423.17,"ME"
"23930","23930","010500040902","ME","Wiggins Brook-Frontal Grand Manan Channel",87.74,21681.78,"ME"
"83661","83661","010500040903","ME","Islands of Grand Manan Channel",0.14,33.51,"ME"
"9184","9184","010500040904","ME","Grand Manan Channel-Atlantic Ocean",182.12,45003.77,"ME"
"9183","9183","010500041000","CN,ME","Bay of Fundy-Atlantic Ocean",3423.18,845886.5,"ME"
"100250","100250","010600010101","ME","Upper Crooked River",115.66,28580.33,"ME"
"100308","100308","010600010102","ME","Middle Crooked River",134.78,33304.45,"ME"
"80349","80349","010600010103","ME","Bear River",48.61,12011.68,"ME"
"80411","80411","010600010104","ME","Willett Brook",106.51,26319.59,"ME"
"80412","80412","010600010105","ME","Brandy Pond",155.77,38491.09,"ME"
"23156","23156","010600010106","ME","Lower Crooked River",142.23,35146.82,"ME"
"80410","80410","010600010107","ME","Panther Run",79.36,19610.07,"ME"
"80413","80413","010600010108","ME","Muddy River",25.85,6386.81,"ME"
"80414","80414","010600010109","ME","Peabody Pond-Northwest River",63.24,15627.57,"ME"
"80415","80415","010600010110","ME","Sebago Lake",269.68,66638.91,"ME"
"23157","23157","010600010201","ME","Upper Royal River",128.87,31843.94,"ME"
"80416","80416","010600010202","ME","Crystal Lake-Collyer Brook",48.97,12101.87,"ME"
"80417","80417","010600010203","ME","East Branch Chandler Brook",71.32,17622.63,"ME"
"80418","80418","010600010204","ME","Chandler Brook",65.42,16166.22,"ME"
"80419","80419","010600010205","ME","Cousins River",51.58,12746.74,"ME"
"22260","22260","010600010206","ME","Lower Royal River",59.6,14726.3,"ME"
"80420","80420","010600010301","ME","Little Sebago Lake-Pleasant River",127.23,31439,"ME"
"80421","80421","010600010302","ME","Little River",127.2,31431.58,"ME"
"80422","80422","010600010303","ME","East Branch Piscataqua River",50.9,12577.9,"ME"
"23175","23175","010600010304","ME","Upper Presumpscot River",93.05,22993.8,"ME"
"80478","80478","010600010305","ME","Piscataqua River",54.62,13497.81,"ME"
"23176","23176","010600010306","ME","Lower Presumpscot River",79.2,19570.07,"ME"
"80479","80479","010600010401","ME","Stroudwater River",71.53,17675.86,"ME"
"80477","80477","010600010402","ME","Fore River",64.37,15906.52,"ME"
"80480","80480","010600010501","ME","Spurwink River",24.93,6159.45,"ME"
"53479","53479","010600010502","ME","Goosefare Brook-Frontal Saco Bay",30.01,7414.5,"ME"
"80481","80481","010600010503","ME","Nonesuch River",65.53,16191.62,"ME"
"80500","80500","010600010504","ME","Mill Brook",17.07,4217.71,"ME"
"80531","80531","010600010505","ME","Scarborough River",71.17,17587.02,"ME"
"84379","84379","010600010506","ME","Islands of Saco Bay",1.32,324.95,"ME"
"53482","53482","010600010507","ME","Saco Bay-Atlantic Ocean",170.26,42072.84,"ME"
"80532","80532","010600010601","ME","New Meadows River",70.12,17328.04,"ME"
"22268","22268","010600010602","ME","Great Pond-Frontal Casco Bay",204.78,50600.98,"ME"
"80533","80533","010600010603","ME","Harraseeket River",48.67,12026.62,"ME"
"84397","84397","010600010604","ME","Islands of Casco Bay",35.39,8744.26,"ME"
"81494","81494","010600010605","ME","Casco Bay-Atlantic Ocean",712.51,176063.94,"ME"
"100277","100277","010600020304","ME,NH","Weeks Brook-Saco River",74.44,18394.68,"ME"
"1002771","100277","010600020304","ME,NH","Weeks Brook-Saco River",74.44,18394.68,"ME"
"100279","100279","010600020401","ME,NH","Charles River",195.81,48385.01,"ME"
"1002791","100279","010600020401","ME,NH","Charles River",195.81,48385.01,"ME"
"100281","100281","010600020402","ME","Kezar Lake",143.7,35508.72,"ME"
"20730","20730","010600020403","ME","Kezar Pond",138.44,34209.63,"ME"
"22747","22747","010600020404","ME,NH","Old Course Saco River-Saco River",61.18,15118.94,"ME"
"227471","22747","010600020404","ME,NH","Old Course Saco River-Saco River",61.18,15118.94,"ME"
"22745","22745","010600020405","ME,NH","Shepards River",69.44,17158.95,"ME"
"227451","22745","010600020405","ME,NH","Shepards River",69.44,17158.95,"ME"
"21301","21301","010600020406","ME,NH","Lovewell Pond-Saco River",116.19,28709.99,"ME"
"213011","21301","010600020406","ME,NH","Lovewell Pond-Saco River",116.19,28709.99,"ME"
"20723","20723","010600020501","ME","Moose Pond-Moose Pond Brook",84.58,20899.97,"ME"
"21580","21580","010600020502","ME","Tenmile River-Saco River",107.86,26652.09,"ME"
"21579","21579","010600020503","ME","Barker Pond",47.3,11688.03,"ME"
"21433","21433","010600020504","ME","Breakneck Brook-Saco River",58.03,14340.32,"ME"
"22879","22879","010600020901","ME,NH","Loon Lake-Ossipee River",49.52,12235.69,"ME"
"228791","22879","010600020901","ME,NH","Loon Lake-Ossipee River",49.52,12235.69,"ME"
"22663","22663","010600020902","ME,NH","South River",81.42,20118.44,"ME"
"226631","22663","010600020902","ME,NH","South River",81.42,20118.44,"ME"
"6952","6952","010600020903","ME,NH","Mill Brook",36.22,8951.04,"ME"
"69521","6952","010600020903","ME,NH","Mill Brook",36.22,8951.04,"ME"
"6949","6949","010600020904","ME,NH","Great Brook-Ossipee River",57.33,14167.65,"ME"
"69491","6949","010600020904","ME,NH","Great Brook-Ossipee River",57.33,14167.65,"ME"
"22880","22880","010600020905","ME","Little River-Ossipee River",93.96,23217.55,"ME"
"22657","22657","010600021001","ME,NH","Shapleigh Pond",56.28,13908.13,"ME"
"226571","22657","010600021001","ME,NH","Shapleigh Pond",56.28,13908.13,"ME"
"21407","21407","010600021002","ME,NH","Rock Haven Lake-Little Ossipee River",122.11,30173.83,"ME"
"214071","21407","010600021002","ME,NH","Rock Haven Lake-Little Ossipee River",122.11,30173.83,"ME"
"21985","21985","010600021003","ME","Henderson Brook",52.84,13056.41,"ME"
"23178","23178","010600021004","ME","Pendexter Brook",46.69,11538.52,"ME"
"22660","22660","010600021005","ME","Brown Brook",72.52,17919.66,"ME"
"21289","21289","010600021006","ME","Lake Arrowhead-Little Ossipee River",51.16,12641.88,"ME"
"22643","22643","010600021007","ME","Hamlin Brook-Little Ossipee River",79.37,19613.21,"ME"
"22881","22881","010600021101","ME","Watchic Pond-Saco River",147.44,36432.37,"ME"
"21294","21294","010600021102","ME","Bonny Eagle Pond-Saco River",107.1,26464.77,"ME"
"21313","21313","010600021103","ME","Stony Brook-Saco River",108.31,26763.43,"ME"
"21978","21978","010600021104","ME","Swan Pond-Swan Pond Brook",80.33,19850.41,"ME"
"23182","23182","010600021105","ME","Outlet Saco River",122.2,30197.28,"ME"
"21778","21778","010600021106","ME","The Pool-Frontal Saco Bay",6.42,1585.39,"ME"
"22743","22743","010600030101","ME","Kennebunk Pond-Kennebunk River",56.59,13983.02,"ME"
"23181","23181","010600030102","ME","Kennebunk River",96.24,23781.18,"ME"
"21569","21569","010600030103","ME","Goochs Beach-Frontal Atlantic Ocean",0.19,47.83,"ME"
"81513","81513","010600030104","ME","Oaks Reef-Atlantic Ocean",15.94,3939.6,"ME"
"21919","21919","010600030201","ME","Mousam Lake",77.08,19047.39,"ME"
"22742","22742","010600030202","ME","Number One Pond-Mousam River",49.62,12260.78,"ME"
"21979","21979","010600030203","ME","Shaker Pond",50.65,12516.78,"ME"
"21780","21780","010600030204","ME","Estes Lake-Mousam River",77.38,19120.7,"ME"
"21170","21170","010600030205","ME","Day Brook-Mousam River",48.92,12088.75,"ME"
"22651","22651","010600030206","ME","Parsons Beach-Frontal Atlantic Ocean",0.23,56.23,"ME"
"81514","81514","010600030207","ME","Libbys Point-Atlantic Ocean",24.01,5931.9,"ME"
"21174","21174","010600030301","ME","Batson River-Frontal Goosefare Bay",61.41,15175.26,"ME"
"20476","20476","010600030302","ME","Vaughn Island",0.8,196.45,"ME"
"81495","81495","010600030303","ME","Goosefare Bay-Atlantic Ocean",135.02,33362.93,"ME"
"21581","21581","010600030401","ME","Bauneg Beg Pond-Great Works River",95.18,23518.45,"ME"
"21168","21168","010600030402","ME","Leighs Mill Pond-Great Works River",129.25,31938.01,"ME"
"21981","21981","010600030503","ME,NH","Headwaters Salmon Falls River",71.77,17733.77,"ME"
"219811","21981","010600030503","ME,NH","Headwaters Salmon Falls River",71.77,17733.77,"ME"
"21913","21913","010600030504","ME,NH","Upper Salmon Falls River",60.16,14865.72,"ME"
"219131","21913","010600030504","ME,NH","Upper Salmon Falls River",60.16,14865.72,"ME"
"21161","21161","010600030505","ME","Bog Brook-Little River",141.12,34870.57,"ME"
"21171","21171","010600030506","ME,NH","Middle Salmon Falls River",154.67,38219.07,"ME"
"211711","21171","010600030506","ME,NH","Middle Salmon Falls River",154.67,38219.07,"ME"
"22995","22995","010600030507","ME,NH","Lower Salmon Falls River",56.11,13865.78,"ME"
"229951","22995","010600030507","ME,NH","Lower Salmon Falls River",56.11,13865.78,"ME"
"22648","22648","010600031001","ME,NH","Piscataqua River-Frontal Portsmouth Harbor",123.03,30401.63,"ME"
"226481","22648","010600031001","ME,NH","Piscataqua River-Frontal Portsmouth Harbor",123.03,30401.63,"ME"
"81515","81515","010600031004","ME,NH","Rye Harbor-Atlantic Ocean",131.64,32528.07,"ME"
"815151","81515","010600031004","ME,NH","Rye Harbor-Atlantic Ocean",131.64,32528.07,"ME"
"21576","21576","010600031101","ME","Branch Brook-Merriland River",81.69,20185.45,"ME"
"21568","21568","010600031102","ME","Stevens Brook-Frontal Atlantic Ocean",161.83,39989.25,"ME"
"22874","22874","010600031103","ME","York River",86.14,21285.42,"ME"
"21967","21967","010600031104","ME","Sewards Point-Frontal Brave Boat Harbor",11.3,2793.25,"ME"
"21403","21403","010600031105","ME","Appledore Island",0.75,185.79,"ME"
"81497","81497","010600031106","ME,NH","York Harbor-Atlantic Ocean",402.28,99405.17,"ME"
"814971","81497","010600031106","ME,NH","York Harbor-Atlantic Ocean",402.28,99405.17,"ME"
"43238","43238","010801010101","ME,NH","Second Connecticut Lake-Connecticut River",119.08,29425.87,"ME"
"432381","43238","010801010101","ME,NH","Second Connecticut Lake-Connecticut River",119.08,29425.87,"ME"
"44463","44463","043002020402","CN,ME,NH","Headwaters Salmon River",107.71,26616.46,"ME"
"444631","44463","043002020402","CN,ME,NH","Headwaters Salmon River",107.71,26616.46,"ME"
"44488","44488","043100010101","CN,ME","Spider River",93.46,23095.13,"ME"
"44468","44468","043100010102","CN,ME","Clinton River",112.29,27747.19,"ME"
"44471","44471","043100010103","CN,ME","Arnold River",154.03,38060.83,"ME"
"44487","44487","043100010104","CN,ME","Spider Lake",80.61,19918.67,"ME"
"44801","44801","043100010205","CN,ME","Kokomis River",47.02,11619.77,"ME"
"44532","44532","043100010206","CN,ME","Nebnellis River",86.86,21464.2,"ME"
"44365","44365","043100010301","CN,ME","Barrage River",58.18,14377.01,"ME"
"44823","44823","043100010302","CN,ME","Headwaters Samson River",46.93,11596.31,"ME"
"44419","44419","043100010501","CN,ME","Headwaters Wolf River",109.01,26937.24,"ME"
"44430","44430","043100010502","CN,ME","Monument River",50.94,12588.24,"ME"
"44420","44420","043100010504","CN,ME","Portage River",108.94,26918.68,"ME"
"44497","44497","043100010505","CN,ME","Middle Wolf River",118.77,29349.62,"ME"
"44629","44629","043100010506","CN,ME","Wilson River",50.9,12576.92,"ME"
"44790","44790","043100010507","CN,ME","North Metgermette River",75.1,18557.67,"ME"
"44360","44360","043100010508","CN,ME","Metgermette River",74.71,18461.37,"ME"
