"","X","huc12","states","name","areasqkm","areaacres","sorted_state"
"85682","85682","010100020101","ME","Smith Brook",71.09,17565.66,"ME"
"85685","85685","010100020102","ME","Russell Brook",81.15,20053.75,"ME"
"85686","85686","010100020103","ME","Soper Brook",75.39,18630.05,"ME"
"85687","85687","010100020104","ME","Snare Brook",57.66,14247.13,"ME"
"80423","80423","010100020105","ME","Woodman Brook-Eagle Lake",152.62,37714.37,"ME"
"23995","23995","010100020201","ME","Thoroughfare Brook",109.21,26987.54,"ME"
"85688","85688","010100020202","ME","North Twin Brook",50.58,12498.43,"ME"
"85736","85736","010100020203","ME","Pleasant Stream",49.28,12177.82,"ME"
"80424","80424","010100020204","ME","Churchill Lake",126.51,31262.4,"ME"
"33612","33612","010100020301","ME","Ross Inlet",40.65,10045.39,"ME"
"33617","33617","010100020302","ME","Fool Brook",40.98,10126.75,"ME"
"33618","33618","010100020303","ME","Chemquasabamticook Lake",69.79,17244.36,"ME"
"33619","33619","010100020304","ME","Clayton Lake",158.65,39202.16,"ME"
"85737","85737","010100020305","ME","Priestly Brook",64.39,15910.61,"ME"
"33628","33628","010100020306","ME","Holmes Brook",45.97,11358.78,"ME"
"33629","33629","010100020307","ME","Cunliffe Brook",53.29,13169.25,"ME"
"85738","85738","010100020308","ME","Chemquasabamticook Stream",81.77,20204.71,"ME"
"85739","85739","010100020401","ME","Harrow Lake-Harrow Brook",65.31,16137.24,"ME"
"23996","23996","010100020402","ME","Priestly Lake-Drake Brook",47.09,11635.88,"ME"
"23997","23997","010100020403","ME","Upper Allagash River",114.02,28174.99,"ME"
"85741","85741","010100020404","ME","Glazier Brook",58.9,14554.33,"ME"
"85742","85742","010100020405","ME","Shepherd Brook",45.86,11333.36,"ME"
"85743","85743","010100020406","ME","Grey Brook-Long Lake",40.82,10087.76,"ME"
"85744","85744","010100020501","ME","Third Musquacook Lake",91.66,22649.76,"ME"
"85805","85805","010100020502","ME","First Musquacook Lake",104.01,25700.87,"ME"
"85806","85806","010100020503","ME","Little Musquacook Stream",47.33,11694.4,"ME"
"85807","85807","010100020504","ME","Robbins Brook",77.2,19077.32,"ME"
"85801","85801","010100020505","ME","Musquacook Stream",81.47,20131.95,"ME"
"33630","33630","010100020601","ME","Conners Brook",42.64,10536.6,"ME"
"33631","33631","010100020602","ME","Big Brook",220.7,54535.17,"ME"
"33632","33632","010100020701","ME","Harding Brook",36.94,9127.38,"ME"
"33625","33625","010100020702","ME","Whittaker Brook",42.14,10412.33,"ME"
"33626","33626","010100020703","ME","Schedule Brook",66.23,16364.54,"ME"
"85808","85808","010100020704","ME","Middle Allagash River",152.31,37637.79,"ME"
"85796","85796","010100020705","ME","Five Finger Brook",80.97,20009.05,"ME"
"33627","33627","010100020706","ME","Ben Glazier Brook",45.82,11322.54,"ME"
"85797","85797","010100020707","ME","Ramsay Brook",30.18,7457.37,"ME"
"33620","33620","010100020708","ME","Farm Brook",44.05,10885.6,"ME"
"85798","85798","010100020709","ME","McKeen Brook",58.35,14418.24,"ME"
"33633","33633","010100020710","ME","West Twin Brook",45.21,11171.47,"ME"
"33634","33634","010100020711","ME","Lower Allagash River",230.18,56879.82,"ME"
"85874","85874","010100030101","ME","Fox Brook",79.18,19566.89,"ME"
"23999","23999","010100030102","ME","Clayton Lake-Fish River",99.02,24469.28,"ME"
"85875","85875","010100030103","ME","Smith Brook",45.51,11245.77,"ME"
"24000","24000","010100030104","ME","North Pond Brook-Chase Brook",64.69,15986.45,"ME"
"24001","24001","010100030105","ME","Fish River Lake-Fish River",45.44,11228.76,"ME"
"85849","85849","010100030201","ME","Chase Brook",41.26,10194.48,"ME"
"85878","85878","010100030202","ME","Mosquito Brook",41.13,10163.63,"ME"
"23998","23998","010100030203","ME","Portage Lake-Fish River",160.4,39636,"ME"
"33635","33635","010100030204","ME","Rocky Brook",76.26,18843.8,"ME"
"33636","33636","010100030205","ME","Red River",159.29,39360.35,"ME"
"33637","33637","010100030206","ME","Birch River",114.03,28176.9,"ME"
"24002","24002","010100030207","ME","Saint Froid Lake-Fish River",121.61,30050.03,"ME"
"86453","86453","010100030301","ME","McLean Brook",33.57,8295.49,"ME"
"33638","33638","010100030302","ME","Long Lake",195.14,48220.61,"ME"
"86829","86829","010100030303","ME","Mud Lake",34.04,8412.6,"ME"
"33639","33639","010100030304","ME","Dickey Brook",67.94,16787.11,"ME"
"80425","80425","010100030305","ME","Daigle Brook",40.75,10069.31,"ME"
"86787","86787","010100030306","ME","Cross Lake",52.42,12952.58,"ME"
"86789","86789","010100030307","ME","Little Goddard Brook",36.99,9139.91,"ME"
"86790","86790","010100030308","ME","Goddard Brook",71.08,17563.81,"ME"
"86791","86791","010100030309","ME","Square Lake",120.06,29667.59,"ME"
"24003","24003","010100030310","ME","Eagle Lake-Fish River",258.59,63899.07,"ME"
"33640","33640","010100030401","ME","Wallagrass Stream",176.75,43674.66,"ME"
"33654","33654","010100030402","ME","Perley Brook",52.56,12986.82,"ME"
"33655","33655","010100030403","ME","Outlet Fish River",118.51,29284.58,"ME"
"40943","40943","010100040101","ME","Chandler Brook",66.19,16356.57,"ME"
"35886","35886","010100040102","ME","Millinocket Lake",113.37,28014.79,"ME"
"38158","38158","010100040103","ME","Millimagassett Stream",61.23,15130.19,"ME"
"40948","40948","010100040104","ME","Millinocket Stream",40.36,9974.27,"ME"
"40812","40812","010100040201","ME","Chase Lake",120.32,29731.1,"ME"
"40964","40964","010100040202","ME","Little Munsungan Lake",101.82,25160.59,"ME"
"40963","40963","010100040203","ME","Munsungan Stream",88.06,21759.6,"ME"
"40882","40882","010100040301","ME","Bartlett Brook-Spring Brook",79.72,19699.29,"ME"
"40879","40879","010100040302","ME","Chase Brook",46.62,11519.72,"ME"
"40878","40878","010100040303","ME","Mooseleuk Lake",107.84,26648.88,"ME"
"40859","40859","010100040304","ME","Smith Brook",47.58,11756.13,"ME"
"40869","40869","010100040305","ME","Chandler Stream",69.32,17130.16,"ME"
"40823","40823","010100040306","ME","Mooseleuk Stream",86.94,21482.87,"ME"
"40958","40958","010100040401","ME","West Branch Umcolcus Stream",108.8,26884.24,"ME"
"40959","40959","010100040402","ME","Umcolcus Stream",107.45,26551.83,"ME"
"40945","40945","010100040501","ME","Tracy Brook",108.31,26762.85,"ME"
"40986","40986","010100040502","ME","Saint Croix Lake",103.47,25567.78,"ME"
"40957","40957","010100040503","ME","Howe Brook",76.68,18947.25,"ME"
"40960","40960","010100040504","ME","Beaver Brook",43.65,10786.91,"ME"
"40822","40822","010100040505","ME","Blackwater River",104.42,25802.17,"ME"
"40949","40949","010100040506","ME","Mack Brook-Saint Croix Stream",93.86,23192.87,"ME"
"40968","40968","010100040507","ME","Cranberry Brook-Saint Croix Stream",86.37,21343.28,"ME"
"40954","40954","010100040601","ME","La Pomkeag Lake-La Pomkeag Stream",68.03,16810.5,"ME"
"40870","40870","010100040602","ME","Hayden Brook",42.59,10524.64,"ME"
"40860","40860","010100040603","ME","Farm Camp Brook-Aroostook River",137.84,34060.55,"ME"
"40872","40872","010100040604","ME","Otter Brook",47.87,11827.92,"ME"
"40966","40966","010100040605","ME","Trout Brook",41.5,10255.08,"ME"
"40875","40875","010100040606","ME","Shields Brook-Aroostook River",117.69,29082.81,"ME"
"40862","40862","010100040701","ME","Rocky Brook",127.22,31437.38,"ME"
"40864","40864","010100040702","ME","Pratt Lake Stream",146.71,36252.82,"ME"
"40868","40868","010100040703","ME","Big Machias Lake",104.76,25886.28,"ME"
"40876","40876","010100040801","ME","South Branch Machias River",89.92,22220.16,"ME"
"40891","40891","010100040802","ME","Upper Machias River",127.85,31592.9,"ME"
"40885","40885","010100040803","ME","McConnell Brook",44.95,11108.24,"ME"
"40880","40880","010100040804","ME","Carry Brook",39.19,9684.28,"ME"
"40863","40863","010100040805","ME","Greenlaw Stream",99,24462.75,"ME"
"40886","40886","010100040806","ME","Lower Machias River",71.24,17604.01,"ME"
"40906","40906","010100040901","ME","West Branch Beaver Brook",96.22,23776.92,"ME"
"40908","40908","010100040902","ME","East Branch Beaver Brook",57.61,14234.92,"ME"
"40893","40893","010100040903","ME","Burpee Brook",39.8,9834.39,"ME"
"40909","40909","010100040904","ME","Bugbee Brook-Beaver Brook",79.6,19669.53,"ME"
"40888","40888","010100041001","ME","Scopan Lake",162.31,40108.2,"ME"
"40887","40887","010100041002","ME","Clayton Brook-Scopan Stream",46.77,11556.67,"ME"
"40842","40842","010100041003","ME","Horse Brook-Aroostook River",79.15,19559.5,"ME"
"40894","40894","010100041004","ME","Little Machias Lake",80.03,19775.96,"ME"
"40866","40866","010100041005","ME","Little Machias River",84.67,20922.8,"ME"
"40867","40867","010100041006","ME","Alder Brook-Aroostook River",127.95,31618.25,"ME"
"40899","40899","010100041007","ME","Gardner Brook-Aroostook River",114.87,28385.08,"ME"
"40873","40873","010100041101","ME","West Branch Presque Isle Stream",63.23,15625.22,"ME"
"40856","40856","010100041102","ME","East Branch Presque Isle Stream",40.97,10124.37,"ME"
"40877","40877","010100041103","ME","Burnt Land Brook",60.92,15052.48,"ME"
"40883","40883","010100041104","ME","Shields Brook-Presque Isle Stream",75.13,18564.72,"ME"
"40889","40889","010100041105","ME","Alder Brook-Grendell Brook",47.4,11712.19,"ME"
"40865","40865","010100041106","ME","North Branch Presque Isle Stream",110.08,27200.95,"ME"
"40892","40892","010100041107","ME","Arnold Brook-Presque Isle Stream",118.97,29397.45,"ME"
"40911","40911","010100041201","ME","Salmon Brook",143.91,35561.32,"ME"
"40897","40897","010100041202","ME","Pettingill Brook-Aroostook River",110.28,27249.55,"ME"
"40900","40900","010100041203","ME","Prestilel Brook-Aroostook River",125.11,30916.36,"ME"
"40921","40921","010100041301","ME","Madawaska Lake",89.94,22225.68,"ME"
"34915","34915","010100041302","ME","Upper Little Madawaska River",132.64,32777.09,"ME"
"40923","40923","010100041303","ME","Armstrong Brook",69.65,17211.41,"ME"
"40920","40920","010100041304","ME","Halfway Brook",80.96,20006.33,"ME"
"40917","40917","010100041305","ME","Black Brook",61.5,15196.49,"ME"
"34916","34916","010100041306","ME","Middle Little Madawaska River",105.73,26127.57,"ME"
"40915","40915","010100041307","ME","Lower Little Madawaska River",97.66,24132.72,"ME"
"40914","40914","010100041401","ME","Caribou Stream",131.84,32577.19,"ME"
"40913","40913","010100041402","ME","Hardwood Brook-Otter Brook",48.19,11908.99,"ME"
"40910","40910","010100041403","ME","Hockenhull Brook-Aroostook River",128.6,31778.2,"ME"
"40895","40895","010100041404","CN,ME","Pattee Brook",99.74,24645.49,"ME"
"34913","34913","010100041405","CN,ME","East Branch Limestone Stream",49.81,12307.36,"ME"
"40918","40918","010100041406","CN,ME","Upper Limestone Stream",86.7,21425.22,"ME"
"40907","40907","010100041407","CN,ME","Lower Limestone Stream",66.17,16351.1,"ME"
"40898","40898","010100041408","CN,ME","McDonald Brook-Aroostook River",38.21,9441.66,"ME"
"40976","40976","010100050101","ME","Meduxnekeag Stream",49.24,12167.3,"ME"
"40973","40973","010100050102","ME","Davis Brook",52.16,12888.14,"ME"
"40901","40901","010100050103","ME","South Branch Meduxnekeag River",70.95,17533.14,"ME"
"40956","40956","010100050201","ME","Upper South Brook",57.67,14249.72,"ME"
"38175","38175","010100050202","ME","Lower South Brook",98.97,24454.97,"ME"
"40965","40965","010100050203","ME","Dunn Brook-North Branch Meduxnekeag River",106.51,26320.17,"ME"
"40955","40955","010100050204","CN,ME","Dead Stream",59.96,14815.35,"ME"
"40947","40947","010100050205","ME","Hoyt Brook-North Branch Meduxnekeag River",58.12,14360.62,"ME"
"40944","40944","010100050206","CN,ME","Carters Brook-North Branch Meduxnekeag River",60.45,14937.96,"ME"
"40939","40939","010100050301","ME","Meduxnekeag Lake",47.37,11706.25,"ME"
"40926","40926","010100050302","ME","Mill Brook",91.22,22541.5,"ME"
"40941","40941","010100050303","ME","Nickerson Lake-Meduxnekeag River",84.74,20938.98,"ME"
"40953","40953","010100050304","ME","Moose Brook",44.03,10879.41,"ME"
"35718","35718","010100050305","ME","Captain Ambrose Bear Stream",118.64,29316.59,"ME"
"40931","40931","010100050306","ME","Big Brook",40.13,9915.97,"ME"
"38174","38174","010100050307","CN,ME","Cook Brook-Meduxnekeag River",103.1,25475.43,"ME"
"40932","40932","010100050308","CN,ME","Britton Lake-Meduxnekeag River",59.54,14711.77,"ME"
"43269","43269","010100060101","ME","Fourth Saint John Pond",56.55,13973.43,"ME"
"43270","43270","010100060102","ME","Fifth Saint John Pond",61.2,15123.81,"ME"
"43271","43271","010100060103","ME","Sweeney Brook",94.96,23466.31,"ME"
"43274","43274","010100060104","ME","Campbell Brook-Baker Branch Saint John River",176.24,43548.95,"ME"
"43272","43272","010100060105","ME","Baker Lake",57.2,14135.44,"ME"
"43277","43277","010100060106","ME","Desolation Brook",54.41,13443.89,"ME"
"43243","43243","010100060107","ME","Saint Francis Brook",40.83,10089.78,"ME"
"43276","43276","010100060108","ME","Turner Brook",65.02,16067.02,"ME"
"43278","43278","010100060109","ME","Brailey Brook",131.48,32488.4,"ME"
"43275","43275","010100060110","ME","010100060110-Baker Branch Saint John River",48.99,12106.54,"ME"
"43279","43279","010100060111","ME","Baker Branch Saint John River",132.53,32748.4,"ME"
"43268","43268","010100060201","CN,ME","Little Saint John Lake-Southwest Branch St. John River",93.99,23226.43,"ME"
"43273","43273","010100060202","CN,ME","South Morning Stream-Southwest Branch Saint John River",124.83,30846.38,"ME"
"33646","33646","010100060203","ME","Upper Little Southwest Branch Saint John River",135.47,33474.26,"ME"
"33668","33668","010100060204","ME","Lower Little Southwest Branch Saint John River",79.55,19657.99,"ME"
"33669","33669","010100060205","CN,ME","Doucet Stream-Southwest Branch Saint John River",127.3,31456.27,"ME"
"33683","33683","010100060206","CN,ME","Dead Brook-Southwest Branch Saint John River",142.5,35211.98,"ME"
"33678","33678","010100060207","ME","Doucie Brook",54.54,13478.26,"ME"
"33684","33684","010100060208","ME","Knowles Brook",92.56,22873.04,"ME"
"43280","43280","010100060209","ME","Southwest Branch Saint John River",68.86,17016.02,"ME"
"33685","33685","010100060309","CN,ME","Lower Daaquam River",86.24,21309.33,"ME"
"33723","33723","010100060405","CN,ME","Riviere Leverrier",68.09,16825.91,"ME"
"33695","33695","010100060407","CN,ME","Riviere a la Loutre",80.72,19946.39,"ME"
"33699","33699","010100060408","CN,ME","Lac Frontiere-Northwest Branch Saint John River",68.17,16845.93,"ME"
"33687","33687","010100060409","ME","Northwest Branch Saint John River",83.19,20555.98,"ME"
"33686","33686","010100070101","ME","Ledge Rapids-Saint John River",92.19,22781.18,"ME"
"33696","33696","010100070102","ME","Burntland Brook",58.44,14440.42,"ME"
"33694","33694","010100070103","ME","Mary L Pond-Saint John River",123.23,30451.81,"ME"
"33722","33722","010100070201","ME","Ninemile Brook",56.59,13984.58,"ME"
"33705","33705","010100070202","ME","Sixmile Brook-Saint John River",56.1,13863.55,"ME"
"33732","33732","010100070203","ME","White Brook-Saint John River",138.13,34133.1,"ME"
"33541","33541","010100070204","ME","Priestly Brook-Saint John River",90.21,22291.37,"ME"
"33579","33579","010100070205","ME","Sweeney Brook-Saint John River",103.1,25475.45,"ME"
"33709","33709","010100070301","ME","Upper Depot Stream",63.89,15787.28,"ME"
"33724","33724","010100070302","CN,ME","Glazier Brook",50.89,12574.54,"ME"
"33729","33729","010100070303","CN,ME","Middle Depot Stream",42.41,10479.92,"ME"
"33560","33560","010100070304","CN,ME","Lower Depot Stream",69.32,17128.76,"ME"
"33734","33734","010100070305","ME","Outlet Depot Stream",53.86,13308.71,"ME"
"33550","33550","010100070408","CN,ME","Riviere Gobeil",43.94,10856.74,"ME"
"33544","33544","010100070409","CN,ME","Trout River-Big Black River",93.22,23035.49,"ME"
"33565","33565","010100070410","CN,ME","Charles Pond-Big Black River",91.3,22560.15,"ME"
"33710","33710","010100070503","CN,ME","Riviere des Gagnon",103.44,25560.56,"ME"
"33935","33935","010100070504","CN,ME","Little Saint Roch River",134.08,33132.85,"ME"
"33707","33707","010100070505","CN,ME","Saint Roch Riviere-Shields Branch",60.04,14836.01,"ME"
"33701","33701","010100070506","ME","Shields Branch",42.12,10407.56,"ME"
"33735","33735","010100070601","CN,ME","Fivemile Brook",113.78,28116.46,"ME"
"33933","33933","010100070602","CN,ME","Twomile Brook",111.44,27538.11,"ME"
"33711","33711","010100070603","ME","Big Black River",97.79,24163.77,"ME"
"33573","33573","010100070702","CN,ME","East Lake",97.65,24129.8,"ME"
"33937","33937","010100070703","CN,ME","Chimenticook Stream",107.89,26659.2,"ME"
"33736","33736","010100070801","ME","Schoolhouse Rapids-Saint John River",120.2,29702.61,"ME"
"33571","33571","010100070802","CN,ME","West Branch Pocwock Stream",42.79,10572.42,"ME"
"33570","33570","010100070803","ME","East Branch Pocwock Stream",65.04,16072.25,"ME"
"33568","33568","010100070804","CN,ME","Pocwock Stream",69.99,17294.47,"ME"
"33936","33936","010100070805","ME","Ouellette Brook-Saint John River",41.73,10312.44,"ME"
"33591","33591","010100070901","CN,ME","Beaver Branch",49.28,12177.44,"ME"
"33582","33582","010100070902","CN,ME","Upper Little Black River",120.1,29677.66,"ME"
"33588","33588","010100070904","CN,ME","West Branch Little Black River",81.09,20037.87,"ME"
"33575","33575","010100070905","CN,ME","Campbell Branch",61.48,15191.29,"ME"
"33576","33576","010100070906","ME","Rocky Brook",68.87,17019.35,"ME"
"33584","33584","010100070907","ME","Middle Little Black River",66.57,16450.9,"ME"
"33586","33586","010100070908","ME","Lower Little Black River",162.04,40040.22,"ME"
"33566","33566","010100071001","ME","Fox Brook",50.85,12566.1,"ME"
"33934","33934","010100071002","ME","Brown Brook",50.68,12522.09,"ME"
"33567","33567","010100071003","ME","Walker Brook-Saint John River",91.74,22669.45,"ME"
"33938","33938","010100080101","ME","Pelletier Brook",111.02,27432.61,"ME"
"33545","33545","010100080102","ME","Wyles Brook-Saint John River",87.08,21518.41,"ME"
"33574","33574","010100080103","ME","Petite Brook-Saint John River",88.94,21978.22,"ME"
"33608","33608","010100080206","CN,ME","Pohenegamook Lake-Saint Francis River",67.54,16688.3,"ME"
"33598","33598","010100080401","CN,ME","Wildcat Brook",70.65,17458.1,"ME"
"33599","33599","010100080403","ME","Dead Brook",122.42,30251.81,"ME"
"33603","33603","010100080404","CN,ME","Ruisseau des Sources-Saint Francis River",47.73,11795.29,"ME"
"33592","33592","010100080405","CN,ME","Jones Brook",42.64,10536.16,"ME"
"33601","33601","010100080406","CN,ME","Beau Lake-Saint Francis River",100.2,24759.25,"ME"
"33581","33581","010100080407","ME","Yankeetuladi Brook",70.65,17458.46,"ME"
"33583","33583","010100080408","ME","Falls Brook",101.3,25032.49,"ME"
"33590","33590","010100080409","CN,ME","Saint Francis River",70.89,17517.17,"ME"
"33587","33587","010100080504","CN,ME","Hunnewell Island-Saint John River",170.97,42248.78,"ME"
"33595","33595","010100080505","CN,ME","Vasseur Stream-Saint John River",103.7,25624.77,"ME"
"33600","33600","010100081201","CN,ME","Caron Brook",95.62,23628.33,"ME"
"33569","33569","010100081202","CN,ME","Patrick Brook-Saint John River",105.94,26178.72,"ME"
"33605","33605","010100081203","CN,ME","Gagnon Brook-Saint John River",116.47,28779.26,"ME"
"37433","37433","010100090801","CN,ME","Thibodeau Brook-Saint John River",138.71,34276.96,"ME"
"40929","40929","010100090802","CN,ME","La Grande Island-Saint John River",50.48,12472.97,"ME"
"40928","40928","010100090804","CN,ME","Violette Stream",168.4,41612.3,"ME"
"40924","40924","010100090805","CN,ME","Septiemel Island-Saint John River",55.45,13703.14,"ME"
"40922","40922","010100090806","ME","Hammond Brook",74.01,18289.42,"ME"
"35401","35401","010100090807","CN,ME","Coombes Brook-Saint John River",33.65,8315.66,"ME"
"40927","40927","010100090808","CN,ME","Martin Brook-Saint John River",175.31,43320.68,"ME"
"40919","40919","010100090809","CN,ME","Rapide de Femme Stream-Saint John River",114.4,28268.32,"ME"
"40890","40890","010100100101","CN,ME","River de Chute",69.06,17064.25,"ME"
"40884","40884","010100100103","CN,ME","Upper Guisiguit Brook ",39.01,9639.78,"ME"
"40861","40861","010100100201","ME","Lake Christina-Prestile Stream",89.91,22216.25,"ME"
"40837","40837","010100100202","ME","Rideout Brook-Prestile Stream",90.51,22366.03,"ME"
"40881","40881","010100100203","ME","Rocky Brook",45,11119.62,"ME"
"40871","40871","010100100204","ME","Three Brooks",62.72,15498.17,"ME"
"40967","40967","010100100205","CN,ME","Whitney Brook",102.4,25302.62,"ME"
"40874","40874","010100100206","CN,ME","Young Brook-Prestile Stream",60.29,14897.94,"ME"
"40857","40857","010100100207","CN,ME","Big Presque Isle Stream",152.99,37803.71,"ME"
"34944","34944","010100110104","CN,ME","Mud Brook-Bull Creek",126.37,31225.52,"ME"
"33650","33650","010200010101","ME","Abacotnetic Stream",47.13,11647.29,"ME"
"33656","33656","010200010102","ME","Rainey Brook",46.43,11474.06,"ME"
"33657","33657","010200010103","ME","Norris Brook",96.57,23862.37,"ME"
"43255","43255","010200010104","CN,ME","Dole Pond",110.61,27331.98,"ME"
"43256","43256","010200010105","CN,ME","Dole Brook",69.37,17142.05,"ME"
"33658","33658","010200010106","ME","North Branch Penobscot River",294.36,72737.62,"ME"
"43257","43257","010200010201","CN,ME","Threemile Brook-South Branch Penobscot River",93.89,23199.68,"ME"
"43258","43258","010200010202","CN,ME","Penobscot Lake",41.92,10357.71,"ME"
"43259","43259","010200010203","ME","Penobscot Brook",35.43,8755.02,"ME"
"43059","43059","010200010204","ME","Little Penobscot Brook-South Branch Penobscot River",119.22,29458.89,"ME"
"85969","85969","010200010205","ME","Hale Brook",52.59,12994.24,"ME"
"85963","85963","010200010206","ME","Alder Brook",46.57,11506.73,"ME"
"85970","85970","010200010207","ME","Canada Falls Lake",81.02,20020.44,"ME"
"33659","33659","010200010208","ME","Gulliver Brook",33.45,8265.73,"ME"
"33660","33660","010200010209","ME","Nulhedus Stream",46.35,11454.43,"ME"
"85971","85971","010200010210","ME","Seeboomook Lake",141.59,34986.47,"ME"
"33661","33661","010200010301","ME","Elm Stream",74.85,18495.88,"ME"
"33662","33662","010200010302","ME","Russell Stream",162.02,40036.45,"ME"
"85973","85973","010200010303","ME","Kidney Brook",40.67,10049.87,"ME"
"85974","85974","010200010304","ME","Maxfield Brook",32.65,8067.04,"ME"
"85975","85975","010200010305","ME","Lobster Lake-Lobster Stream",103.6,25598.91,"ME"
"85976","85976","010200010306","ME","Ragmuff Stream",56.74,14020.54,"ME"
"85977","85977","010200010307","ME","Pine Stream",115.31,28494.85,"ME"
"85978","85978","010200010308","ME","Upper West Branch Penobscot River",228.71,56514.3,"ME"
"33663","33663","010200010401","ME","Loon Lake",154.34,38138.12,"ME"
"86049","86049","010200010402","ME","Big Scott Brook",53.97,13337.43,"ME"
"33664","33664","010200010403","ME","Wadleigh Stream-Ciss Stream",116.23,28721.6,"ME"
"33665","33665","010200010404","ME","Caucomgomoc Lake",138.29,34171.05,"ME"
"85799","85799","010200010501","ME","Black Pond",120.08,29671.96,"ME"
"86068","86068","010200010502","ME","Umbazookus Lake",70.47,17413.34,"ME"
"86069","86069","010200010503","ME","Cuxabexis Lake",74.77,18474.88,"ME"
"86070","86070","010200010504","ME","Red Brook",36.72,9074.77,"ME"
"86071","86071","010200010505","ME","Ragged Lake",100.89,24929.76,"ME"
"86072","86072","010200010506","ME","Ragged Stream",56.08,13858.82,"ME"
"86073","86073","010200010507","ME","Harrington Lake",94.21,23280.35,"ME"
"86074","86074","010200010508","ME","Ripogenus Stream",61.61,15223.3,"ME"
"86075","86075","010200010509","ME","Chesuncook Lake",431.26,106567.58,"ME"
"86156","86156","010200010601","ME","Nesowadnehunk Lake",36.57,9036.78,"ME"
"86157","86157","010200010602","ME","Nesowadnehunk Stream",122.63,30302.2,"ME"
"86158","86158","010200010701","ME","Rainbow Lake",26.52,6554.1,"ME"
"86155","86155","010200010702","ME","Pollywog Pond",125.13,30921.07,"ME"
"23940","23940","010200010703","ME","Nahmakanta Lake",73.36,18126.5,"ME"
"23936","23936","010200010704","ME","Nahmakanta Stream",37.93,9373.24,"ME"
"86159","86159","010200010801","ME","Upper Jo-Mary Lake",65.06,16077,"ME"
"15580","15580","010200010802","ME","Crawford Pond",29.88,7383.32,"ME"
"86160","86160","010200010803","ME","Cooper Pond",39.36,9725.38,"ME"
"86161","86161","010200010804","ME","Mud Pond",32.84,8115.53,"ME"
"86162","86162","010200010805","ME","Jo-Mary Lake",51.58,12745.25,"ME"
"86163","86163","010200010901","ME","Katahdin Stream",39.96,9873.48,"ME"
"86164","86164","010200010902","ME","Abol Stream",30.56,7551.78,"ME"
"86165","86165","010200010903","ME","First Debsconeag Lake",64.8,16012.9,"ME"
"23937","23937","010200010904","ME","Middle West Branch Penobscot River",175.3,43317.84,"ME"
"86166","86166","010200010905","ME","Pemadumcook Lake",241,59552.64,"ME"
"86167","86167","010200010906","ME","Nollesemic Lake",49.46,12221.5,"ME"
"23938","23938","010200010907","ME","Lower West Branch Penobscot River",49.69,12277.74,"ME"
"86203","86203","010200011001","ME","Lower Togue Pond",33.41,8256.73,"ME"
"86204","86204","010200011002","ME","Sandy Stream",114.54,28302.66,"ME"
"83913","83913","010200011003","ME","Big Mud Brook",53.73,13277.73,"ME"
"86205","86205","010200011004","ME","Millinocket Lake",114.63,28324.72,"ME"
"83915","83915","010200011005","ME","Millinocket Stream",75.76,18719.9,"ME"
"83916","83916","010200011006","ME","Schoodic Stream",49.03,12116.55,"ME"
"23939","23939","010200011007","ME","Outlet West Branch Penobscot River",107.96,26676.55,"ME"
"83917","83917","010200020101","ME","East Branch Allagash Stream",39.14,9671.78,"ME"
"33645","33645","010200020102","ME","West Branch Allagash Stream-Allagash Lake",169.77,41949.93,"ME"
"23343","23343","010200020103","ME","Ellis Brook",62.23,15377.35,"ME"
"86206","86206","010200020104","ME","Mud Pond",46.47,11482.58,"ME"
"86207","86207","010200020105","ME","Chamberlain Lake",208.93,51627.99,"ME"
"23341","23341","010200020106","ME","Telos Lake",118.63,29313.6,"ME"
"86208","86208","010200020107","ME","Webster Lake",55.36,13679.17,"ME"
"86209","86209","010200020108","ME","Webster Brook",53.36,13186.11,"ME"
"23342","23342","010200020201","ME","Third Lake-East Branch Penobscot River",81.68,20183.29,"ME"
"23340","23340","010200020202","ME","Brayley Brook-East Branch Penobscot River",64.23,15870.93,"ME"
"86282","86282","010200020203","ME","Lower South Branch Pond",28.59,7065.43,"ME"
"86251","86251","010200020204","ME","Trout Brook",206.63,51058.84,"ME"
"86278","86278","010200020205","ME","Grand Lake Matagamon",140.77,34784.66,"ME"
"32270","32270","010200020301","ME","Bowlin Brook",53.11,13123.25,"ME"
"86252","86252","010200020302","ME","Haskell Deadwater-East Branch Penobscot River",60.91,15050.76,"ME"
"86253","86253","010200020303","ME","Big Spring Brook",45.16,11160.43,"ME"
"23344","23344","010200020304","ME","Lunksoos Lake-East Branch Penobscot River",71.51,17670.65,"ME"
"86254","86254","010200020401","ME","Grand Lake Seboeis",111.73,27609.23,"ME"
"86255","86255","010200020402","ME","Hay Brook",104.34,25782.14,"ME"
"86256","86256","010200020403","ME","Scraggly Brook",43.94,10858.67,"ME"
"24028","24028","010200020404","ME","Hay Lake",35,8647.98,"ME"
"86257","86257","010200020405","ME","Sawtelle Brook",81.96,20253.3,"ME"
"86258","86258","010200020406","ME","Upper Seboeis River",74.88,18502.58,"ME"
"32271","32271","010200020407","ME","Shin Brook",87.74,21681.01,"ME"
"32272","32272","010200020408","ME","Lower Seboeis River",156.28,38616.76,"ME"
"86259","86259","010200020501","ME","Katahdin Brook",48.15,11899.26,"ME"
"86260","86260","010200020502","ME","Wassataquoik Stream",245.6,60690.02,"ME"
"86261","86261","010200020503","ME","Soldier Brook",46.77,11557.02,"ME"
