"","huc10","states","name","areasqkm","areaacres"
"1","1016000606","SD","Foster Creek",626.92,154914
"2","0709000208","WI","Badfish Creek",219.54,54249
"3","1806000901","CA","San Antonio Creek",395.18,97651
"4","1805000409","CA","San Mateo Creek-Frontal San Francisco Bay Estuaries",343.22,84812
"5","1705010807","OR","Lower Cow Creek",447.93,110686
"6","1707030602","OR","Willow Creek",471.06,116401
"7","1704021404","ID","Lower Beaver Creek",511.79,126465
"8","1706010904","WA","Lower Rock Creek",701.52,173348
"9","1707010309","OR","Upper Butter Creek",836.36,206670
"10","1707030703","OR","Hay Creek",357.24,88277
"11","1712000811","OR","Shallow Lake-Slickey Lake",981.71,242585
"12","0410001106","OH","Lower Tymochtee Creek",337.06,83289
"13","1505030203","AZ","Tanque Verde Creek-Rillito River",824.51,203741
"14","1203010301","TX","Headwaters Elm Fork Trinity River",576.16,142373.1
"15","1113020105","OK,TX","Lake Nocona-Red River",907.02,224128.65
"16","2101000203","PR","Cano Tiburones Coastal Watershed",303.46,74987.47
"17","0207000508","VA","Naked Creek-South Fork Shenandoah River",577.42,142682.26
"18","0207000509","VA","Hawksbill Creek-South Fork Shenandoah River",564.17,139409.74
"19","2101000201","PR","Rio Cibuco Watershed",402.77,99526.86
"20","2101000202","PR","Rio Grande de Manati Watersheds",471.14,116421.97
"21","2101000205","PR","Quebrada Los Cedros to Rio Camuy Watersheds",745.77,184284.12
"22","2101000301","PR","Rio Culebrinas Watershed",333.19,82331.84
"23","2101000302","PR","Rio Grande de Anasco Watershed",543.65,134337.85
"24","2101000303","PR","Rio Yaguez Watershed",41.98,10374.41
"25","2101000304","PR","Rio Guanajibo Watershed",388.28,95947.1
"26","2101000401","PR","Quebrada Boqueron to Rio Loco Watersheds",435.02,107495.45
"27","2101000501","PR","Rio Maunabo to Rio Humacao Watersheds",283.5,70054.11
"28","2101000502","PR","Rio Anton Ruiz to Rio Fajardo Watersheds",313.35,77429.68
"29","1209030107","TX","Buckners Creek-Colorado River",1316.7,325363.78
"30","1210010201","TX","Headwaters Navidad River",858.45,212127.06
"31","0109000203","MA","Mattapoisett River-Buzzards Bay",1004.99,248338.29
"32","2101000503","PR","Rio Herrera to Las Cabezas de San Juan Coastal Watersheds",268.65,66383.77
"33","2101000504","PR","Rio Grande de Loiza Watershed",750.97,185569.47
"34","2101000507","PR","Rio de la Plata Watershed",624.72,154371.91
"35","2101000305","PR","Bahia de Mayaguez-Mona Passage",354.08,87494.69
"36","2101000206","PR","Puerto del Tortuguero-Atlantic Ocean",622.72,153877.8
"37","0509010202","WV","East Fork Twelvepole Creek",444.82,109917.59
"38","0509010203","WV","Twelvepole Creek",403.28,99653.44
"39","0208020801","VA","Nansemond River",581.38,143662.39
"40","1901010210","AK","Gravina Island-Frontal Clarence Strait",283.04,69941.63
"41","1901010201","AK","Princess Bay-Frontal Behm Canal",930.02,229813.18
"42","0109000207","MA","Nantucket Island",952.17,235285.41
"43","0109000205","MA,RI","Sakonnet Point-Frontal Rhode Island Sound",429.84,106216.49
"44","0109000202","MA","Cape Cod",3649.92,901914.48
"45","0109000108","MA","Neponset River",303.33,74954.01
"46","0109000109","MA","Hingham Bay",252.86,62483.96
"47","0109000104","MA","Saugus River",114.65,28331.82
"48","0505000208","WV","Brush Creek",191.36,47287.17
"49","0505000401","WV","Piney Creek",351.69,86905.48
"50","0509010201","WV","West Fork Twelvepole Creek",297.44,73498.83
"51","2102000102","VI","St. John",50.27,12422.1
"52","0208020603","VA","Upper Chippokes Creek-James River",294.08,72669.02
"53","0208020606","VA","Lower Chickahominy River",430.7,106429.37
"54","2102000201","VI","Northern St. Croix",89.46,22105.89
"55","2102000202","VI","Southern St. Croix",128.04,31638.38
"56","2102000203","VI","Christiansen Harbor-Caribbean Sea",651.84,161072.76
"57","0207000206","MD,PA","Evitts Creek",244.33,60375.16
"58","0208010301","VA","Thumb Run-Rappahannock River",320.37,79164.35
"59","0208010302","VA","Carter Run-Rappahannock River",342.79,84704.34
"60","0208010311","VA","Mine Run-Rapidan River",384.02,94892.91
"61","0208010501","VA","Poni River",429.05,106019.52
"62","0207000201","MD","Savage River",299.52,74013.68
"63","0208020607","VA","Powhatan Creek-James River",338.58,83665.35
"64","0207000203","MD","Georges Creek",192.01,47445.95
"65","0207000202","MD,WV","Stony River-North Branch Potomac River",755.68,186733.05
"66","0207000208","MD,WV","Trading Run-North Branch Potomac River",242.39,59896.62
"67","1901010202","AK","Neets Bay-Frontal Behm Canal",624.09,154216.61
"68","1901010309","AK","Shakan Bay-Frontal Sumner Strait",896.53,221538.06
"69","1901010304","AK","Skowl Arm-Frontal Kasaan Bay",414.7,102474.14
"70","1901010312","AK","Iphigenia Bay-Frontal Pacific Ocean",1342,331614.47
"71","1901010301","AK","Logjam Creek",341.7,84434.75
"72","1901010308","AK","Kendrick Bay-Frontal Clarence Strait",550.31,135983.4
"73","1901010204","AK","Carlanna Creek-Frontal Tongass Narrows",225.42,55701.78
"74","1901010314","AK","Bucareli Bay-Frontal Pacific Ocean",1098.29,271392.08
"75","1901010318","AK","Meares Passage-Frontal Pacific Ocean",2422.09,598510.21
"76","0208020609","VA","Pagan River-James River",561.41,138726.97
"77","1901010206","AK","Thorne Arm-Frontal Revillagigedo Channel",309.38,76449.19
"78","1901010311","AK","Davidson Inlet-Frontal Iphigeria Bay",1089.52,269225.64
"79","0901000321","CN","Graham Creek",605.96,149735.66
"80","0901000807","CN","Moose Mountain Creek",819.4,202478.61
"81","0901000311","CN","Auburnton Creek",444.48,109834.46
"82","0301020203","VA","Rattlesnake Swamp-Blackwater River",484.64,119756.12
"83","0809020302","LA","Bayou Sauvage-Frontal Chef Menteur Pass",171.31,42331.51
"84","0901000705","CN","Rinfret Brook",499.64,123462.85
"85","0901000313","CN","Upper Lightning Creek",279.1,68968.28
"86","0901000312","CN","Upper Antler River",628.03,155188.55
"87","0901000317","CN","Upper Gainsborough Creek",519.47,128364.91
"88","0208020803","VA","Hampton Roads",205.96,50894.87
"89","0809030107","LA","Barataria Pass-Gulf of Mexico",642.78,158835.22
"90","0305020604","SC","North Edisto River",506.33,125115.81
"91","0305020107","SC","Cooper River",932.2,230351.48
"92","0305020202","SC","Stono River",573.2,141639.89
"93","0305020603","SC","Edisto River",826.37,204200.71
"94","0305020711","SC","Coosaw River-Port Royal Sound",511.88,126487.9
"95","0901000322","CN","Jackson Creek",474.69,117299.09
"96","0301020202","VA","Cypress Swamp-Blackwater River",426.19,105314.26
"97","0505000201","VA","Kimberling Creek-Walker Creek",466.23,115208.64
"98","0505000202","VA","Little Walker Creek-Walker Creek",342.9,84733.22
"99","0106000101","ME","Sebago Lake",1141.69,282117.31
"100","0106000102","ME","Royal River",425.76,105207.69
"101","0106000103","ME","Presumpscot River",532.2,131510.16
"102","0507020106","KY,WV","Rockcastle Creek-Tug Fork",726.34,179482.87
"103","1901021001","AK","Big Creek-Frontal Frederick Sound",287.3,70993.57
"104","1901021011","AK","Duncan Canal-Frontal Sumner Strait",953.6,235639.04
