"","HUC_12","Pct_Land","Shape_Length","Shape_Area"
"1049","010600021102",97.0602232593867,70737.0334353113,107800193.452159
"1050","010600021103",97.2985001557702,56122.8968439734,101097412.694473
"1051","010600021104",97.6588141725756,65886.466407164,80357466.6419795
"1052","010600021105",96.9258665178883,81744.20891456,129042586.012329
"1053","010600021106",99.3265048407465,15900.8096221287,6415855.77564683
"1054","010600030101",98.5590915597118,43442.8583981942,56587284.8564563
"1055","010600030102",99.4445847008331,63247.5799845091,96238987.4298806
"1056","010600030103",97.2477064220184,5793.56674648438,193571.810112187
"1057","010600030104",0.725111441307578,20688.1770990449,15146667.2289764
"1058","010600030201",89.35101935966,58313.2194301383,77082061.2515107
"1059","010600030202",98.0885696098936,52680.1279175905,49471652.7253722
"1060","010600030203",96.6036327444638,45919.0164451184,50653620.0805373
"1061","010600030204",97.6147896973779,61645.4517628629,77506377.2375283
"1062","010600030205",98.5932822801315,46532.3242572199,49016610.7844349
"1063","010600030206",96,6504.3647034067,227537.68401947
"1064","010600030207",0.782653323069027,24211.0589516896,21037859.4462158
"1065","010600030301",99.4637126906677,67734.2900283283,61412099.6294654
"1066","010600030302",84.8,15977.8064777343,795009.088260989
"1067","010600030303",1.99041800123812,92789.6490032033,133735369.358254
"1068","010600030401",98.6498010233087,62443.6246330319,94980042.1542501
"1069","010600030402",99.5141896808621,79519.9276671719,129872619.843586
"1070","010600030501",95.6641147162474,53138.5709040882,74063811.6307951
"1071","010600030502",98.7820626440129,40249.2299441002,71083659.6421032
"1072","010600030503",86.1409526681493,48202.5787494423,71626066.0365542
"1073","010600030504",92.4476687070203,52036.8621753603,59551197.4084459
"1074","010600030505",99.896051884777,84877.9193088867,141125293.71402
"1075","010600030506",99.0361853229625,80806.7820468064,154357773.698198
"1076","010600030507",96.3065618151347,56647.3491083051,55843170.9849359
"1077","010600030601",98.3528535698965,52906.7524888576,111189384.834235
"1078","010600030602",95.4315934148018,31208.0728597164,30111016.8132006
"1079","010600030603",99.6518464182879,66069.3074045377,82222892.7346133
"1080","010600030604",86.73129578924,36511.1751770329,36481095.3523902
"1081","010600030605",99.0117018570338,49079.6944917663,70751630.3009913
"1082","010600030606",98.0048381011563,46470.0771886092,40544495.4200555
"1083","010600030607",97.4636618774348,40038.2357818978,42975401.0893127
"1084","010600030608",98.5892081982526,52370.4089857666,65519638.1229934
"1085","010600030701",99.5546648853262,61418.563231249,88939956.4419203
"1086","010600030702",98.626473072437,36275.1045424965,44739068.0265645
"1087","010600030703",92.9881116853434,45317.586650654,52770290.7633551
"1088","010600030704",98.2309006092432,86596.6044031658,105931235.033976
"1089","010600030705",98.4464662682484,42684.3170192451,60542569.498697
"1090","010600030706",99.5691865832393,33486.0305460559,35105725.4552808
"1091","010600030707",97.2600417097611,49529.0138830725,53082775.6752815
"1092","010600030708",99.5606435643564,66934.1012017954,58185384.3870843
"1093","010600030709",98.7296064077734,64227.3479342802,54810812.0068924
"1094","010600030801",98.9070804045946,57910.56870738,83993626.4783989
"1095","010600030802",99.0795364210702,37521.7138851711,43014579.7377034
"1096","010600030803",99.3838979648559,52290.2558362886,58286796.2319671
"1097","010600030804",99.4825530383136,43497.1948246669,39998804.8383168
"1098","010600030805",99.5946645715408,38492.2795007149,50390713.3986649
"1099","010600030806",96.9870077346949,36695.5022820924,53412006.6335433
"1100","010600030901",99.7542801206624,37065.6210438385,45047996.5226166
"1101","010600030902",97.8049637750995,62128.6053373511,79381804.9357411
"1102","010600030903",95.0459186291109,74495.0686201202,87693547.7340419
"1103","010600030904",68.0007215441044,49886.6720813346,74847216.4175099
"1104","010600031001",84.1609028030579,63899.6804646492,123614843.834954
"1105","010600031002",97.7404318471604,37599.3107631025,43059399.1326179
"1106","010600031003",98.9638088333031,47372.2956903817,59593555.2424492
"1107","010600031004",0.585604695965448,65667.7860521863,129416525.102412
"1108","010600031005",95.6475189054558,64513.2383910783,79868081.4320416
"1109","010600031101",99.8868075284091,50650.1095224888,81107699.2105341
"1110","010600031102",98.9265943312666,92265.1147790058,162580264.356783
"1111","010600031103",95.8365015104498,55782.7928150266,87593312.1618521
"1112","010600031104",97.1451419432227,30490.8769916665,11249413.3106912
"1113","010600031105",86.3855421686747,13502.0853042139,751871.897865596
"1114","010600031106",0.59851314796754,169898.88049483,391288907.496096
"1115","010700010101",99.9159204607559,35141.1833237386,42812618.8108782
"1116","010700010102",99.9473701522976,49332.526992634,82083478.4226141
"1117","010700010103",99.9865994854202,35385.032139506,67163574.2129338
"1118","010700010104",99.864543978327,56009.8254969835,110284132.286894
"1119","010700010201",99.7705541167318,48952.8907532936,91387930.72724
"1120","010700010202",99.9836679313551,41582.3222465511,71633287.839045
"1121","010700010203",98.9933913956847,35758.7689912611,41126934.7825963
"1122","010700010204",99.9424948392804,34608.2238709564,61047339.3174366
"1123","010700010205",99.7169661313404,58037.6350880682,113180044.139639
"1124","010700010206",99.5280056932351,59025.0441459904,86007616.7895761
"1125","010700010301",100,38074.6163462946,60263935.3520301
"1126","010700010302",99.7260834014718,55165.0074935014,88039972.875733
"1127","010700010303",98.2728666326009,50515.0125029194,70455174.9844181
"1128","010700010304",99.4183228308289,71052.2614110034,107681605.472863
"1129","010700010305",96.9759425748907,35255.2093057392,50650544.4385606
"1130","010700010306",99.9901891317382,54071.9215269382,82578512.4308855
"1131","010700010307",99.4830368444956,45429.1239395968,93130613.4927588
"1132","010700010401",99.9167346573827,67381.8737187434,161042921.944803
"1133","010700010402",99.2549604819543,55933.0748739706,81426822.6010229
"1134","010700010403",99.4348985466297,42754.1981143282,50960862.8759596
"1135","010700010404",98.5794320920656,37446.6672246177,56401605.356131
"1136","010700010501",74.0731365833208,57972.3803320456,113789516.733
"1137","010700010502",96.1680140826705,47332.2760630303,55212921.6628637
"1138","010700010601",99.6818433801731,45444.0700532598,74665535.7500781
"1139","010700010602",99.874513618677,44768.0565066327,92514717.9076681
"1140","010700010603",79.8373553449838,52739.4223784278,88426525.3096166
"1141","010700010701",99.2818306925258,58762.9174273788,119691925.840458
"1142","010700010702",99.6229380732219,62427.9517647313,107647410.389119
"1143","010700010801",96.5559666105619,50862.3945424434,105340559.770293
"1144","010700010802",97.8785464272502,44383.73558099,63248000.1711233
"1145","010700010803",98.1067817035472,54874.2056051827,103067492.322346
"1146","010700010804",93.1579115644084,48323.2285798996,56316311.6394866
"1147","010700020101",84.4286092906708,68277.8160139105,149418575.232778
"1148","010700020102",91.1930388256466,78850.629387514,130526034.644395
"1149","010700020103",95.4433159483942,60548.8856303668,127866438.534982
"1150","010700020104",79.5970865800218,59516.2299556569,120379791.297047
"1151","010700020105",56.7851816968841,51735.7797942897,80274167.9092114
"1152","010700020106",51.8941910716618,74942.8521007067,158468870.979259
"1153","010700020107",71.3245942571785,60981.0505358041,72087246.5773758
"1154","010700020108",85.4713082180893,33417.7834772834,33975318.1346492
"1155","010700020109",70.9509956362542,34501.3027511693,35882755.1913182
"1156","010700020110",87.6836304281074,41821.3715659094,55682184.0254635
"1157","010700020201",86.3441816965532,67639.5254262855,138570733.409245
"1158","010700020202",98.6739731095157,74244.011876721,155699574.261476
"1159","010700030101",95.1405108736021,71764.6834230319,109035366.907291
"1160","010700030102",96.270432046658,36845.6238500111,46915252.7281299
"1161","010700030103",91.7926689576174,60200.0540384541,78559626.79734
"1162","010700030104",99.2246758135698,61930.4323277597,112352027.554635
"1163","010700030105",97.3497363796134,32893.6492024082,38404868.6470093
"1164","010700030106",99.0123661714665,38715.4318855285,43374314.4911031
"1165","010700030107",94.5673371594138,40489.819327909,48472849.9876147
"1166","010700030108",98.6740115570361,54990.6286286757,96706636.3590839
"1167","010700030201",94.6127458085713,61270.4749219757,74501779.004393
"1168","010700030202",98.4206656223025,44583.3874980466,56296461.8786667
"1169","010700030203",97.6003057724887,58048.2501042698,87119112.0078425
"1170","010700030204",95.9431276010171,66086.0802669796,94516874.4601858
"1171","010700030301",98.9813289027496,53251.2999241612,66094348.4799166
"1172","010700030302",98.2241221993174,40183.9434447515,53273543.9802538
"1173","010700030303",98.1970042106716,56709.3467046782,65193099.287012
"1174","010700030401",97.3915884627253,35838.4485142709,49568797.6854607
"1175","010700030402",97.6026350380583,63206.2062075169,117766331.971196
"1176","010700030403",97.6471108229956,48653.4161318654,61095848.8526341
"1177","010700030404",98.5813106866133,71791.6282213109,155983113.074574
"1178","010700030501",99.4997065586546,51718.4082779525,93538806.2992811
"1179","010700030502",96.9373501511519,49342.1926851081,86333948.0861658
"1180","010700030503",98.7933645422046,69928.315793637,130133185.524455
"1181","010700030504",99.6753759101873,49783.1999900663,39941468.0854605
"1182","010700030601",96.0767196771296,55709.9126443995,71140987.6490583
"1183","010700030602",96.8678284566839,55790.4598650621,50191507.0109777
"1184","010700030603",97.9278265688234,48621.2889964527,53582439.8735871
"1185","010700040101",95.2873769608723,68460.1065423092,110256785.885912
"1186","010700040102",99.0070977917981,70040.6022349534,114106620.526933
"1187","010700040103",97.4751204952297,67749.8320790714,118209876.014674
"1188","010700040201",96.9004210129827,79022.1059366223,148146702.733385
"1189","010700040202",97.5721674550197,62451.572649403,101806770.062959
"1190","010700040203",80.84665602199,66700.7017108104,89056993.2996515
"1191","010700040204",99.6452525879114,39659.01291115,46436967.2559288
"1192","010700040205",96.014281676655,96097.9231434251,156022512.474288
"1193","010700040301",98.9567039979979,58774.6135515068,115080896.521027
"1194","010700040302",99.4473874307729,53166.8657232355,74766876.370823
"1195","010700040401",98.9142497568789,82723.0181533684,157335849.754292
"1196","010700040402",97.2578910163814,99551.2556782713,146412673.858099
"1197","010700050101",96.8086159450417,58115.1520685347,90940437.344042
"1198","010700050102",91.9061496058845,81417.1810834709,102536711.892087
"1199","010700050103",94.9337748344371,80553.9559804427,108738393.752673
"1200","010700050104",97.5802356864082,67194.4231807299,118739265.82242
"1201","010700050201",97.5695652173913,69105.9253386852,103485674.301433
"1202","010700050202",97.810610493466,76679.6003084777,129204904.97705
"1203","010700050203",97.6510117003404,63435.4752252394,121098128.004776
"1204","010700050204",98.5449245079536,109344.368877368,106793846.997914
"1205","010700050205",98.6034603149973,52109.8274488997,69608840.2065055
"1206","010700050206",96.2400479591086,82969.2754911603,85556212.0136395
"1207","010700060101",98.8665391292809,48514.7992699349,81388324.6121992
"1208","010700060102",98.210960820436,55219.0185644827,91355740.9264907
"1209","010700060201",98.2412499357558,48326.4058158327,87558170.7859373
"1210","010700060202",99.5098863609062,89978.597267306,149820319.161248
"1211","010700060301",98.2163226257497,54754.688554505,97833028.4574556
"1212","010700060302",95.4221672969518,103799.347360725,169715006.015176
"1213","010700060401",94.6153657399455,78595.7650790558,183387422.419072
"1214","010700060402",99.1185628742515,43707.1131231507,75155630.1962856
"1215","010700060501",98.3442655922559,58826.454045662,138727441.405129
"1216","010700060502",92.9864787992824,59655.0280736273,102825953.651063
"1217","010700060503",99.3299303327071,77326.9265286015,162371493.282187
"1218","010700060601",95.5397364553974,48392.1038793481,74721711.6734419
"1219","010700060602",98.9993087680119,59629.5487240674,84608805.0373241
"1220","010700060603",98.754835589942,30470.0748189508,37231052.7045907
"1221","010700060604",98.7468839031339,49333.3228761556,80874165.3701312
"1222","010700060605",98.4322640397407,56383.9221972006,106906705.231786
"1223","010700060606",99.7770837701535,64279.5174725863,81561621.9071702
"1224","010700060607",98.1703862621084,66871.2091133742,96907424.7124571
"1225","010700060701",98.5655253837072,58353.0366217006,76222320.7623805
"1226","010700060702",80.6940164743319,44165.822483792,44696508.1489899
"1227","010700060703",99.2470900028611,61713.1461437955,59778906.0667886
"1228","010700060801",99.0325168719619,55823.2326600254,57210047.3702407
"1229","010700060802",96.9351941867554,64814.950176491,109256712.770495
"1230","010700060803",97.7362165600032,47197.8268766287,45265212.4691426
"1231","010700060804",97.7780842700503,48657.6502025663,65245515.1792185
"1232","010700060901",97.5743431986139,45930.62232658,76350081.3274357
"1233","010700060902",99.0070962572966,53056.9569532219,94366659.0626528
"1234","010700060903",99.167589841283,46844.6230318289,86934017.0967285
"1235","010700060904",99.3785310734463,48025.2710751089,46193193.9632588
"1236","010700060905",98.7087670533511,65968.306193822,126920890.625431
"1237","010700060906",99.5306235535708,90678.377962032,138072000.771762
"1238","010700061001",97.5964446639096,56595.9207557152,72878397.6959489
"1239","010700061002",96.6394177739751,59824.7367586765,87317558.6955844
"1240","010700061101",93.1728367022485,48153.8868116677,59438963.1633872
"1241","010700061102",97.6114316841592,92547.0319537766,142083313.380295
"1242","010700061201",96.507837618343,74887.6991355723,80906356.4586301
"1243","010700061202",96.8627330716389,76182.3174765356,117391956.770446
"1244","010700061203",99.1868215577985,92410.8131680441,141771643.814094
"1245","010700061204",95.1151729926327,43663.3328442987,48246655.9135119
"1246","010700061205",97.0007623805739,37427.7630078969,55476677.5539305
"1247","010700061206",95.179320546085,98694.0788520472,148468749.270241
"1248","010700061207",94.8682320905683,70284.6931937554,96518602.3986754
"1249","010700061301",99.8590887740723,53939.0359469417,70885907.3188389
"1250","010700061302",99.2214097218025,62856.3521075978,89351974.8605791
"1251","010700061303",97.9128991766483,39810.5381530541,42291769.9333181
"1252","010700061401",99.7256515775034,56941.4008008114,75461108.2391657
"1253","010700061402",92.4334801238684,72860.8896533011,121176518.721158
"1254","010700061403",94.6594490726095,87620.6709159153,153643710.886304
"1255","010700061404",86.2768284347232,91238.9617275398,131654124.305167
"1256","010801010101",96.0442631618702,54639.2693283233,119138937.972239
"1257","010801010102",87.2340226705666,49484.3729205024,96303608.0404091
"1258","010801010103",99.8896598794221,59461.9868083947,79114924.2136316
"1259","010801010104",95.1284717973816,64616.6795957571,147132276.326919
"1260","010801010201",99.0907828242358,45174.944273116,84245818.7745425
"1261","010801010202",99.9127164093151,64923.3504818619,100024545.647597
"1262","010801010203",97.3572296476306,49177.7715599972,56299932.8875333
"1263","010801010301",99.8001063949833,37024.466510152,55822158.8187821
"1264","010801010303",99.6468321917808,84047.6424500385,50430201.4994149
"1265","010801010304",98.3323282942754,42737.1573685752,43269635.3889816
"1266","010801010305",99.8095842589654,59351.2824182007,138972739.423041
"1267","010801010401",99.6747743130839,47000.0703074404,91305871.5108459
"1268","010801010402",99.937828242339,37459.183415684,55015456.2638996
"1269","010801010403",99.7594576864203,48738.996066696,86430876.2784905
"1270","010801010404",99.656928994698,49722.9414977469,86561723.7520874
"1271","010801010405",99.7111486192556,54003.8258638373,103462100.537245
"1272","010801010501",99.5786703297338,74182.3854465792,155938117.768357
"1273","010801010502",100,53725.2609935026,89932826.0848554
"1274","010801010503",99.7510745864683,80297.1121793099,128368802.352481
"1275","010801010601",97.6063135924863,67636.9011792356,137990515.714733
"1276","010801010602",99.805095171613,38808.5191803136,65094740.9037149
"1277","010801010603",98.3242822905512,89230.6690015377,141183321.769651
"1278","010801010701",99.82601955837,49915.0119845126,109167722.529232
"1279","010801010702",99.9877300613497,39967.6977348423,51344511.7135984
"1280","010801010703",98.5645254998654,43816.4579267655,63509457.2631058
"1281","010801010704",99.7456179577594,69226.7498866265,122778543.29225
"1282","010801010705",99.9891060417892,30028.1873534972,41296423.4505902
"1283","010801010706",99.5421921379549,59647.1290317571,114611874.743052
"1284","010801010707",98.9686601529413,77388.4587514319,150882728.886476
"1285","010801010801",100,32366.9155914204,52627437.0940128
"1286","010801010802",99.8943259505273,35713.6712625836,41737968.7305975
"1287","010801010803",99.8576700052715,40730.5347968534,51220021.6138144
"1288","010801010804",100,35487.1491984514,51295433.2748116
"1289","010801010805",99.9833249958313,39756.6267781659,64770140.6053258
"1290","010801010806",99.9659800828849,53547.6235075254,87306716.3043912
"1291","010801010901",99.9041480287834,43230.6254725479,64803575.7907365
"1292","010801010902",98.6167871738447,56659.7229609705,94474696.0242262
"1293","010801010903",98.3986732640966,56664.8501413467,132421511.368972
"1294","010801020101",98.3869645755127,38464.9240264332,54915790.319315
"1295","010801020102",99.9678590003565,84322.9934551529,154002910.785616
"1296","010801020103",100,41012.7223981324,59965680.6812693
"1297","010801020104",99.3277745459246,65491.0838146802,111361341.316939
"1298","010801020201",99.7249793217535,31651.4819532812,43517812.7544572
"1299","010801020202",99.9624564836515,74626.7728352209,158208683.779512
"1300","010801020203",99.4577976899222,63114.3256001865,133792782.834092
"1301","010801020301",99.8533194927111,57285.8451192362,119625261.550551
"1302","010801020302",99.6689460902073,97632.3283825829,136749746.706797
"1303","010801020401",99.9790688634393,57517.6931342018,120414926.758878
"1304","010801020402",98.147053025823,83307.0363463497,136966062.313421
"1305","010801020403",99.1392711452389,75546.7788971829,86256426.5155346
"1306","010801030101",97.3616784255477,40278.8233134829,48487904.7288097
"1307","010801030102",99.0930084260446,72455.36333635,145351662.19721
"1308","010801030201",98.2001868370299,62685.281591153,119451949.714224
"1309","010801030202",89.4844372326302,60225.1378614071,122021215.588836
"1310","010801030203",94.8730727301043,47144.3178442765,86680647.1580194
"1311","010801030204",98.0467049871681,61646.6383119154,119942405.126263
"1312","010801030205",95.939537114336,44322.1219870153,50674042.6814399
"1313","010801030206",97.1582495825588,55946.1173047406,85701814.2950163
"1314","010801030301",100,39587.7039649078,54004920.2119498
"1315","010801030302",99.7394990139228,39228.6329090972,61149021.2183732
"1316","010801030303",99.9944747107511,44150.6721565887,81450118.9540517
"1317","010801030304",99.4314904836451,34489.1632974608,43703845.0411667
"1318","010801030401",99.9865824457105,44453.9339950914,87191897.0780967
"1319","010801030402",100,59302.5316814062,133440879.664823
"1320","010801030403",99.9394831146024,70086.500190897,151704614.225095
"1321","010801030501",99.7379973279198,42100.6455753603,51853493.4275145
"1322","010801030502",98.2009153237826,42714.5221870337,51322328.4821876
"1323","010801030503",99.4174802255961,46076.7925478273,77723299.5566012
"1324","010801030504",99.9409657995199,39753.1589514944,68604139.1768938
"1325","010801030505",99.2549295331242,57803.9569022023,85748989.7897624
"1326","010801030506",99.6060765983112,60110.7771329658,95493802.4194579
"1327","010801030601",97.3980658332452,59567.7424030055,110646699.324623
"1328","010801030602",99.7377152215823,81055.1157229176,148915806.224613
"1329","010801030701",99.7280067268999,62206.1532066408,104900644.228109
"1330","010801030702",99.2269151420345,47500.4257708665,79391757.701945
"1331","010801030703",97.0054787335833,79718.941136568,126993239.326509
"1332","010801040101",99.9193988099471,44367.331512988,75928534.730037
"1333","010801040102",99.9637851091493,82292.8813983806,151605729.383519
"1334","010801040103",99.9868669076975,60490.1884606051,116503012.555676
"1335","010801040104",99.9315599762741,39187.8310175711,59162346.3644431
"1336","010801040201",95.9223786124761,42846.3902228989,54013429.7773561
"1337","010801040202",99.8769309659637,43161.2312523049,70208756.8530133
"1338","010801040203",98.4865061998541,39782.6368357174,49339059.7040694
"1339","010801040204",99.5158469479162,38946.3664724323,42216542.6475079
"1340","010801040205",95.0899304961947,100524.302211068,152681588.139043
"1341","010801040301",96.4880129283775,39154.339931356,54030182.1645911
"1342","010801040302",99.7423188154546,68436.0259731126,114201855.473439
"1343","010801040303",99.7445179012058,64072.5574589933,154651709.553085
"1344","010801040304",99.0291813330306,31657.8308077445,31709027.8964353
"1345","010801040401",99.6315373914351,45258.7924438291,47862438.1635016
"1346","010801040402",97.1197786456206,93813.8349559635,165246904.524437
"1347","010801050101",99.9627321603128,57960.6780876818,147305398.3169
"1348","010801050102",99.9630705993802,47235.259013365,112109538.128389
"1349","010801050103",99.8954429198771,57328.7749898313,111914311.650587
"1350","010801050104",99.8470582612436,57400.8406000952,131811447.821299
"1351","010801050105",99.4554496707693,41075.7018118448,64789468.3774484
"1352","010801050106",99.7280605031557,77159.8280334883,133034752.773718
"1353","010801050201",99.9439782125167,68892.8795733208,162265295.684756
"1354","010801050202",99.9822474702645,48427.3197775181,96303833.0459409
"1355","010801050203",99.9775314559617,48506.7478787001,96129090.0790623
"1356","010801050301",99.4208529758397,49182.9718994706,97754916.5933114
"1357","010801050302",99.9647141848977,52782.1437454689,94378371.4131337
"1358","010801050401",99.9822247897526,63609.8167222048,162010476.324433
"1359","010801050402",99.9768531913662,51744.4432804378,108862886.995529
"1360","010801050501",98.7579076687435,63138.3337181656,112830220.844668
"1361","010801050502",99.0318558540938,65175.3102148008,147253338.254854
"1362","010801050503",98.2424309575912,46821.641319306,64982560.5788535
"1363","010801060101",96.5278214068815,58424.9797006339,85934327.0588884
"1364","010801060102",99.395374929876,65671.1520668294,115534590.093764
"1365","010801060103",95.3213162230988,39977.7709807701,54074715.9934119
"1366","010801060104",93.4956923138144,40058.6542427568,45231685.4164201
"1367","010801060105",94.5400770658979,75112.0073595721,96465744.9238659
"1368","010801060106",99.9182724308475,58389.8837621614,106810772.182407
"1369","010801060201",99.1750493560214,62251.0655210597,114874788.722312
"1370","010801060202",99.9911186672926,38282.6088848595,70932310.4411049
"1371","010801060203",99.8788050695582,39089.0216034078,69807504.4286391
"1372","010801060204",99.891453010008,37697.6122505028,41455639.884328
"1373","010801060205",99.8765968949428,56112.3906979198,76583645.797718
"1374","010801060206",99.6721727160762,52410.7862698463,99370193.2023818
"1375","010801060207",98.4373264526712,55416.6083440971,105330594.413059
"1376","010801060301",99.915218833706,52863.835464904,73246292.8327211
"1377","010801060302",97.3574579845523,98471.9343068628,139142600.37865
"1378","010801060303",99.743551624173,48118.7450228486,72644669.2744074
"1379","010801060304",99.7494516816397,64378.8081896683,115312908.170385
"1380","010801060305",97.7023725072909,70379.2491691122,91365893.2232699
"1381","010801060401",82.1569483875664,68130.2783887341,123639371.741359
"1382","010801060402",99.080154731918,57133.7992490862,120074236.62517
"1383","010801060403",97.3295985060691,72622.362161559,125317848.077443
"1384","010801060404",98.8825323788297,45770.3394794139,87617797.2936842
"1385","010801060405",98.0131627964734,57062.639812534,79720224.0842674
"1386","010801060406",99.5703100630108,55389.5360755054,115399615.393591
"1387","010801060407",99.5406814669305,53436.4568848151,62300819.3667967
"1388","010801060501",97.5031896796144,64305.6083160712,101577478.610102
"1389","010801060502",99.843741368289,55945.7973100137,114043488.044313
"1390","010801060503",99.886663050217,56676.8044491452,92903158.0649509
"1391","010801060504",99.3253869263891,60741.9580844805,82975224.2646593
"1392","010801060505",99.3641417878683,65852.8959974192,137435500.461827
"1393","010801060601",99.9514288941602,57072.130094677,79676688.997297
"1394","010801060602",99.9377235795907,56334.505849631,124279449.180235
"1395","010801060603",99.5099468046346,58059.4425809042,98820729.8831217
"1396","010801060701",99.8170668568865,50598.0077384197,78234352.0692507
"1397","010801060702",96.641975988545,71774.1376147759,130725757.528741
"1398","010801060703",94.4220513753387,65158.7837896515,94017532.4574923
"1399","010801070101",99.8518281206199,56460.7666760237,112371359.468973
"1400","010801070102",99.8283063576851,62120.7506280526,89619265.6209824
"1401","010801070201",99.0158666398875,49643.0888999914,76170721.2754432
"1402","010801070202",99.6599566226717,49940.2810428977,82584094.5477302
"1403","010801070203",99.0009153239038,75737.9901927329,104201999.593836
"1404","010801070301",99.7563925657144,57750.5810609945,105671957.689652
"1405","010801070302",99.7724873045402,46547.55850458,71598484.7466957
"1406","010801070303",99.1618648507072,61207.3635444622,84175579.6826632
"1407","010801070304",99.1728123216012,66765.8363236614,154518501.018951
"1408","010801070305",98.9004153540542,38968.6941626392,44858223.3166095
"1409","010801070306",99.8460362073241,43637.6983144886,87107137.3327225
"1410","010801070307",99.7978940560642,40700.6904807899,44525408.2991797
"1411","010801070401",99.9782915445566,48922.9834143412,91206933.2073368
"1412","010801070402",99.2140619617206,64184.574440647,112348652.76783
"1413","010801070403",99.8539182884878,31901.1967547394,38193341.8512925
"1414","010801070404",99.2628600118673,37514.0368112918,39428054.69023
"1415","010801070405",99.9167541351479,63842.5424823535,149185432.374058
"1416","010801070406",96.9468509896066,49984.333220286,62435042.2497019
"1417","010801070501",97.4421523256726,66815.341267084,114757599.795948
"1418","010801070502",98.5277770483768,77585.2754463864,102827038.026229
"1419","010801070503",94.9413769798125,39024.4784861508,61262987.3334469
"1420","010801070504",99.9650464227198,33139.5573541069,41204883.850984
"1421","010801070505",97.5761479825442,71943.6676538313,142514533.172419
"1422","010801070506",99.6240222054,49675.7656532451,71341767.7281231
"1423","010801070507",95.2722840404199,67145.6597658852,114453349.177015
"1424","010802010101",94.2335988970929,49020.2197749797,67875980.8801931
"1425","010802010102",98.6514683819345,37084.0472086964,52189222.7186605
"1426","010802010103",99.0807678769664,48292.9614830901,66476787.2301713
"1427","010802010104",98.3229460441257,45440.2543960937,77554310.7468106
"1428","010802010201",97.6964017380619,55025.594154689,121598158.876784
"1429","010802010202",95.9218001413724,84397.0756266693,137508489.1866
"1430","010802010301",99.2457385677725,65643.757876761,93193351.495761
"1431","010802010302",99.2028248064884,47840.1329235139,58358233.0658853
"1432","010802010303",98.935030692539,65607.8827910676,131076921.568884
"1433","010802010401",99.1546559962705,63106.1318373485,115825920.508005
"1434","010802010402",99.6767035693835,51635.5263413131,75441087.8981094
"1435","010802010403",98.5370059700653,60659.2710809316,96025199.3345891
"1436","010802010501",96.2099861187061,67769.7578634707,149770665.734888
"1437","010802010502",99.7218839009139,72308.4902416227,93867479.7895518
"1438","010802010503",92.7346538811507,71740.2664876571,77135435.2876998
"1439","010802010601",98.7540192926045,53296.3940011548,82847667.6383857
"1440","010802010602",94.6565274712468,77185.5242849082,123556507.852883
"1441","010802010603",99.3351775326435,64307.2215097926,79052767.1147526
"1442","010802010604",99.1712922594869,81808.3429157152,126959883.822302
"1443","010802010605",99.7306221758776,69775.8390998447,145001424.827806
"1444","010802010606",99.0819320824557,80773.9812097331,147847085.832802
"1445","010802010607",99.489607575636,42271.2925966571,56072771.6920719
"1446","010802010608",98.0762240036734,66014.2904942586,94094903.1210447
"1447","010802010609",99.301661199873,53842.5506332453,68042504.0480167
"1448","010802010610",86.5247710696036,54905.8127938124,61826755.6521724
"1449","010802010701",99.0722376481996,57913.5881447584,81665445.3144904
"1450","010802010702",94.5957947428519,89125.3994140217,156073647.262452
"1451","010802020101",92.9561579043114,52937.9920433034,74212933.2478958
"1452","010802020102",99.0797138854067,60152.242043884,61021078.3629767
"1453","010802020103",95.5010154357744,88926.3661554554,156443858.468214
"1454","010802020201",97.5169147496617,70159.4385902545,159631412.96878
"1455","010802020202",97.3352477047302,58794.5523387127,68332145.5320908
"1456","010802020203",97.7412852738914,74384.4671248293,121453384.038146
"1457","010802020204",98.8441053148491,68718.1018760947,95293981.3235601
"1458","010802020205",98.0398524476864,78073.6736945514,108083738.251726
"1459","010802020206",98.8060134383913,61774.9311330049,74479878.4671925
"1460","010802020207",99.3332928655255,55953.7440727009,88960630.7961012
"1461","010802030101",99.6589123783799,62049.428799178,130624985.879442
"1462","010802030102",92.8321990982596,61039.5573922401,95586434.6363459
"1463","010802030103",99.3045758782915,55534.1554482669,144810925.035822
"1464","010802030104",99.471756813689,51038.3652816832,83303095.2116882
"1465","010802030105",93.8983978708163,74421.0684833613,154545676.35849
"1466","010802030201",98.3333068020822,53670.8673055533,113085303.22123
"1467","010802030202",99.4434626066148,49716.3916323531,81978894.5714189
"1468","010802030203",99.4816888619855,47377.5192750927,71351341.4803051
"1469","010802030204",99.9591803412523,43917.1818257414,55120424.2535032
"1470","010802030205",99.0343282217006,61330.5170587279,118098384.699547
"1471","010802030301",99.7804384810452,66361.513141512,140205042.92393
"1472","010802030302",99.8655733297486,60731.8412831068,100418897.856419
"1473","010802030401",99.5580151537661,56286.408059953,96904519.9900587
"1474","010802030402",99.9539972398344,70561.7469654812,134988713.300503
"1475","010802030501",99.6762727765225,53248.7859917499,68113673.3079479
"1476","010802030502",98.2451859391776,80572.7805959458,129092662.567659
"1477","010802040101",96.5197894326379,32616.9374703544,27688292.7466831
"1478","010802040102",97.4645958876303,70633.5236116089,113063545.933978
"1479","010802040103",99.9483409497318,28729.9246425748,22647319.1423272
"1480","010802040104",61.0583458952567,88189.061191488,194637937.847535
"1481","010802040105",99.5181589356347,49421.3092576568,50065300.0943484
