"","HUC_12","Pct_Land","Shape_Length","Shape_Area"
"203","010100070703",96.4666980650732,54368.068580148,91740015.3258859
"204","010100080101",99.2040784898565,57275.9394024438,111015820.840017
"205","010100080102",97.1419795745988,79019.2044971298,175831104.292076
"206","010100080401",99.9593165174939,23572.8449177792,11058343.3326854
"207","010100080403",99.987602009933,59739.7434306752,123431817.307863
"208","010100080404",99.2788510370325,34974.8240027288,44307972.6924472
"209","010100080405",93.5271725925326,88632.2249926531,55541499.845977
"210","010100080406",99.9896067452223,51191.1054466775,69276842.3995052
"211","010100080407",99.0139994314952,60374.8527101926,101308158.597168
"212","010100080408",92.1153525587598,60314.7503677472,32397626.5395664
"213","010100080503",96.016453552991,49757.3666053865,86637689.0730171
"214","010100080504",95.3706957132818,30987.1142326215,30737989.2625026
"215","010100081107",95.4602611639529,51412.5530647374,55820678.527515
"216","010100081108",96.8182185253977,44441.0338191108,55716070.9500089
"217","010100090601",97.0264812407512,73445.9020317853,110085983.722695
"218","010100090603",99.8647875882488,79589.94655891,168398489.111928
"219","010100090604",89.8973954222573,32246.0655373234,28509077.4513948
"220","010100090605",99.9498010407101,49491.6785329722,73503547.9082418
"221","010100090607",96.2248446037564,53907.9274205182,67038792.0067042
"222","010100090608",99.7335495829472,20846.8454050096,15528889.9471076
"223","010100100101",99.8226567929638,39624.6578437263,37549476.09659
"224","010100100102",99.9077297319968,28712.3510200668,21467125.23112
"225","010100100201",98.9309343230595,57960.1347670781,89228485.9802549
"226","010100100202",99.7900374281107,47751.1195972478,88722356.9130815
"227","010100100203",99.8840139183298,37107.2506040949,45000060.6202487
"228","010100100204",99.8088472347042,49547.3861370388,63093075.0781879
"229","010100100205",99.8500403737455,70832.9286663469,101434576.763624
"230","010100100206",99.6080352768251,39686.6130311175,44089408.1115293
"231","010100100207",99.529544599172,14016.3240949665,4781913.97015045
"232","010100110103",99.9807180594655,46361.5700559388,46688009.0773628
"233","010200010101",99.8396303862235,45537.324064539,47134852.4638369
"234","010200010102",100,37116.5723634627,46433860.6498534
"235","010200010103",100,48783.1001116684,96567593.6005319
"236","010200010104",95.4040957977966,70439.0703638083,109970908.252371
"237","010200010105",99.6545050720214,65664.5232973194,69293923.12995
"238","010200010106",99.5957972692638,119287.582697683,294585247.13072
"239","010200010201",99.3740324426196,49189.7857042033,93589504.4995898
"240","010200010202",88.3459702330806,39347.5552929635,41669442.2505485
"241","010200010203",98.8557365403156,34713.9232614603,35469061.3884529
"242","010200010204",98.4687325305574,80823.8537278893,119148793.740714
"243","010200010205",99.4126461925349,46549.7866664013,52258660.3765564
"244","010200010206",99.060470151562,32904.1334426547,46566080.94052
"245","010200010207",95.2595341891135,55107.0258877693,81969482.8795431
"246","010200010208",100,33140.9473452907,33528036.4423225
"247","010200010209",99.784432533209,36069.8566510575,46354425.134791
"248","010200010210",92.5267405367322,85643.4285638334,140491615.307762
"249","010200010301",98.3014604038588,54284.5229653418,74068029.4551188
"250","010200010302",98.9684584184142,82547.2019080803,161755768.013477
"251","010200010303",99.6485253345558,33123.5992291191,41231421.8688425
"252","010200010304",99.4370898393302,30551.0168352643,31825167.2641125
"253","010200010305",85.7474651182945,56736.0272532131,103855033.248865
"254","010200010306",99.97784073822,38213.5133759445,56847392.8025094
"255","010200010307",98.2899763507368,68753.8482699909,113792373.609703
"256","010200010308",98.5148302021003,144346.927158897,230299004.586
"257","010200010401",95.7360092358285,64461.5241621936,154339480.933086
"258","010200010402",99.9916623588854,38356.6171812157,53974657.8253379
"259","010200010403",90.4517414164498,78786.6728183144,116589454.965583
"260","010200010404",86.005754813621,81753.294847779,137928087.812743
"261","010200010501",98.7663388895551,58009.8679319708,120078144.223367
"262","010200010502",86.9736708603896,44799.5874016575,70948624.6178682
"263","010200010503",96.8997369547929,54835.5863878794,73552991.0778297
"264","010200010504",100,34806.9442950659,37460267.8774032
