"","huc16","states","name"
"69","0207001003010123","VA","0207001003010123"
"70","0207001003010850","VA","0207001003010850"
"71","0207001003010302","VA","0207001003010302"
"72","0207001003010303","VA","0207001003010303"
"73","0207001003010305","VA","0207001003010305"
"74","0207000810053825","VA","0207000810053825"
"75","0207001003010306","VA","0207001003010306"
"76","0207000810050706","VA","0207000810050706"
"77","0207001003010307","VA","0207001003010307"
"78","0207001003010308","VA","0207001003010308"
"79","0207001003010309","VA","0207001003010309"
"80","0207001003011427","DC,MD","0207001003011427"
"81","0207001003010852","VA","0207001003010852"
"82","0207001003011001","VA","0207001003011001"
"83","0207001003011002","VA","0207001003011002"
"84","0207001003010851","VA","0207001003010851"
"85","0207001001022408","DC","0207001001022408"
"86","0207000810056004","MD","0207000810056004"
"87","0207000810050443","VA","0207000810050443"
"88","0207000810056014","MD","0207000810056014"
"89","0207001001022326","DC","0207001001022326"
"90","0207000810053824","VA","0207000810053824"
"91","0207000810050707","VA","0207000810050707"
"92","0207001001031917","DC","0207001001031917"
"93","0207000810050701","VA","0207000810050701"
"94","0207000810053827","VA","0207000810053827"
"95","0207000810051218","VA","0207000810051218"
"96","0207000810053828","VA","0207000810053828"
"97","0207000810050702","VA","0207000810050702"
"98","0207000810051219","VA","0207000810051219"
"99","0207001001031918","DC","0207001001031918"
"100","0207000810051220","VA","0207000810051220"
"101","0207000810056006","MD","0207000810056006"
"102","0207000810050703","VA","0207000810050703"
"103","0207000810050704","VA","0207000810050704"
"104","0207000810056007","MD","0207000810056007"
"105","0207000810050705","VA","0207000810050705"
"106","0207000810053826","VA","0207000810053826"
"107","0207000810055925","MD","0207000810055925"
"108","0207000810051120","VA","0207000810051120"
"109","0207000810055926","DC,MD","0207000810055926"
"110","0207000810050611","VA","0207000810050611"
"111","0207000810056005","MD","0207000810056005"
"112","0207000810052719","VA","0207000810052719"
"113","0207000810056008","MD","0207000810056008"
"114","0207000810053823","VA","0207000810053823"
"115","0207001001023753","DC","0207001001023753"
"116","0207000810056009","MD","0207000810056009"
"117","0207000810050711","VA","0207000810050711"
"118","0207000810056010","MD","0207000810056010"
"119","0207000810053822","VA","0207000810053822"
"120","0207001001023754","DC","0207001001023754"
"121","0207001001023755","DC","0207001001023755"
"122","0207000810055927","MD","0207000810055927"
"123","0207000810052637","VA","0207000810052637"
"124","0207000810056001","MD","0207000810056001"
"125","0207000810052638","VA","0207000810052638"
"126","0207001001031610","DC","0207001001031610"
"127","0207000810056002","MD","0207000810056002"
"128","0207000810056012","MD","0207000810056012"
"129","0207000810056013","MD","0207000810056013"
"130","0207001001020609","MD","0207001001020609"
"131","0207000810056003","MD","0207000810056003"
"132","0207000810050318","VA","0207000810050318"
"133","0207000810056011","MD","0207000810056011"
"134","0207001001031611","DC","0207001001031611"
"135","0207001001020610","MD","0207001001020610"
"136","0207000810051221","VA","0207000810051221"
"137","0207001001020611","MD","0207001001020611"
"138","0207000810056015","MD","0207000810056015"
"139","0207001001020608","MD","0207001001020608"
"140","0207001002010432","MD","0207001002010432"
"141","0207001002010433","MD","0207001002010433"
"142","0207000810050218","VA","0207000810050218"
"143","0207001002010434","MD","0207001002010434"
"144","0207001002010436","MD","0207001002010436"
"145","0207001002010435","MD","0207001002010435"
"146","0207000810055071","VA","0207000810055071"
"147","0207001002010437","MD","0207001002010437"
"148","0207000810051008","VA","0207000810051008"
"149","0207001002010438","MD","0207001002010438"
"150","0207000810051110","VA","0207000810051110"
"151","0207001002010439","MD","0207001002010439"
"152","0207001002010417","MD","0207001002010417"
"153","0207001002010440","MD","0207001002010440"
"154","0207001001022819","DC","0207001001022819"
"155","0207001001023717","DC","0207001001023717"
"156","0207001002010415","MD","0207001002010415"
"157","0207001002010416","MD","0207001002010416"
"158","0207000810052612","VA","0207000810052612"
"159","0207001002010418","MD","0207001002010418"
"160","0207001002010419","MD","0207001002010419"
"161","0207001002040901","MD","0207001002040901"
"162","0207000810053802","VA","0207000810053802"
"163","0207001002040902","MD","0207001002040902"
"164","0207001001023721","DC","0207001001023721"
"165","0207001001023756","DC","0207001001023756"
"166","0207001001022817","DC","0207001001022817"
"167","0207001001022818","DC","0207001001022818"
"168","0207001001023722","DC","0207001001023722"
"169","0207001001023757","DC","0207001001023757"
"170","0207001002010405","MD","0207001002010405"
"171","0207000810054832","MD","0207000810054832"
"172","0207001002010406","MD","0207001002010406"
"173","0207001002040886","MD","0207001002040886"
"174","0207001001022821","DC","0207001001022821"
"175","0207001002010420","MD","0207001002010420"
"176","0207001001032438","DC","0207001001032438"
"177","0207001002010421","MD","0207001002010421"
"178","0207001001022820","DC","0207001001022820"
"179","0207001002010407","MD","0207001002010407"
"180","0207000810050419","VA","0207000810050419"
"181","0207001002010408","MD","0207001002010408"
"182","0207000810051114","VA","0207000810051114"
"183","0207001002010409","MD","0207001002010409"
"184","0207000810053002","VA","0207000810053002"
"185","0207001002010410","MD","0207001002010410"
"186","0207000810050924","VA","0207000810050924"
"187","0207001002010422","MD","0207001002010422"
"188","0207001002010423","MD","0207001002010423"
"189","0207001002010424","MD","0207001002010424"
"190","0207000810050925","VA","0207000810050925"
"191","0207001001022356","DC","0207001001022356"
"192","0207001002010425","MD","0207001002010425"
"193","0207001002010426","MD","0207001002010426"
"194","0207001002010427","MD","0207001002010427"
"195","0207001002010428","MD","0207001002010428"
"196","0207000810050926","VA","0207000810050926"
"197","0207001002010429","MD","0207001002010429"
"198","0207001001022433","DC","0207001001022433"
"199","0207001002010411","MD","0207001002010411"
"200","0207001002010412","MD","0207001002010412"
"201","0207000810050423","VA","0207000810050423"
"202","0207001002010413","MD","0207001002010413"
"203","0207000810050927","VA","0207000810050927"
"204","0207001002010414","MD","0207001002010414"
"205","0207000810050936","VA","0207000810050936"
"206","0207001002010430","MD","0207001002010430"
"207","0207001002010431","MD","0207001002010431"
"208","0207000810050923","VA","0207000810050923"
"209","0207000810050932","VA","0207000810050932"
"210","0207000810050928","VA","0207000810050928"
"211","0207000810050933","VA","0207000810050933"
"212","0207000810050929","VA","0207000810050929"
"213","0207000810050930","VA","0207000810050930"
"214","0207000810050931","VA","0207000810050931"
"215","0207000810050934","VA","0207000810050934"
"216","0207000810050937","VA","0207000810050937"
"217","0207000810050938","VA","0207000810050938"
"218","0207000810050935","VA","0207000810050935"
"219","0207000810050939","VA","0207000810050939"
"220","0207001002010746","MD","0207001002010746"
"221","0207000810050940","VA","0207000810050940"
"222","0207000810050941","VA","0207000810050941"
"223","0207000810050201","VA","0207000810050201"
"224","0207000810051529","VA","0207000810051529"
"225","0207000810050202","VA","0207000810050202"
"226","0207000810050203","VA","0207000810050203"
"227","0207001002012353","MD","0207001002012353"
"228","0207000810050204","VA","0207000810050204"
"229","0207000810051701","MD","0207000810051701"
"230","0207000810050205","VA","0207000810050205"
"231","0207000810050215","VA","0207000810050215"
"232","0207000810050206","VA","0207000810050206"
"233","0207000810050424","VA","0207000810050424"
"234","0207000810050213","VA","0207000810050213"
"235","0207000810050214","VA","0207000810050214"
"236","0207000810050216","VA","0207000810050216"
"237","0207000810050429","VA","0207000810050429"
"238","0207000810051702","MD","0207000810051702"
"239","0207000810050207","VA","0207000810050207"
"240","0207000810050208","VA","0207000810050208"
"241","0207000810050212","VA","0207000810050212"
"242","0207000810050209","VA","0207000810050209"
"243","0207000810050217","VA","0207000810050217"
"244","0207000810050807","VA","0207000810050807"
"245","0207001001021719","DC","0207001001021719"
"246","0207000810050210","VA","0207000810050210"
"247","0207000810052639","VA","0207000810052639"
"248","0207000810050211","VA","0207000810050211"
"249","0207001001022315","DC","0207001001022315"
"250","0207000810050219","VA","0207000810050219"
"251","0207000810053004","VA","0207000810053004"
"252","0207000810050220","VA","0207000810050220"
"253","0207000810051261","VA","0207000810051261"
"254","0207000810050221","VA","0207000810050221"
"255","0207000810050229","VA","0207000810050229"
"256","0207000810050222","VA","0207000810050222"
"257","0207000810054420","MD","0207000810054420"
"258","0207000810050223","VA","0207000810050223"
"259","0207000810050224","VA","0207000810050224"
"260","0207000810050225","VA","0207000810050225"
"261","0207000810050226","VA","0207000810050226"
"262","0207000810050227","VA","0207000810050227"
"263","0207000810050228","VA","0207000810050228"
"264","0207000810051530","VA","0207000810051530"
"265","0207000810050230","VA","0207000810050230"
"266","0207000810050231","VA","0207000810050231"
"267","0207001002042202","DC","0207001002042202"
"268","0207000810050232","VA","0207000810050232"
"269","0207001002040911","MD","0207001002040911"
"270","0207000810050233","VA","0207000810050233"
"271","0207000810050234","VA","0207000810050234"
"272","0207000810050302","VA","0207000810050302"
"273","0207000810052645","VA","0207000810052645"
"274","0207000810050301","VA","0207000810050301"
"275","0207000810050303","VA","0207000810050303"
"276","0207000810050304","VA","0207000810050304"
"277","0207000810050306","VA","0207000810050306"
"278","0207000810050307","VA","0207000810050307"
"279","0207000810050305","VA","0207000810050305"
"280","0207000810050308","VA","0207000810050308"
"281","0207000810050310","VA","0207000810050310"
"282","0207001001022316","DC","0207001001022316"
"283","0207000810050311","VA","0207000810050311"
"284","0207001002011740","MD","0207001002011740"
"285","0207000810050312","VA","0207000810050312"
"286","0207000810050708","VA","0207000810050708"
"287","0207001002011745","MD","0207001002011745"
"288","0207000810050709","VA","0207000810050709"
"289","0207000810050710","VA","0207000810050710"
"290","0207001001022317","DC","0207001001022317"
"291","0207000810050801","VA","0207000810050801"
"292","0207000810050802","VA","0207000810050802"
"293","0207000810050803","VA","0207000810050803"
"294","0207000810050804","VA","0207000810050804"
"295","0207000810055352","VA","0207000810055352"
"296","0207000810050805","VA","0207000810050805"
"297","0207000810050317","VA","0207000810050317"
"298","0207000810050806","VA","0207000810050806"
"299","0207000810050320","VA","0207000810050320"
"300","0207000810050321","VA","0207000810050321"
"301","0207000810050313","VA","0207000810050313"
"302","0207000810050314","VA","0207000810050314"
"303","0207000810050315","VA","0207000810050315"
"304","0207000810050316","VA","0207000810050316"
"305","0207000810050319","VA","0207000810050319"
"306","0207000810050430","VA","0207000810050430"
"307","0207000810050322","VA","0207000810050322"
"308","0207000810050323","VA","0207000810050323"
"309","0207001001021540","DC","0207001001021540"
"310","0207000810050324","VA","0207000810050324"
"311","0207000810051013","VA","0207000810051013"
"312","0207000810050325","VA","0207000810050325"
"313","0207000810050326","VA","0207000810050326"
"314","0207000810051014","VA","0207000810051014"
"315","0207000810050808","VA","0207000810050808"
"316","0207000810050810","VA","0207000810050810"
"317","0207000810051015","VA","0207000810051015"
"318","0207000810050809","VA","0207000810050809"
"319","0207000810050815","VA","0207000810050815"
"320","0207000810050811","VA","0207000810050811"
"321","0207000810050822","VA","0207000810050822"
"322","0207000810050812","VA","0207000810050812"
"323","0207000810054737","MD","0207000810054737"
"324","0207000810050813","VA","0207000810050813"
"325","0207000810050814","VA","0207000810050814"
"326","0207000810050816","VA","0207000810050816"
"327","0207000810050828","VA","0207000810050828"
"328","0207000810050817","VA","0207000810050817"
"329","0207000810050818","VA","0207000810050818"
"330","0207000810050819","VA","0207000810050819"
"331","0207000810050830","VA","0207000810050830"
"332","0207000810050820","VA","0207000810050820"
"333","0207000810050825","VA","0207000810050825"
"334","0207000810050826","VA","0207000810050826"
"335","0207000810050821","VA","0207000810050821"
"336","0207000810050823","VA","0207000810050823"
"337","0207000810050824","VA","0207000810050824"
"338","0207001001021541","DC","0207001001021541"
"339","0207000810050827","VA","0207000810050827"
"340","0207000810050847","VA","0207000810050847"
"341","0207001001021542","DC","0207001001021542"
"342","0207000810050829","VA","0207000810050829"
"343","0207000810053804","VA","0207000810053804"
"344","0207000810050831","VA","0207000810050831"
"345","0207000810050852","VA","0207000810050852"
"346","0207001001021543","DC,MD","0207001001021543"
"347","0207001001021544","DC,MD","0207001001021544"
"348","0207000810050832","VA","0207000810050832"
"349","0207000810050833","VA","0207000810050833"
"350","0207001001022338","DC","0207001001022338"
"351","0207000810050834","VA","0207000810050834"
"352","0207000810050855","VA","0207000810050855"
"353","0207001001031116","DC","0207001001031116"
"354","0207000810050835","VA","0207000810050835"
"355","0207000810050856","VA","0207000810050856"
"356","0207000810050836","VA","0207000810050836"
"357","0207000810050431","VA","0207000810050431"
"358","0207000810050837","VA","0207000810050837"
"359","0207000810050838","VA","0207000810050838"
"360","0207000810050432","VA","0207000810050432"
"361","0207000810050839","VA","0207000810050839"
"362","0207000810051020","VA","0207000810051020"
"363","0207000810050840","VA","0207000810050840"
"364","0207000810050872","VA","0207000810050872"
"365","0207000810050841","VA","0207000810050841"
"366","0207000810050842","VA","0207000810050842"
"367","0207000810053807","VA","0207000810053807"
"368","0207000810050843","VA","0207000810050843"
"369","0207000810050844","VA","0207000810050844"
"370","0207000810054225","VA","0207000810054225"
"371","0207000810050845","VA","0207000810050845"
"372","0207000810050846","VA","0207000810050846"
"373","0207000810050848","VA","0207000810050848"
"374","0207001002010621","MD","0207001002010621"
"375","0207000810050849","VA","0207000810050849"
"376","0207000810050875","VA","0207000810050875"
"377","0207000810050850","VA","0207000810050850"
"378","0207000810050860","VA","0207000810050860"
"379","0207000810050851","VA","0207000810050851"
"380","0207000810050867","VA","0207000810050867"
"381","0207000810050853","VA","0207000810050853"
"382","0207000810050854","VA","0207000810050854"
"383","0207000810050868","VA","0207000810050868"
"384","0207000810050857","VA","0207000810050857"
"385","0207000810050871","VA","0207000810050871"
"386","0207000810050858","VA","0207000810050858"
"387","0207000810050859","VA","0207000810050859"
"388","0207000810050861","VA","0207000810050861"
"389","0207000810050862","VA","0207000810050862"
"390","0207000810050863","VA","0207000810050863"
"391","0207000810050864","VA","0207000810050864"
"392","0207000810050906","VA","0207000810050906"
"393","0207000810050865","VA","0207000810050865"
"394","0207000810050866","VA","0207000810050866"
"395","0207001001023242","DC","0207001001023242"
"396","0207000810050869","VA","0207000810050869"
"397","0207000810050870","VA","0207000810050870"
"398","0207000810050873","VA","0207000810050873"
"399","0207000810050874","VA","0207000810050874"
"400","0207000810050901","VA","0207000810050901"
"401","0207000810050902","VA","0207000810050902"
"402","0207000810050903","VA","0207000810050903"
"403","0207000810050904","VA","0207000810050904"
"404","0207000810050905","VA","0207000810050905"
"405","0207000810050911","VA","0207000810050911"
"406","0207000810050907","VA","0207000810050907"
"407","0207000810050908","VA","0207000810050908"
"408","0207000810050909","VA","0207000810050909"
"409","0207000810050910","VA","0207000810050910"
"410","0207000810050912","VA","0207000810050912"
"411","0207000810050913","VA","0207000810050913"
"412","0207000810050328","VA","0207000810050328"
"413","0207000810050914","VA","0207000810050914"
"414","0207000810050915","VA","0207000810050915"
"415","0207000810050916","VA","0207000810050916"
"416","0207000810050917","VA","0207000810050917"
"417","0207000810050918","VA","0207000810050918"
"418","0207000810050919","VA","0207000810050919"
"419","0207000810051536","VA","0207000810051536"
"420","0207000810050920","VA","0207000810050920"
"421","0207000810050346","VA","0207000810050346"
"422","0207000810050921","VA","0207000810050921"
"423","0207000810050922","VA","0207000810050922"
"424","0207001003011503","DC","0207001003011503"
"425","0207001003010844","VA","0207001003010844"
"426","0207001003010845","VA","0207001003010845"
"427","0207001003010848","VA","0207001003010848"
"428","0207001002040905","MD","0207001002040905"
"429","0207001002040906","MD","0207001002040906"
"430","0207001003010849","VA","0207001003010849"
"431","0207000810050329","VA","0207000810050329"
"432","0207000810050520","VA","0207000810050520"
"433","0207000810050330","VA","0207000810050330"
"434","0207000810051537","VA","0207000810051537"
"435","0207000810050331","VA","0207000810050331"
"436","0207001002040903","MD","0207001002040903"
"437","0207001002040904","MD","0207001002040904"
"438","0207001003010846","VA","0207001003010846"
"439","0207000810051416","VA","0207000810051416"
"440","0207001003010847","VA","0207001003010847"
"441","0207000810050327","VA","0207000810050327"
"442","0207000810050344","VA","0207000810050344"
"443","0207000810050345","VA","0207000810050345"
"444","0207000810050347","VA","0207000810050347"
"445","0207000810050348","VA","0207000810050348"
"446","0207000810050349","VA","0207000810050349"
"447","0207001001023512","DC","0207001001023512"
"448","0207000810050401","VA","0207000810050401"
"449","0207000810053615","VA","0207000810053615"
"450","0207000810050402","VA","0207000810050402"
"451","0207000810050403","VA","0207000810050403"
"452","0207001001022342","DC","0207001001022342"
"453","0207000810050404","VA","0207000810050404"
"454","0207000810050521","VA","0207000810050521"
"455","0207001001023513","DC","0207001001023513"
"456","0207000810050405","VA","0207000810050405"
"457","0207000810050406","VA","0207000810050406"
"458","0207000810050522","VA","0207000810050522"
"459","0207000810050523","VA","0207000810050523"
"460","0207000810050524","VA","0207000810050524"
"461","0207000810051118","VA","0207000810051118"
"462","0207000810051119","VA","0207000810051119"
"463","0207000810050407","VA","0207000810050407"
"464","0207000810050409","VA","0207000810050409"
"465","0207000810050410","VA","0207000810050410"
"466","0207000810050412","VA","0207000810050412"
"467","0207000810050413","VA","0207000810050413"
"468","0207000810050414","VA","0207000810050414"
"469","0207000810051002","VA","0207000810051002"
"470","0207000810051003","VA","0207000810051003"
"471","0207000810051004","VA","0207000810051004"
"472","0207000810051005","VA","0207000810051005"
"473","0207000810050502","VA","0207000810050502"
"474","0207000810051006","VA","0207000810051006"
"475","0207000810051311","VA","0207000810051311"
"476","0207000810050527","VA","0207000810050527"
"477","0207000810050528","VA","0207000810050528"
"478","0207000810050529","VA","0207000810050529"
"479","0207001001022339","DC","0207001001022339"
"480","0207000810051001","VA","0207000810051001"
"481","0207000810051007","VA","0207000810051007"
"482","0207000810050415","VA","0207000810050415"
"483","0207000810050416","VA","0207000810050416"
"484","0207000810050417","VA","0207000810050417"
"485","0207000810050418","VA","0207000810050418"
"486","0207000810050420","VA","0207000810050420"
"487","0207001001023206","DC","0207001001023206"
"488","0207000810050421","VA","0207000810050421"
"489","0207000810051009","VA","0207000810051009"
"490","0207000810053814","VA","0207000810053814"
"491","0207000810051010","VA","0207000810051010"
"492","0207000810051117","VA","0207000810051117"
"493","0207001001023207","DC","0207001001023207"
"494","0207000810051011","VA","0207000810051011"
"495","0207000810051012","VA","0207000810051012"
"496","0207001001023406","DC","0207001001023406"
"497","0207000810051115","VA","0207000810051115"
"498","0207000810050422","VA","0207000810050422"
"499","0207000810051116","VA","0207000810051116"
"500","0207000810050425","VA","0207000810050425"
"501","0207000810051103","VA","0207000810051103"
"502","0207000810050426","VA","0207000810050426"
"503","0207000810050332","VA","0207000810050332"
"504","0207000810050427","VA","0207000810050427"
"505","0207000810050428","VA","0207000810050428"
"506","0207000810051016","VA","0207000810051016"
"507","0207000810053716","VA","0207000810053716"
"508","0207000810051017","VA","0207000810051017"
"509","0207000810051018","VA","0207000810051018"
"510","0207000810050433","VA","0207000810050433"
"511","0207000810057005","MD","0207000810057005"
"512","0207000810050434","VA","0207000810050434"
"513","0207000810051021","VA","0207000810051021"
"514","0207000810050435","VA","0207000810050435"
"515","0207000810051104","VA","0207000810051104"
"516","0207000810050436","VA","0207000810050436"
"517","0207000810051024","VA","0207000810051024"
"518","0207000810050437","VA","0207000810050437"
"519","0207000810051019","VA","0207000810051019"
"520","0207000810051022","VA","0207000810051022"
"521","0207000810051023","VA","0207000810051023"
"522","0207000810050444","VA","0207000810050444"
"523","0207000810051101","VA","0207000810051101"
"524","0207000810050438","VA","0207000810050438"
"525","0207000810053120","MD","0207000810053120"
"526","0207000810050439","VA","0207000810050439"
"527","0207000810050441","VA","0207000810050441"
"528","0207000810050440","VA","0207000810050440"
"529","0207000810050442","VA","0207000810050442"
"530","0207000810050506","VA","0207000810050506"
"531","0207000810051102","VA","0207000810051102"
"532","0207000810050507","VA","0207000810050507"
"533","0207000810051105","VA","0207000810051105"
"534","0207000810051026","VA","0207000810051026"
"535","0207000810051106","VA","0207000810051106"
"536","0207000810050445","VA","0207000810050445"
"537","0207000810051027","VA","0207000810051027"
"538","0207000810050446","VA","0207000810050446"
"539","0207000810051107","VA","0207000810051107"
"540","0207000810051153","MD,VA","0207000810051153"
"541","0207000810051154","MD,VA","0207000810051154"
"542","0207001001022343","DC","0207001001022343"
"543","0207000810050447","VA","0207000810050447"
"544","0207000810050601","VA","0207000810050601"
"545","0207000810050602","VA","0207000810050602"
"546","0207000810051108","VA","0207000810051108"
"547","0207000810050603","VA","0207000810050603"
"548","0207000810050608","VA","0207000810050608"
"549","0207000810050604","VA","0207000810050604"
"550","0207000810054307","MD","0207000810054307"
"551","0207000810050605","VA","0207000810050605"
"552","0207000810050606","VA","0207000810050606"
"553","0207000810051109","VA","0207000810051109"
"554","0207000810050607","VA","0207000810050607"
"555","0207001001030825","DC","0207001001030825"
"556","0207000810050609","VA","0207000810050609"
"557","0207000810050610","VA","0207000810050610"
"558","0207000810053721","VA","0207000810053721"
"559","0207000810051121","VA","0207000810051121"
"560","0207000810051125","VA","0207000810051125"
"561","0207001001030826","DC","0207001001030826"
"562","0207000810051126","VA","0207000810051126"
"563","0207000810051127","VA","0207000810051127"
"564","0207001002040217","DC","0207001002040217"
"565","0207000810050612","VA","0207000810050612"
"566","0207000810050614","VA","0207000810050614"
"567","0207001002040218","MD","0207001002040218"
"568","0207001002040219","MD","0207001002040219"
"569","0207001002040220","MD","0207001002040220"
"570","0207000810050613","VA","0207000810050613"
"571","0207000810057018","MD","0207000810057018"
"572","0207001002040212","MD","0207001002040212"
"573","0207000810050615","VA","0207000810050615"
"574","0207000810051132","VA","0207000810051132"
"575","0207000810050616","VA","0207000810050616"
"576","0207000810050617","VA","0207000810050617"
"577","0207000810051111","VA","0207000810051111"
"578","0207000810051128","VA","0207000810051128"
"579","0207000810051129","VA","0207000810051129"
"580","0207000810051130","VA","0207000810051130"
"581","0207000810051131","VA","0207000810051131"
"582","0207000810054156","VA","0207000810054156"
"583","0207000810051133","VA","0207000810051133"
"584","0207000810051136","VA","0207000810051136"
"585","0207001002040221","MD","0207001002040221"
"586","0207000810051134","VA","0207000810051134"
"587","0207000810051135","VA","0207000810051135"
"588","0207001001021905","DC","0207001001021905"
"589","0207000810051137","VA","0207000810051137"
"590","0207000810050618","VA","0207000810050618"
"591","0207001001021834","DC","0207001001021834"
"592","0207000810050619","VA","0207000810050619"
"593","0207000810050621","VA","0207000810050621"
"594","0207001002041614","DC","0207001002041614"
"595","0207000810050620","VA","0207000810050620"
"596","0207000810051139","VA","0207000810051139"
"597","0207001002041615","DC","0207001002041615"
"598","0207000810050622","VA","0207000810050622"
"599","0207000810050623","VA","0207000810050623"
"600","0207001001022320","DC","0207001001022320"
"601","0207000810050624","VA","0207000810050624"
"602","0207000810051140","VA","0207000810051140"
"603","0207000810051122","VA","0207000810051122"
"604","0207000810050631","VA","0207000810050631"
"605","0207000810051123","VA","0207000810051123"
"606","0207000810052635","VA","0207000810052635"
"607","0207000810051124","VA","0207000810051124"
"608","0207000810051138","VA","0207000810051138"
"609","0207000810051141","VA","0207000810051141"
"610","0207000810050630","VA","0207000810050630"
"611","0207000810053803","VA","0207000810053803"
"612","0207000810050632","VA","0207000810050632"
"613","0207000810053815","VA","0207000810053815"
"614","0207000810050625","VA","0207000810050625"
"615","0207000810050626","VA","0207000810050626"
"616","0207000810050627","VA","0207000810050627"
"617","0207000810050629","VA","0207000810050629"
"618","0207001002041618","DC","0207001002041618"
"619","0207000810050628","VA","0207000810050628"
"620","0207000810051142","VA","0207000810051142"
"621","0207000810051143","VA","0207000810051143"
"622","0207001002041619","DC","0207001002041619"
"623","0207000810051144","VA","0207000810051144"
"624","0207000810051145","VA","0207000810051145"
"625","0207001002041620","DC","0207001002041620"
"626","0207000810051146","VA","0207000810051146"
"627","0207000810054218","VA","0207000810054218"
"628","0207000810051147","VA","0207000810051147"
"629","0207000810050633","VA","0207000810050633"
"630","0207000810051148","VA","0207000810051148"
"631","0207000810050635","VA","0207000810050635"
"632","0207000810051149","VA","0207000810051149"
"633","0207000810051150","VA","0207000810051150"
"634","0207001001021844","DC","0207001001021844"
"635","0207000810050634","VA","0207000810050634"
"636","0207000810050508","VA","0207000810050508"
"637","0207000810050636","VA","0207000810050636"
"638","0207000810050639","VA","0207000810050639"
"639","0207000810050637","VA","0207000810050637"
"640","0207000810050638","VA","0207000810050638"
"641","0207001001021845","DC","0207001001021845"
"642","0207001001021846","DC","0207001001021846"
"643","0207000810050640","VA","0207000810050640"
"644","0207000810051203","VA","0207000810051203"
"645","0207001001022428","DC","0207001001022428"
"646","0207000810050526","VA","0207000810050526"
"647","0207000810050645","VA","0207000810050645"
"648","0207000810051201","VA","0207000810051201"
"649","0207000810051202","VA","0207000810051202"
"650","0207000810051204","VA","0207000810051204"
"651","0207000810050641","VA","0207000810050641"
"652","0207001002043310","DC","0207001002043310"
"653","0207000810051205","VA","0207000810051205"
"654","0207000810051206","VA","0207000810051206"
"655","0207000810051207","VA","0207000810051207"
"656","0207000810050644","VA","0207000810050644"
"657","0207000810050642","VA","0207000810050642"
"658","0207000810051214","VA","0207000810051214"
"659","0207000810050643","VA","0207000810050643"
"660","0207000810051151","VA","0207000810051151"
"661","0207000810051208","VA","0207000810051208"
"662","0207001003011205","MD","0207001003011205"
"663","0207000810051209","VA","0207000810051209"
