"","huc14","states","name"
"263","19010210060509","AK","Security Bay-Frontal Frederick Sound"
"264","19020302140101","AK","Upper Juneau Creek"
"265","19020302060503","AK","19020302060503"
"266","19020302040101","AK","Tenderfoot Creek-Canyon Creek"
"267","02070010020122","MD","Rocky Brook Park"
"268","19010210060503","AK","19010210060503"
"269","19010210130104","AK","19010210130104"
"270","19010210030205","AK","19010210030205"
"271","19010210130404","AK","19010210130404"
"272","19010103120204","AK","19010103120204"
"273","19020302040103","AK","Butcher Creek"
"274","19010210130403","AK","19010210130403"
"275","19010210030202","AK","19010210030202"
"276","19010210070607","AK","Bay of Pillars-Frontal Chatham Strait"
"277","19010210090301","AK","19010210090301"
"278","19020302040402","AK","Ohio Creek"
"279","19020302040401","AK","Upper Bench Creek"
"280","19010210140207","AK","Threemile Arm-Frontal Keku Strait"
"281","19010210140201","AK","19010210140201"
"282","19010210140203","AK","19010210140203"
"283","19020302060201","AK","Swan Lake-Chickaloon River"
"284","19020302030201","AK","Upper Spencer Glacier"
"285","19020302040203","AK","Timberline Creek"
"286","19020302040403","AK","19020302040403-Bench Peak"
"287","19020302030101","AK","19020302030101"
"288","19010210070602","AK","Kutlaku Creek"
"289","19010210100204","AK","Lower Falls Creek"
"290","19010210030203","AK","19010210030203"
"291","19010210090404","AK","19010210090404"
"292","19020302060401","AK","19020302060401"
"293","19020302030102","AK","Bartlett Glacier"
"294","19020302040702","AK","Silvertip Creek"
"295","19020302040501","AK","19020302040501-Tincan Peak"
"296","19010210150704","AK","Kell Bay-Frontal Affleck Canal"
"297","19010210100105","AK","Lower Petersburg Creek"
"298","19020302040604","AK","Bertha Creek"
"299","19020302050301","AK","White Creek"
"300","19020302040303","AK","Frenchy Creek"
"301","19020302050302","AK","Pass Creek"
"302","19020302040603","AK","Taylor Creek"
"303","19010210100301","AK","Blind River"
"304","19010210050303","AK","19010210050303"
"305","19010210050401","AK","19010210050401"
"306","19010210070605","AK","19010210070605"
"307","19020302030302","AK","Burns Glacier"
"308","19020302050304","AK","Caribou Creek"
"309","19020302030301","AK","Portage Glacier"
"310","19020302040304","AK","Donaldson Creek"
"311","19010210140608","AK","Conclusion Island"
"312","19010210030102","AK","19010210030102"
"313","19010103091106","AK","19010103091106"
"314","19010210100201","AK","Upper Falls Creek"
"315","19010210100303","AK","19010210100303"
"316","19010210110506","AK","19010210110506"
"317","19010210110508","AK","19010210110508-Frontal Duncan Canal"
"318","19020302030502","AK","Luebner Lake"
"319","19020302040305","AK","Moose Creek-Canyon Creek"
"320","19020302040704","AK","East Fork Sixmile Creek"
"321","19020302050305","AK","19020302050305"
"322","19020302040602","AK","Lyon Creek"
"323","19010210050503","AK","Hamilton Bay-Frontal Keku Strait"
"324","19010210010302","AK","Lower Twelvemile Creek"
"325","19010210040305","AK","19010210040305"
"326","19010210030607","AK","19010210030607"
"327","19010206090501","AK","19010206090501"
"328","19010210080506","AK","Tebenkof Bay-Frontal Chatham Strait"
"329","19010210140604","AK","19010210140604"
"330","19010102010406","AK","19010102010406"
"331","19010210150801","AK","Headwaters Bear Harbor"
"332","19010210030103","AK","Big John Creek"
"333","19010210030207","AK","19010210030207"
"334","19010210100411","AK","19010210100411"
"335","19010210020502","AK","19010210020502"
"336","19010210151002","AK","China Cove-Frontal Sumner Strait"
"337","19010206120619","AK","19010206120619"
"338","19010210110504","AK","19010210110504"
"339","19010210110510","AK","Indian Point-Frontal Duncan Canal"
"340","19010210110509","AK","Ohmer Slough"
"341","19010210070104","AK","Washington Bay"
"342","19020302050303","AK","Cannonball Creek"
"343","19010210070106","AK","Kingsmill Point-Frontal Chatham Strait"
"344","19020302040601","AK","Tincan Creek"
"345","19020302030503","AK","Skookum Glacier-Skookum Creek"
"346","19010210070102","AK","19010210070102"
"347","19010210070101","AK","19010210070101"
"348","19010210020602","AK","Turn Mountain"
"349","19010210100408","AK","19010210100408"
"350","02070010020124","MD","Grey Estates-Northwest Branch Anacostia River"
"351","19010210040201","AK","Upper Kadake Creek"
"352","19010210020504","AK","19010210020504"
"353","19010210140302","AK","19010210140302"
"354","19010210150507","AK","Louise Cove-Frontal Sumner Strait"
"355","19010210070201","AK","19010210070201"
"356","19020302050307","AK","Willow Creek"
"357","19020302030402","AK","Explorer Glacier"
"358","19010210020505","AK","Bohemian Range-Frontal Frederick Sound"
"359","19010210100410","AK","19010210100410"
"360","19010210100409","AK","19010210100409"
"361","19020302030305","AK","Portage Lake"
"362","19010210070604","AK","19010210070604-Frontal Bay of Pillars"
"363","19010210110705","AK","19010210110705-Castle River"
"364","19010210070601","AK","19010210070601"
"365","19020302030303","AK","Byron Glacier"
"366","19020302030401","AK","19020302030401"
"367","19010210040204","AK","19010210040204"
"368","19010210140403","AK","No Name Bay-Frontal Keku Strait"
"369","19010210140402","AK","19010210140402"
"370","19020302050306","AK","Wolf Creek"
"371","19020302040801","AK","Upper Sixmile Creek"
"372","19020302040802","AK","Alder Creek"
"373","19010210020303","AK","Boulder Point-Frontal Frederick Sound"
"374","19010210070702","AK","19010210070702"
"375","19010210050203","AK","19010210050203"
"376","19020302040606","AK","Petes Creek-Granite Creek"
"377","19010210150808","AK","Affleck Canal-Frontal Sumner Strait"
"378","19010210100406","AK","19010210100406"
"379","19010103031002","AK","19010103031002"
"380","19010210050502","AK","Slo Duc Creek"
"381","19010210040205","AK","19010210040205"
"382","19010210130402","AK","19010210130402"
"383","19010210100405","AK","19010210100405"
"384","19020302040703","AK","Gulch Creek"
"385","19020302040803","AK","Black Creek"
"386","19020302050201","AK","Upper Palmer Creek"
"387","19020302070302","AK","Wolverine Creek"
"388","19020302050202","AK","Bonanza Creek"
"389","19020302030506","AK","Outlet Skookum Creek"
"390","19010210080101","AK","Alecks Lake"
"391","19010210080204","AK","19010210080204"
"392","19010210080205","AK","Shelter Cove-Frontal Elena Bay"
"393","19010210050201","AK","19010210050201"
"394","19020302030504","AK","Alder Pond"
"395","19020302050310","AK","Island Creek-Resurrection Creek"
"396","19010210050601","AK","Jenny Creek"
"397","19010210050701","AK","Upper Gunnuk Creek"
"398","19010210060401","AK","Ledge Lake"
"399","19010103030905","AK","Baird Peak"
"400","19010210110604","AK","Mitchell Slough"
"401","19010210110602","AK","19010210110602"
"402","19010210050102","AK","Kupreanof Mountain-Hamilton Creek"
"403","02070010020125","MD","Burnt Mills Reservoir-Northwest Branch Anacostia River"
"404","19010210040306","AK","Port Camden-Frontal Keku Strait"
"405","19020302030505","AK","Outlet Placer River"
"406","19020302050309","AK","Highland Creek"
"407","19020302070301","AK","Upper Ingram Creek"
"408","19020302030405","AK","Portage Creek"
"409","19020302030403","AK","19020302030403"
"410","19020302050308","AK","Rimrock Creek"
"411","19010210070301","AK","19010210070301"
"412","19010210060403","AK","Meade Point-Frontal Frederick Sound"
"413","19010210070204","AK","19010210070204"
"414","19010210070202","AK","19010210070202"
"415","19020302030404","AK","19020302030404"
"416","19020302050203","AK","Coeur d'Alene Creek"
"417","19020302070517","AK","19020302070517"
"418","19020302070303","AK","19020302070303"
"419","19020302070304","AK","Lower Ingram Creek"
"420","19010210110501","AK","Taylor Creek"
"421","19010210110105","AK","19010210110105-Portage Mountain"
"422","19010210110502","AK","19010210110502"
"423","19010210040302","AK","19010210040302"
"424","19020302040804","AK","Walker Creek"
"425","19020302070401","AK","Headwaters Seattle Creek"
"426","19020302070403","AK","19020302070403"
"427","19020302070404","AK","19020302070404"
"428","19010210100103","AK","Duncan Peaks"
"429","19010210140101","AK","Upper Lovelace Creek"
"430","19010210140103","AK","Lower Lovelace Creek"
"431","19010210090401","AK","Gish Bay-Frontal Chatham Strait"
"432","19020302040805","AK","Middle Sixmile Creek"
"433","19020302050401","AK","Bedrock Creek"
"434","19020302030304","AK","Placer Creek"
"435","19020302070402","AK","19020302070402"
"436","19020302050204","AK","Lower Palmer Creek"
"437","19020302040807","AK","Mount Alpenglow-Falls Creek"
"438","19010210030402","AK","Irish Lakes"
"439","19010210150603","AK","19010210150603-Frontal Affleck Canal"
"440","19010210030304","AK","19010210030304"
"441","19010105130311","AK","19010105130311"
"442","19010210070701","AK","19010210070701"
"443","19010210090302","AK","Table Bay-Frontal Chatham Strait"
"444","19010210020301","AK","19010210020301-Kane Peak"
"445","19010210090405","AK","Egg Harbor-Frontal Chatham Strait"
"446","19010210090403","AK","Alikula Bay-Frontal Chatham Strait"
"447","19020302040806","AK","Cub Creek"
"448","19010102030802","AK","19010102030802"
"449","19010103110904","AK","19010103110904"
"450","19010103110304","AK","19010103110304"
"451","19010103050703","AK","Ives Lake"
"452","19020302020502","AK","19020302020502-Begich Peak"
"453","19020302070405","AK","Outlet Seattle Creek"
"454","19020302050402","AK","Wildhorse Creek"
"455","19010103110905","AK","Marble Passage-Frontal Davidson Inlet"
"456","19010103090801","AK","Marble Creek"
"457","19010103110702","AK","Scott Lagoon-Frontal Sea Otter Sound"
"458","19010103090506","AK","The Eye Opener Light"
"459","19020302070503","AK","Slate Creek"
"460","19020302070504","AK","Sawmill Creek"
"461","19010103100307","AK","Lower Staney Creek"
"462","19010103020204","AK","Thorne Lake-Thorne River"
"463","19020302040808","AK","Lower Sixmile Creek"
"464","19020302020501","AK","19020302020501-Boggs Peak"
"465","19020302070505","AK","Sunrise Creek"
"466","19020302020302","AK","South Fork Upper Carmen River"
"467","19010102070505","AK","Nichols Passage-Frontal Clarence Strait"
"468","19010103040408","AK","McKenzie Inlet-Frontal Skowl Arm"
"469","19010103090505","AK","Buster Bay-Frontal Sumner Strait"
"470","19010103100603","AK","Nossuk Bay-Frontal Tonowek Bay"
"471","19010102020803","AK","19010102020803"
"472","19010103030102","AK","19010103030102"
"473","19010103160911","AK","Kaigani Harbors-Frontal Kaigani Strait"
"474","19010102040203","AK","Outlet Ketchikan Creek"
"475","19010103160814","AK","Vesta Bay-Frontal Tlevak Strait"
"476","19010103181302","AK","Brownson Bay-Frontal Pacific Ocean"
"477","19010103130303","AK","19010103130303"
"478","19010103130501","AK","19010103130501"
"479","19010103180401","AK","Manhattan Lake"
"480","19010103160703","AK","Coco Harbor-Frontal Baldy Bay"
"481","19010103181101","AK","19010103181101-Stripe Mountain"
"482","19010103060104","AK","Big Creek-Frontal West Arm Cholmondeley Sound"
"483","19020302020304","AK","19020302020304"
"484","19020302020503","AK","19020302020503-Blueberry Hill"
"485","19010102010802","AK","19010102010802"
"486","19010103181104","AK","Liscome Bay-Frontal Pacific Ocean"
"487","19010103140606","AK","19010103140606"
"488","19010103090605","AK","Hole-in-the-wall-Frontal Sumner Strait"
"489","19010105140502","AK","19010105140502-Frontal Foggy Bay"
"490","19010103020705","AK","Thorne River-Frontal Thorne Bay"
"491","19010102020502","AK","19010102020502"
"492","19010103030909","AK","19010103030909"
"493","19010103090703","AK","Calder Bay-Frontal Shakan Bay"
"494","19010103030302","AK","19010103030302"
"495","19020302070506","AK","Sunset Creek"
"496","19020302050404","AK","Outlet Resurrection Creek"
"497","19020302070509","AK","Bear Creek"
"498","19010103030703","AK","Luck Lake-Eagle Creek"
"499","19010103100402","AK","19010103100402"
"500","19010103060203","AK","19010103060203"
"501","19010103160905","AK","19010103160905"
"502","19010103110211","AK","19010103110211"
"503","19010103070404","AK","Nowiskay Cove-Frontal North Arm Moira Sound"
"504","19010103110906","AK","Port Alice-Frontal Davidson Inlet"
"505","19010102050702","AK","Outlet Leask Creek"
"506","19010102020401","AK","Klu Creek"
"507","19010102050904","AK","Coon Cove-Frontal George Inlet"
"508","19010103180903","AK","19010103180903"
"509","19010103060105","AK","19010103060105"
"510","19010102010601","AK","Headwaters Ella Creek"
"511","19010102030702","AK","Lunch Creek"
"512","19020302020403","AK","19020302020403"
"513","19020302020203","AK","19020302020203"
"514","19010103050604","AK","Karta Bay-Frontal Kasaan Bay"
"515","19010103020601","AK","19010103020601"
"516","19020302070513","AK","Johnson Creek"
"517","19020302050403","AK","Cripple Creek"
"518","19020302020504","AK","Outlet Twentymile River"
"519","19020302070507","AK","Bay Creek"
"520","19020302070501","AK","Peterson Creek"
"521","19010103100809","AK","Tonowek Bay-Frontal Gulf of Esquibel"
"522","19010103050704","AK","Poor Man Creek"
"523","19020302070510","AK","19020302070510-Porcupine Creek"
"524","19020302020301","AK","Headwaters Upper Carmen River"
"525","19020302020303","AK","Carmen Lake-Upper Carmen River"
"526","19010103031107","AK","Water Lake-Frontal Clarence Strait"
"527","19010103090601","AK","Port Protection-Frontal Sumner Strait"
"528","19010103050602","AK","19010103050602"
"529","19010105140205","AK","19010105140205"
"530","19010102080107","AK","19010102080107-Saw Ridge"
"531","19010102050802","AK","Harriet Hunt Lake"
"532","19010103150402","AK","19010103150402"
"533","19010406060105","AK","19010406060105-Brady Glacier"
"534","19010103070402","AK","Miller Lake"
"535","19010103110210","AK","19010103110210"
"536","19010102010704","AK","Sargent Bay-Frontal Behm Canal"
"537","19010103110202","AK","El Capitan Lake"
"538","02070010020126","MD","Indian Spring Village-Northwest Branch Anacostia River"
"539","19010102010301","AK","19010102010301"
"540","19010103100306","AK","19010103100306"
"541","19010102010203","AK","19010102010203"
"542","19020302070515","AK","19020302070515-Taylor Creek"
"543","19020302070514","AK","19020302070514"
"544","19020302020401","AK","19020302020401-Twentymile Glacier"
"545","19020302020404","AK","Upper Carmen River-Glacier River"
"546","19010102080103","AK","Hassler Lake"
"547","19010103130606","AK","Klawock River-Frontal Klawock Harbor"
"548","19010102070102","AK","19010102070102-Plain Mountain"
"549","19010103170502","AK","19010103170502"
"550","02070010020127","MD","Franklin Knolls-Northwest Branch Anacostia River"
"551","19010102060307","AK","19010102060307-Notch Mountain"
"552","19010103031203","AK","Kasaan Mountain"
"553","19010103060204","AK","19010103060204"
"554","19010103090502","AK","Strait Creek"
"555","19010103150502","AK","19010103150502"
"556","19010102030706","AK","Clover Pass-Frontal Behm Canal"
"557","19010103150108","AK","Copper Harbor-Frontal Hetta Inlet"
"558","19010103090503","AK","Camp Creek"
"559","19020302020104","AK","19020302020104"
"560","19020302010103","AK","Lower Penguin Creek"
"561","19020302070508","AK","Indainhouse Mountain-Falls Creek"
"562","19020302010101","AK","Upper Penguin Creek"
"563","19020302070205","AK","Lower Glacier Creek"
"564","19010102020103","AK","Claude Lake"
"565","19010103140203","AK","19010103140203"
"566","19020302010102","AK","19020302010102-Bird Peak"
"567","19020302070203","AK","Winner Creek"
"568","19020302020402","AK","Twentymile Glacier"
"569","19020302070511","AK","Rainbow Creek"
"570","19010103181502","AK","Bert Millar Cutoff-Frontal Dixon Entrance"
"571","19010103110501","AK","Sockeye Creek"
"572","19010103130701","AK","19010103130701"
"573","19020302020105","AK","19020302020105-Twentymile River"
"574","19020302070502","AK","Kern Creek"
"575","19020302070104","AK","Lower Indian Creek"
"576","19020302070103","AK","19020302070103-South Suicide Peak"
"577","19010103100305","AK","19010103100305-Staney Cone"
"578","19010102040101","AK","Upper Ward Creek"
"579","19010103160203","AK","19010103160203"
"580","19020302070204","AK","California Creek"
"581","19020302070512","AK","McHugh Creek"
"582","19010103030801","AK","Little Lake"
"583","19010103140204","AK","19010103140204-Frontal Trocadero Bay"
"584","19010103140505","AK","Ulloa Channel-Frontal Bucareli Bay"
"585","19020302020102","AK","19020302020102"
"586","19020302070102","AK","19020302070102"
"587","19020302020201","AK","19020302020201"
"588","19020302020103","AK","19020302020103"
"589","19020302010203","AK","19020302010203"
"590","19020302010208","AK","Lower Bird Creek"
"591","19010102010403","AK","19010102010403"
"592","19010103031102","AK","19010103031102"
"593","19010103060507","AK","19010103060507"
"594","19010102050107","AK","19010102050107"
"595","19010103110405","AK","El Capitan Island"
"596","19010103100808","AK","19010103100808"
"597","19010103070203","AK","West Arm Moira Sound-Frontal Moira Sound"
"598","19010103031005","AK","Thorne Bay-Frontal Tolstoi Bay"
"599","19020302070101","AK","Upper Indian Creek"
