"","huc4","states","name"
"48","0419","IL,IN,MI,WI","Lake Michigan"
"49","0706","IA,IL,MN,WI","Upper Mississippi-Maquoketa-Plum"
"50","1604","CA,NV,OR","Black Rock Desert-Humboldt"
"51","0311","FL,GA","Suwannee"
"52","0307","FL,GA","Altamaha-St. Marys"
"53","0303","NC","Cape Fear"
"54","0304","NC,SC,VA","Pee Dee"
"55","0107","MA,NH","Merrimack"
"56","0109","MA,RI","Massachusetts-Rhode Island Coastal"
"57","0407","MI","Northwestern Lake Huron"
"58","0103","CN,ME","Kennebec"
"59","2202",NA,"Northern Mariana Islands"
"60","0104","CN,ME,NH","Androscoggin"
"61","1209","TX","Lower Colorado-San Bernard Coastal"
"62","1014","NE,SD","Missouri-White"
"63","2001","HI","Hawaii"
"64","2002","HI","Maui"
"65","2003","HI","Kahoolawe"
"66","2004","HI","Lanai"
"67","2005","HI","Molokai"
"68","2006","HI","Oahu"
"69","2007","HI","Kauai"
"70","2008","HI","Niihau"
"71","1028","IA,MO","Chariton-Grand"
"72","1020","NE","Platte"
"73","1021","NE","Loup"
"74","1022","NE","Elkhorn"
"75","2101","PR","Puerto Rico"
"76","1004","MT","Missouri-Musselshell"
"77","2203","AS","American Samoa"
"78","1009","MT,WY","Powder-Tongue"
"79","0701","MN","Mississippi Headwaters"
"80","0501","NY,PA","Allegheny"
"81","1102","CO,KS,NM","Upper Arkansas"
"82","1401","CO,UT","Colorado Headwaters"
"83","0504","OH","Muskingum"
"84","1301","CO,NM","Rio Grande Headwaters"
"85","0711","IA,IL,MO","Upper Mississippi-Salt"
"86","0105","CN,ME","Maine Coastal"
"87","1804","CA","San Joaquin"
"88","1803","CA","Tulare-Buena Vista Lakes"
"89","0101","CN,ME","St. John"
"90","0431","CN,ME","Lower Saint Lawrence River"
"91","0207","DC,MD,PA,VA,WV","Potomac"
"92","1207","TX","Lower Brazos"
"93","0402","MI,WI","Southern Lake Superior-Lake Superior"
"94","2102","VI","Virgin Islands"
"95","1507","AZ","Lower Gila"
"96","2201","GU","Guam"
"97","0708","IA,IL,MN,MO","Upper Mississippi-Iowa-Skunk-Wapsipinicon"
"98","0709","IL,WI","Rock"
"99","1103","CO,KS","Middle Arkansas"
"100","1026","CO,KS,NE","Smoky Hill"
"101","1204","LA,TX","Galveston Bay-San Jacinto"
"102","1210","TX","Central Texas Coastal"
"103","0106","MA,ME,NH","Saco"
"104","1402","CO","Gunnison"
"105","1112","NM,OK,TX","Red Headwaters"
"106","1113","OK,TX","Red-Washita"
"107","1109","NM,OK,TX","Lower Canadian"
"108","0510","KY,VA","Kentucky-Licking"
"109","0511","KY,TN","Green"
"110","0603","AL,GA,MS,TN","Middle Tennessee-Elk"
"111","1023","IA,MN,NE,SD","Missouri-Little Sioux"
"112","0308","FL","St. Johns"
"113","1018","CO,NE,WY","North Platte"
"114","1025","CO,KS,NE","Republican"
"115","0421","CN","Wanipitai River-French River"
"116","1206","TX","Middle Brazos"
"117","1208","NM,TX","Upper Colorado"
"118","0502","MD,PA,WV","Monongahela"
"119","0312","FL,GA","Ochlockonee"
"120","0313","AL,FL,GA","Apalachicola"
"121","1029","KS,MO","Gasconade-Osage"
"122","1012","MT,NE,SD,WY","Cheyenne"
"123","0506","OH","Scioto"
"124","1203","TX","Trinity"
"125","1205","NM,TX","Brazos Headwaters"
"126","1003","CN,MT","Missouri-Marias"
"127","1010","MT,ND","Lower Yellowstone"
"128","1101","AR,MO","Upper White"
"129","1111","AR,OK","Lower Arkansas"
"130","1108","CO,NM,TX","Upper Canadian"
"131","1104","CO,KS,NM,OK","Upper Cimarron"
"132","1105","KS,OK","Lower Cimarron"
"133","1110","KS,NM,OK,TX","North Canadian"
"134","1606","CA,NV","Central Nevada Desert Basins"
"135","1605","CA,NV","Central Lahontan"
"136","1602","ID,NV,UT,WY","Great Salt Lake"
"137","0406","MI","Northeastern Lake Michigan-Lake Michigan"
"138","0409","CN,MI","St. Clair-Detroit"
"139","0408","MI","Southwestern Lake Huron-Lake Huron"
"140","0403","MI,WI","Northwestern Lake Michigan"
"141","0108","CN,CT,MA,ME,NH,VT","Connecticut"
"142","0102","CN,ME","Penobscot"
"143","0314","AL,FL","Choctawhatchee-Escambia"
"144","0316","AL,MS","Mobile-Tombigbee"
"145","0309","FL","Southern Florida"
"146","0310","FL","Peace-Tampa Bay"
"147","0306","GA,NC,SC","Ogeechee-Savannah"
"148","0317","AL,LA,MS","Pascagoula"
"149","0305","NC,SC","Edisto-Santee"
"150","0505","NC,TN,VA,WV","Kanawha"
"151","0513","KY,TN,VA","Cumberland"
"152","0507","KY,VA,WV","Big Sandy-Guyandotte"
"153","0602","AL,GA,NC,TN","Middle Tennessee-Hiwassee"
"154","0601","GA,KY,NC,SC,TN,VA,WV","Upper Tennessee"
"155","0604","KY,MS,TN","Lower Tennessee"
"156","0714","IL,KY,MO","Upper Mississippi-Kaskaskia-Meramec"
"157","0704","IA,MN,WI","Upper Mississippi-Black-Root"
"158","0705","MI,WI","Chippewa"
"159","0707","MI,WI","Wisconsin"
"160","0703","MN,WI","St. Croix"
"161","0805","AR,LA","Boeuf-Tensas"
"162","0809","LA,MS","Lower Mississippi"
"163","0804","AR,LA","Lower Red-Ouachita"
"164","0401","CN,MI,MN,WI","Western Lake Superior"
"165","1013","ND,SD","Missouri-Oahe"
"166","1016","ND,SD","James"
"167","1007","MT,WY","Upper Yellowstone"
"168","1008","MT,WY","Big Horn"
"169","1302","CO,NM","Rio Grande-Elephant Butte"
"170","1303","MX,NM,TX","Rio Grande-Mimbres"
"171","1306","NM,TX","Upper Pecos"
"172","1305","NM,TX","Rio Grande Closed Basins"
"173","1407","AZ,UT","Upper Colorado-Dirty Devil"
"174","1403","CO,UT","Upper Colorado-Dolores"
"175","1405","CO,UT,WY","White-Yampa"
"176","1408","AZ,CO,NM,UT","San Juan"
"177","1404","CO,UT,WY","Great Divide-Upper Green"
"178","1503","AZ,CA,MX,NV","Lower Colorado"
"179","1506","AZ","Salt"
"180","1505","AZ,MX","Middle Gila"
"181","1508","AZ,MX,NM","Sonora"
"182","1502","AZ,NM","Little Colorado"
"183","1501","AZ,NV,UT","Lower Colorado-Lake Mead"
"184","1504","AZ,NM","Upper Gila"
"185","1710","CA,OR,WA","Oregon-Washington Coastal"
"186","1601","ID,UT,WY","Bear"
"187","1603","NV,UT","Escalante Desert-Sevier Lake"
"188","1701","CN,ID,MT,WA","Kootenai-Pend Oreille-Spokane"
"189","1704","ID,MT,NV,UT,WY","Upper Snake"
"190","1712","CA,NV,OR","Oregon Closed Basins"
"191","1707","OR,WA","Middle Columbia"
"192","1801","CA,OR","Klamath-Northern California Coastal"
"193","1708","OR,WA","Lower Columbia"
"194","1709","OR","Willamette"
"195","0411","OH,PA","Southern Lake Erie"
"196","0413","CN,NY,PA","Southwestern Lake Ontario"
"197","0412","NY,OH,PA","Lake Erie"
"198","0417","CN","Northeastern Lake Superior"
"199","0806","LA,MS","Lower Mississippi-Big Black"
"200","0803","AR,LA,MS,TN","Lower Mississippi-Yazoo"
"201","0801","AR,IL,KY,MO,MS,TN","Lower Mississippi-Hatchie"
"202","0808","LA","Louisiana Coastal"
"203","0903","CN,MN","Rainy"
"204","0902","CN,MN,ND,SD","Red"
"205","0904","CN,MT","Saskatchewan River"
"206","1019","CO,NE,WY","South Platte"
"207","1027","KS,MO,NE","Kansas"
"208","1030","KS,MO","Lower Missouri"
"209","1024","IA,KS,MO,NE","Missouri-Nishnabotna"
"210","1002","ID,MT,WY","Missouri Headwaters"
"211","1006","CN,MT,ND","Missouri-Poplar"
"212","1011","MT,ND,SD,WY","Missouri-Little Missouri"
"213","0420","CN,MI","Northern Lake Huron"
"214","0423","CN","Eastern Lake Huron"
"215","0422","CN","Eastern Georgia Bay"
"216","0425","CN","Northern Lake Erie"
"217","0426","CN,MI,NY,OH,PA","Lake Erie"
"218","0418","CN,MI,MN,WI","Lake Superior"
"219","0427","CN,NY","Lake Ontario and Niagara Peninsula"
"220","0428","CN,NY","Lake Ontario"
"221","1901","AK,CN","Southeast Alaska"
"222","1907","AK,CN","Upper Yukon River"
"223","1905","AK","Northwest Alaska"
"224","1906","AK,CN","Arctic Alaska"
"225","1908","AK,CN","Middle Yukon River"
"226","1015","NE,SD,WY","Niobrara"
"227","1017","IA,MN,NE,SD","Missouri-Big Sioux"
"228","0405","IN,MI","Southeastern Lake Michigan"
"229","0410","IN,MI,OH","Western Lake Erie"
"230","1903","AK","Southwest Alaska"
"231","1902","AK,CN","South Central Alaska"
"232","0424","CN,MI","Lake Huron"
"233","1909","AK","Lower Yukon River"
"234","0414","NY","Southeastern Lake Ontario"
"235","0429","CN,NY","Upper Saint Lawrence River"
"236","0202","MA,NJ,NY,VT","Upper Hudson"
"237","0430","CN,ME,NH,NY,VT","Middle Saint Lawrence River"
"238","0301","NC,VA","Chowan-Roanoke"
"239","0208","DE,MD,VA,WV","Lower Chesapeake"
"240","0206","DE,MD,PA","Upper Chesapeake"
"241","0205","MD,NY,PA","Susquehanna"
"242","0204","DE,MD,NJ,NY,PA,VA","Delaware-Mid Atlantic Coastal"
"243","0203","CT,NJ,NY,RI","Lower Hudson-Long Island"
"244","0110","CT,MA,NY,RI","Connecticut Coastal"
