"","x"
"36902","060300051002"
"36903","060300051004"
"36904","060300051202"
"36905","060300060105"
"36906","060300060106"
"36907","060300060207"
"36908","060300060301"
"36909","060300060303"
"36910","060300060304"
"36911","060300060305"
"36912","060300060306"
"36913","060300060307"
"36914","111402010105"
"36915","111402010104"
"36916","150100070105"
"36917","150100070106"
"36918","150100140303"
"36919","150200010101"
"36920","190802030901"
"36921","150200010102"
"36922","150200010103"
"36923","150200010104"
"36924","150200010105"
"36925","150200010106"
"36926","150200010107"
"36927","150200010201"
"36928","190802030801"
"36929","040301120102"
"36930","040301120103"
"36931","040301120106"
"36932","040301120108"
"36933","040301140201"
"36934","040301120208"
"36935","040301130604"
"36936","040301140204"
"36937","040301140205"
"36938","040301140206"
"36939","040301140207"
"36940","040301140208"
"36941","040301140209"
"36942","040301140210"
"36943","040301140211"
"36944","040301140101"
"36945","040301140102"
"36946","040301140104"
"36947","040301140106"
"36948","040301140108"
"36949","040301140105"
"36950","190802031008"
"36951","190804030100"
"36952","150200010202"
"36953","150200010203"
"36954","150200010204"
"36955","150200010205"
"36956","150200010206"
"36957","150200010207"
"36958","080401010601"
"36959","080401010602"
"36960","080401010603"
"36961","150200050102"
"36962","150200040906"
"36963","150200050101"
"36964","150200050103"
"36965","111402050302"
"36966","150200050104"
"36967","110100100206"
"36968","110100100303"
"36969","110100100304"
"36970","110100110401"
"36971","110100110402"
"36972","150200050105"
"36973","031601050102"
"36974","031601030305"
"36975","150200050106"
"36976","150200050107"
"36977","150200050108"
"36978","150200050109"
"36979","150200050110"
"36980","150602010401"
"36981","080401020802"
"36982","150602010302"
"36983","150602010402"
"36984","150602010403"
"36985","150602010404"
"36986","150200050201"
"36987","150602010405"
"36988","150602010406"
"36989","150602010407"
"36990","150602010501"
"36991","150302020403"
"36992","150302020401"
"36993","080401020804"
"36994","150302020402"
"36995","150302020404"
"36996","150302020405"
"36997","150302030104"
"36998","150302030105"
"36999","150302030106"
"37000","150302030107"
"37001","150302030108"
"37002","150302030109"
"37003","150302030110"
"37004","150302030111"
"37005","031401060701"
"37006","031401060401"
"37007","031401060402"
"37008","031401060403"
"37009","031401060702"
"37010","031401060703"
"37011","080203030501"
"37012","180201230305"
"37013","080203030502"
"37014","080203030503"
"37015","110902010501"
"37016","080203030505"
"37017","150100020907"
"37018","150100020904"
"37019","150100020905"
"37020","150100020906"
"37021","150100020908"
"37022","150100020909"
"37023","150100021001"
"37024","150100021002"
"37025","150100021003"
"37026","150100021008"
"37027","150100021009"
"37028","150100021010"
"37029","150100030204"
"37030","150100030205"
"37031","150100030206"
"37032","031402030105"
"37033","031402020903"
"37034","031402020904"
"37035","031402030104"
"37036","031402030201"
"37037","031402030203"
"37038","031402030701"
"37039","031403040506"
"37040","031403040605"
"37041","031403050302"
"37042","050100030501"
"37043","031403050401"
"37044","031403050402"
"37045","031403050501"
"37046","031300040801"
"37047","031300020601"
"37048","031300020602"
"37049","031300020603"
"37050","031300020803"
"37051","031300020805"
"37052","031601010502"
"37053","060300010202"
"37054","060300010203"
"37055","060200011204"
"37056","031601010503"
"37057","031601010504"
"37058","031601010505"
"37059","060300010303"
"37060","060300010201"
"37061","060300010204"
"37062","060300010302"
"37063","060300010305"
"37064","060300010306"
"37065","060300020302"
"37066","060300020303"
"37067","060300020304"
"37068","060300020701"
"37069","060300020801"
"37070","060300021203"
"37071","060300030601"
"37072","150100070107"
"37073","150100070108"
"37074","150100070109"
"37075","150100070201"
"37076","150100070202"
"37077","150100070203"
"37078","150100070205"
"37079","150100070206"
"37080","150100070207"
"37081","150100070208"
"37082","150100070209"
"37083","150100070210"
"37084","150100070211"
"37085","150100070301"
"37086","150100070302"
"37087","150100070303"
"37088","150100070305"
"37089","080202031014"
"37090","080202031102"
"37091","150200010306"
"37092","150200010208"
"37093","150200010303"
"37094","150200010304"
"37095","150200010307"
"37096","150200010308"
"37097","150200010401"
"37098","150200010402"
"37099","150200010403"
"37100","150200010404"
"37101","150200010405"
"37102","150200010406"
"37103","150200010407"
"37104","150200010408"
"37105","150200020102"
"37106","150200020103"
"37107","150200020201"
"37108","150200020202"
"37109","150200020203"
"37110","080401010802"
"37111","080401010704"
"37112","080401010705"
"37113","080401010801"
"37114","020502060901"
"37115","080401010803"
"37116","110200101402"
"37117","080401010804"
"37118","180300121303"
"37119","180300121401"
"37120","080401010805"
"37121","080401020101"
"37122","080401020102"
"37123","080401030305"
"37124","150200050204"
"37125","150200050202"
"37126","150200050203"
"37127","150200050310"
"37128","080401020805"
"37129","150200050307"
"37130","150200080508"
"37131","150200050308"
"37132","150200050309"
"37133","150200050311"
"37134","031502040205"
"37135","031502040202"
"37136","031502040203"
"37137","031502040204"
"37138","031502040206"
"37139","031502040301"
"37140","171002030508"
"37141","031502020205"
"37142","171002040203"
"37143","171002040301"
"37144","171002040401"
"37145","171002040502"
"37146","171002040302"
"37147","171002040303"
"37148","171002040403"
"37149","171002040501"
"37150","171002040601"
"37151","171002040602"
"37152","171002040701"
"37153","031502020202"
"37154","031502020203"
"37155","031502020204"
"37156","031502020206"
"37157","171002040707"
"37158","171002040704"
"37159","171002040705"
"37160","171002040706"
"37161","171002040708"
"37162","170800060207"
"37163","031502020302"
"37164","031502020303"
"37165","170800060208"
"37166","031502020401"
"37167","031502020402"
"37168","031502020403"
"37169","171002050103"
"37170","171002050104"
"37171","171002050105"
"37172","171002050204"
"37173","171002050201"
"37174","171002050202"
"37175","171002050203"
"37176","171002050205"
"37177","080401030403"
"37178","171002050402"
"37179","171002050403"
"37180","080401030402"
"37181","171002050404"
"37182","171002050405"
"37183","171002050501"
"37184","171002050601"
"37185","080401030404"
"37186","171002060702"
"37187","171002060602"
"37188","080401030405"
"37189","171002060802"
"37190","171002060804"
"37191","171002070101"
"37192","171002070102"
"37193","171002070103"
"37194","171002070104"
"37195","171003030706"
"37196","170900030502"
"37197","080401030501"
"37198","171003030803"
"37199","170900030110"
"37200","170900030201"
"37201","170900030202"
"37202","150200080505"
"37203","150200080502"
"37204","171002040901"
"37205","171002040903"
"37206","171002050502"
"37207","171002050503"
"37208","171002050701"
"37209","171002050703"
"37210","171002050704"
"37211","171002010103"
"37212","150200080503"
"37213","171002030101"
"37214","171002030102"
"37215","171002030103"
"37216","171002030209"
"37217","171002030206"
"37218","150200080504"
"37219","171002030207"
"37220","171002030208"
"37221","171002030210"
"37222","171002030301"
"37223","171002030302"
"37224","171002030401"
"37225","171002030402"
"37226","150200080506"
"37227","150200080507"
"37228","150200050406"
"37229","150200080509"
"37230","150200100203"
"37231","031502020503"
"37232","031502020504"
"37233","031502020505"
"37234","031502020506"
"37235","150200100204"
"37236","171002030505"
"37237","171002030506"
"37238","171002030507"
"37239","171002030601"
"37240","171002030602"
"37241","171002030701"
"37242","171002030702"
"37243","171002030800"
"37244","171002040101"
"37245","171002040102"
"37246","171002040103"
"37247","171002040104"
"37248","171002040201"
"37249","171002040202"
"37250","171002040702"
"37251","171002040703"
"37252","171002040709"
"37253","171002040801"
"37254","171002040802"
"37255","171002040803"
"37256","171002050101"
"37257","171002050102"
"37258","171002050301"
"37259","031502020507"
"37260","031502020601"
"37261","031502020602"
"37262","171002050302"
"37263","171002050303"
"37264","150200060601"
"37265","171002050401"
"37266","171002050602"
"37267","171002050702"
"37268","171002060603"
"37269","171002060701"
"37270","171002060401"
"37271","171002060402"
"37272","171002060501"
"37273","171002060601"
"37274","170900030207"
"37275","150200060606"
"37276","150200060608"
"37277","170900030209"
"37278","170900030501"
"37279","170900030506"
"37280","170900080201"
"37281","170900080202"
"37282","171003030707"
"37283","170900030204"
"37284","170900030206"
"37285","170900080603"
"37286","170900100102"
"37287","180600060202"
"37288","170900100103"
"37289","180600060203"
"37290","180600060205"
"37291","180600060301"
"37292","180600060302"
"37293","170900100201"
"37294","170900100203"
"37295","170900100204"
"37296","171002030904"
"37297","171002030901"
"37298","171002040902"
"37299","171002030902"
"37300","171002030903"
"37301","171002030405"
"37302","171002030406"
"37303","171002030501"
"37304","171002030502"
"37305","171002030503"
"37306","171002030504"
"37307","031601060705"
"37308","031601060702"
"37309","031601060703"
"37310","031601060704"
"37311","031601060706"
"37312","031601060707"
"37313","031601060708"
"37314","031601060709"
"37315","031601070101"
"37316","031601070102"
"37317","150200050404"
"37318","150200050401"
"37319","150200050402"
"37320","150200050403"
"37321","150200050405"
"37322","150200050407"
"37323","150200050408"
"37324","150200060306"
"37325","150200060307"
"37326","150200060309"
"37327","031502020407"
"37328","031502020404"
"37329","031502020405"
"37330","031502020406"
"37331","031502020501"
"37332","031502020502"
"37333","080401030505"
"37334","150200100301"
"37335","080401030503"
"37336","080202050404"
"37337","080401030504"
"37338","080202050407"
"37339","080401030506"
"37340","031502020804"
"37341","031502020805"
"37342","150200080602"
"37343","150200080510"
"37344","150200080511"
"37345","150200080601"
"37346","150200080603"
"37347","150200080604"
"37348","150200080605"
"37349","150200080606"
"37350","150200080607"
"37351","150200080608"
"37352","031502040401"
"37353","031502040302"
"37354","031502040303"
"37355","031502040304"
"37356","031502040402"
"37357","031502040403"
"37358","150200100207"
"37359","150200100205"
"37360","080401030604"
"37361","150200080806"
"37362","150200080807"
"37363","150200080901"
"37364","150200080903"
"37365","150200100206"
"37366","150200100208"
"37367","031502040703"
"37368","031502040604"
"37369","031502040701"
"37370","031502040702"
"37371","031601010501"
"37372","031601030101"
"37373","150200100209"
"37374","150200100210"
"37375","080202040801"
"37376","150200100307"
"37377","150200100305"
"37378","150200100211"
"37379","150200060607"
"37380","150200060605"
"37381","150200060705"
"37382","080202050103"
"37383","150200060708"
"37384","150200070101"
"37385","150200070102"
"37386","080401030602"
"37387","080401030508"
"37388","080401030601"
"37389","080401030603"
"37390","150200080701"
"37391","150200080609"
"37392","150200080610"
"37393","150200080611"
"37394","150200080702"
"37395","150200080703"
"37396","150200080704"
"37397","150200080801"
"37398","150200080802"
"37399","150200080804"
"37400","031502040502"
"37401","031502040404"
"37402","031502040405"
"37403","031502040501"
"37404","031502040503"
"37405","031502040601"
"37406","031502040602"
"37407","031502040603"
"37408","080202050406"
"37409","150200100302"
"37410","150200100303"
"37411","080202050405"
"37412","150200070203"
"37413","150200070103"
"37414","150200070201"
"37415","150200070202"
"37416","150200070204"
"37417","150200070205"
"37418","150200070206"
"37419","031502020703"
"37420","031502020603"
"37421","031502020701"
"37422","031502020702"
"37423","031502020801"
"37424","031502020802"
"37425","031502020803"
"37426","031502020901"
"37427","031502020902"
"37428","031502030101"
"37429","031502030102"
"37430","150200080902"
"37431","150200100306"
"37432","150200100308"
"37433","150200110101"
"37434","150200110102"
"37435","150200110103"
"37436","150200110104"
"37437","080203010302"
"37438","080203010303"
"37439","080203010304"
"37440","150200070301"
"37441","150200070207"
"37442","150200070208"
"37443","150200070209"
"37444","150200070302"
"37445","150200070303"
"37446","150200070304"
"37447","150200070401"
"37448","150200070402"
"37449","150200070501"
"37450","150200081003"
"37451","031502030103"
"37452","150200080904"
"37453","150200081001"
"37454","150200081002"
"37455","150200081004"
"37456","150200081005"
"37457","150200081006"
"37458","150200090101"
"37459","150200090102"
"37460","031601030105"
"37461","031601030102"
"37462","031601030103"
"37463","031601030104"
"37464","031601030106"
"37465","031601030107"
"37466","031601030201"
"37467","031601030202"
"37468","031601030301"
"37469","031601030302"
"37470","080203020102"
"37471","150503030205"
"37472","031502030104"
"37473","080402010703"
"37474","080402010605"
"37475","031601070302"
"37476","031601070303"
"37477","031601070304"
"37478","031601070305"
"37479","031601070306"
"37480","031601090101"
"37481","080402010701"
"37482","080402010704"
"37483","080402010705"
"37484","080402010706"
"37485","150200070505"
"37486","150200070502"
"37487","150200070503"
"37488","150200070504"
"37489","150200070506"
"37490","150200070507"
"37491","150200070510"
"37492","150200070601"
"37493","150200070602"
"37494","150200070603"
"37495","150200070604"
"37496","150200070605"
"37497","150200070606"
"37498","150200070607"
"37499","150200070608"
"37500","080202050102"
"37501","150200070609"
"37502","150200080101"
"37503","150200080102"
"37504","031502030204"
"37505","031502030205"
"37506","031502030107"
"37507","031502030206"
"37508","031502030105"
"37509","031502030106"
"37510","150503020101"
"37511","150200090104"
"37512","150200090105"
"37513","150503020102"
"37514","150503020103"
"37515","150503020104"
"37516","110100010803"
"37517","110100010801"
"37518","110100010804"
"37519","110100010806"
"37520","110100011107"
"37521","110100011201"
"37522","150503030303"
"37523","150503030206"
"37524","080202050105"
"37525","150503030301"
"37526","150503030309"
"37527","150502030306"
"37528","150502030307"
"37529","150502030402"
"37530","150502030403"
"37531","150503030302"
"37532","150503030304"
"37533","043300000000"
"37534","031601070106"
"37535","031601070103"
"37536","031601070104"
"37537","031601070105"
"37538","031601070201"
"37539","031601070202"
"37540","031601070203"
"37541","031601070204"
"37542","031601070205"
"37543","031601070206"
"37544","031601070301"
"37545","031601090102"
"37546","031601090103"
"37547","031601090104"
"37548","031502030201"
"37549","150200080103"
"37550","150200080104"
"37551","031502030108"
"37552","031502030109"
"37553","031502030110"
"37554","031502030202"
"37555","031502030203"
"37556","150503020108"
"37557","150503020105"
"37558","150503020106"
"37559","150503020107"
"37560","150503020109"
"37561","150503020110"
"37562","080202040904"
"37563","080202050101"
"37564","110100011403"
"37565","110100011307"
"37566","110100011402"
"37567","150503030308"
"37568","080202031501"
"37569","150503030305"
"37570","150503030306"
"37571","150503030307"
"37572","080203010103"
"37573","080203010105"
"37574","080203010201"
"37575","080203010202"
"37576","080203010203"
"37577","150200080203"
"37578","150200080105"
"37579","150200080201"
"37580","150200080202"
"37581","150200080204"
"37582","150200080205"
"37583","150200080206"
"37584","150200080301"
"37585","150200080302"
"37586","031502030207"
"37587","150503020203"
"37588","150503020111"
"37589","150503020201"
"37590","150503020202"
"37591","150503020204"
"37592","080202050104"
"37593","080202050201"
"37594","080202050204"
"37595","110100031101"
"37596","110100060602"
"37597","110100060701"
"37598","150502030401"
"37599","150502030404"
"37600","150502030405"
"37601","150502030406"
"37602","080202031502"
"37603","080202031503"
"37604","110100060803"
"37605","110100060702"
"37606","110100060704"
"37607","110100060801"
"37608","110100060804"
"37609","110100070805"
"37610","110100080803"
"37611","150503030405"
"37612","150503030402"
"37613","150503030501"
"37614","031601090108"
"37615","031601090105"
"37616","031601090106"
"37617","031601090107"
"37618","031601090109"
"37619","031601090201"
"37620","031601090202"
"37621","031601090203"
"37622","080202050402"
"37623","080202050403"
"37624","150502030501"
"37625","150502030408"
"37626","150502030502"
"37627","150502030503"
"37628","150502030504"
"37629","080202031505"
"37630","111402030207"
"37631","111402030208"
"37632","111402050301"
"37633","150503020302"
"37634","150503020304"
"37635","150503020305"
"37636","150503020307"
"37637","150503020308"
"37638","150503030101"
"37639","150503030102"
"37640","150503030103"
"37641","150503030201"
"37642","080401030701"
"37643","101900060502"
"37644","080401030704"
"37645","080401030802"
"37646","080401030803"
"37647","080401030804"
"37648","080401030805"
"37649","110100090103"
"37650","110100080805"
"37651","110100080806"
"37652","110100080903"
"37653","110100090104"
"37654","110100100102"
"37655","110100100205"
"37656","150503030505"
"37657","150503030502"
"37658","150503030503"
"37659","150503030504"
"37660","150503030506"
"37661","031601030303"
"37662","031601030304"
"37663","150502030511"
"37664","080202050408"
"37665","080202050501"
"37666","080202050409"
"37667","040601050507"
"37668","150502030508"
"37669","150502030509"
"37670","150502030601"
"37671","150502030602"
"37672","150502030603"
"37673","111402050303"
"37674","111403040101"
"37675","040601050601"
"37676","111403040103"
"37677","150503030202"
"37678","150503030203"
"37679","031502030208"
"37680","031502030209"
"37681","031502030301"
"37682","031502030302"
"37683","031502030303"
"37684","080401030808"
"37685","080401030901"
"37686","040700040404"
"37687","080401030902"
"37688","080401030903"
"37689","130100020406"
"37690","080401030904"
"37691","150301040404"
"37692","080401030905"
"37693","150301040405"
"37694","150301040406"
"37695","080401030907"
"37696","150301040606"
"37697","150301040609"
"37698","150301040705"
"37699","150301041203"
"37700","150301041205"
"37701","150301041208"
"37702","150301041308"
"37703","080402010102"
"37704","080402010103"
"37705","080402010104"
"37706","110100100401"
"37707","031601030501"
"37708","031601050101"
"37709","031601050103"
"37710","031601050201"
"37711","031601050202"
"37712","031601050203"
"37713","080202050504"
"37714","080202050502"
"37715","080202050505"
"37716","080202050506"
"37717","080202050507"
"37718","080202050508"
"37719","040601050701"
"37720","040601050702"
"37721","040601050607"
"37722","040601050705"
"37723","040601050706"
"37724","040601050707"
"37725","040601050207"
"37726","040601050103"
"37727","040601050604"
"37728","040601050602"
"37729","040601050603"
"37730","040601050605"
"37731","040601050606"
"37732","041201010402"
"37733","041201010703"
"37734","041201010403"
"37735","041201010102"
"37736","020502060205"
"37737","041201010201"
"37738","041201010203"
"37739","020502060206"
"37740","041201020210"
"37741","041201010204"
"37742","041201010301"
"37743","041201010302"
"37744","041201010303"
"37745","041201030306"
"37746","041201030401"
"37747","070200040402"
"37748","041201030506"
"37749","070400040503"
"37750","041201030601"
"37751","111003020206"
"37752","041201030604"
"37753","041201010605"
"37754","111302080304"
"37755","041201010702"
"37756","041201010503"
"37757","041201010701"
"37758","080202031605"
"37759","041201010405"
"37760","110702080102"
"37761","010100090803"
"37762","041201010407"
"37763","010100090801"
"37764","040601040103"
"37765","040601040203"
"37766","040601040305"
"37767","040601040307"
"37768","040601040401"
"37769","040601040403"
"37770","040601040404"
"37771","010100090401"
"37772","040601040405"
"37773","040601050708"
"37774","040601050405"
"37775","150502030703"
"37776","150502030701"
"37777","150502030702"
"37778","150502030704"
"37779","080202030801"
"37780","080202040806"
"37781","111403040204"
"37782","031502030404"
"37783","031502030401"
"37784","031502030402"
"37785","031502030403"
"37786","031502030405"
"37787","031502030406"
"37788","031502030407"
"37789","031502030408"
"37790","031502030501"
"37791","010100110203"
"37792","031502030502"
"37793","031502030503"
"37794","110702080103"
"37795","110100110403"
"37796","110702080101"
"37797","110702080204"
"37798","110702080205"
"37799","150200090106"
"37800","150502030710"
"37801","031601050301"
"37802","031601050302"
"37803","031601050303"
"37804","080203010301"
"37805","080500010703"
"37806","150502030706"
"37807","080202030802"
"37808","150502030707"
"37809","150502030708"
"37810","150502030709"
"37811","080202031608"
"37812","031502030602"
"37813","111402010502"
"37814","031502030504"
"37815","031502030505"
"37816","150502030806"
"37817","150502030807"
"37818","031502030601"
"37819","031502030603"
"37820","150200090305"
"37821","150200090306"
"37822","031601060404"
"37823","031601060401"
"37824","031601060402"
"37825","031601060403"
"37826","031601060405"
"37827","031601060406"
"37828","031601060407"
"37829","031502030604"
"37830","031502030605"
"37831","031502030606"
"37832","031502030701"
"37833","031502030702"
"37834","080401030101"
"37835","080401030102"
"37836","080401030202"
"37837","080402010205"
"37838","150200100105"
"37839","080402010206"
"37840","080402010301"
"37841","150200090201"
"37842","150200090107"
"37843","150200090108"
"37844","150200090109"
"37845","150200090202"
"37846","031601060202"
"37847","031601050304"
"37848","031601050502"
"37849","031601060201"
"37850","031601060203"
"37851","080500020403"
"37852","111402010501"
"37853","150502030804"
"37854","150502030801"
"37855","150502030802"
"37856","150502030803"
"37857","150502030805"
"37858","150502030808"
"37859","080401020905"
"37860","080401020904"
"37861","080401020906"
"37862","150200080305"
"37863","080202040708"
"37864","031502020201"
"37865","080202040712"
"37866","150200080304"
"37867","150200080405"
"37868","150200080306"
"37869","150200080307"
"37870","031502030703"
"37871","080402010303"
"37872","080402010305"
"37873","080402010306"
"37874","150200090302"
"37875","150200090204"
"37876","150200090205"
"37877","150200090301"
"37878","150200090303"
"37879","150200090304"
"37880","111402030206"
"37881","111402030204"
"37882","150200050205"
"37883","010100100503"
"37884","150200050206"
"37885","080401030104"
"37886","150502030809"
"37887","150502030810"
"37888","080401030203"
"37889","080401030301"
"37890","080401030302"
"37891","150200080311"
"37892","150200080308"
"37893","080401030303"
"37894","150200080309"
"37895","180300120202"
"37896","180300120103"
"37897","180300120104"
"37898","150200080310"
"37899","180300120301"
"37900","180300120302"
"37901","180300120303"
"37902","180300120304"
"37903","180300120401"
"37904","180300120402"
"37905","150200080401"
"37906","031502030804"
"37907","031502030801"
"37908","031502030802"
"37909","031502030803"
"37910","031502030805"
"37911","031502040101"
"37912","080402010405"
"37913","080402010403"
"37914","080402010404"
"37915","080402010406"
"37916","080402010501"
"37917","080402010502"
"37918","080402010503"
"37919","150200100103"
"37920","150200090307"
"37921","080204020401"
"37922","150200100102"
"37923","150200100106"
"37924","150200100107"
"37925","150200100108"
"37926","031601060601"
"37927","031601060408"
"37928","031601060501"
"37929","031601060506"
"37930","031601060602"
"37931","031601060603"
"37932","031601060604"
"37933","031601060605"
"37934","150200050302"
"37935","150200050208"
"37936","150200050301"
"37937","020502060303"
"37938","150200050303"
"37939","103001021607"
"37940","150200050304"
"37941","103001021608"
"37942","103001021609"
"37943","150200050305"
"37944","150200050306"
"37945","150502030904"
"37946","150502030901"
"37947","150502030902"
"37948","150502030903"
"37949","080401030304"
"37950","150200080402"
"37951","150200080403"
"37952","150200080404"
"37953","150200080406"
"37954","150200080407"
"37955","150200080501"
"37956","031502040105"
"37957","031502040102"
"37958","031502040103"
"37959","031502040104"
"37960","031502040201"
"37961","080402010601"
"37962","080402010602"
"37963","150200100202"
"37964","150200100109"
"37965","150200100110"
"37966","150200100201"
"37967","100301011005"
"37968","031601060609"
"37969","031601060606"
"37970","031601060607"
"37971","031601060608"
"37972","031601060701"
"37973","180300120201"
"37974","180300120203"
"37975","180300120204"
"37976","180300120205"
"37977","180300120206"
"37978","180300120207"
"37979","180300120403"
"37980","180300120501"
"37981","180300120502"
"37982","180300120503"
"37983","180300120504"
"37984","140801010401"
"37985","140801010402"
"37986","010500010809"
"37987","140801010403"
"37988","043200000000"
"37989","080204010304"
"37990","051002051310"
"37991","051002051402"
"37992","051002051403"
"37993","180300121103"
"37994","180300121003"
"37995","180300121101"
"37996","180300121102"
"37997","180300121104"
"37998","180300121201"
"37999","180300121202"
"38000","180300122101"
"38001","180300121203"
"38002","180300120604"
"38003","180300121204"
"38004","180300121205"
"38005","180300121206"
"38006","180300121207"
"38007","180300121301"
"38008","180300121302"
"38009","010500010804"
"38010","010500010707"
"38011","010500010708"
"38012","010500010802"
"38013","010500010806"
"38014","010500010810"
"38015","010500040701"
"38016","110200101509"
"38017","110200101506"
"38018","110200101507"
"38019","101900071001"
"38020","110200101508"
"38021","101900050705"
"38022","140801011103"
"38023","140801010802"
"38024","140801011102"
"38025","101900050706"
"38026","140801011104"
"38027","180300122102"
"38028","180300120602"
"38029","180300120603"
"38030","180300120605"
"38031","180300122004"
"38032","180300120606"
"38033","180300122005"
"38034","101900050707"
"38035","070102020102"
"38036","140500060301"
"38037","110200101401"
"38038","180300120601"
"38039","180300120701"
"38040","180300120702"
"38041","180300120703"
"38042","180300120704"
"38043","180300120801"
"38044","180300121403"
"38045","180300121402"
"38046","180300121404"
"38047","180300121405"
"38048","140801011105"
"38049","180300121501"
"38050","010500040702"
"38051","110200101603"
"38052","110200101510"
"38053","110200101601"
"38054","101900050708"
"38055","102500020906"
"38056","102500021003"
"38057","110200101602"
"38058","110200101702"
"38059","102500021004"
"38060","101900090305"
"38061","140801011202"
"38062","140801011106"
"38063","140801011201"
"38064","140801011203"
"38065","180600080303"
"38066","180300122103"
"38067","180600080301"
"38068","180600080302"
"38069","180600080401"
"38070","180600080402"
"38071","180600080403"
"38072","180600080404"
"38073","101900071007"
"38074","101900071004"
"38075","101900071006"
"38076","102500021002"
"38077","102500050202"
"38078","102500050203"
"38079","130100020104"
"38080","130100020201"
"38081","130100020202"
"38082","101900090203"
"38083","101900090202"
"38084","101900150203"
"38085","140401090105"
"38086","140401090106"
"38087","180300120805"
"38088","180300120803"
"38089","180300120804"
"38090","100200050705"
"38091","180300121504"
"38092","101900060101"
"38093","180300121503"
"38094","070200030205"
"38095","180300121505"
"38096","101900080203"
"38097","140801011205"
"38098","180600070301"
"38099","180600080501"
"38100","180600080502"
"38101","180600080503"
"38102","101900070103"
"38103","101900080202"
"38104","180902040302"
"38105","090201060706"
"38106","102500050205"
"38107","180902040305"
"38108","180902040306"
"38109","090201060703"
"38110","102500030101"
"38111","180300120806"
"38112","101900080301"
"38113","102500030102"
"38114","130100020203"
"38115","130100020204"
"38116","110200101504"
"38117","140401090308"
"38118","140500030105"
"38119","090201060704"
"38120","140500030109"
"38121","140500030403"
"38122","103001040101"
"38123","103001040102"
"38124","103001040103"
"38125","103001040104"
"38126","101900060201"
"38127","031800050203"
"38128","031800050204"
"38129","031800050301"
"38130","031800050302"
"38131","031800050303"
"38132","031800050304"
"38133","180300120901"
"38134","180300120902"
"38135","101900060103"
"38136","101900060202"
"38137","180300121506"
"38138","180300121603"
"38139","110200101503"
"38140","180300121601"
"38141","180300121602"
"38142","180300121604"
"38143","180300121701"
"38144","180300121702"
"38145","180300121703"
"38146","180300121704"
"38147","180600060602"
"38148","180600060603"
"38149","110200101706"
"38150","110200101707"
"38151","110200101708"
"38152","180600090101"
"38153","010802050201"
"38154","180600080602"
"38155","140500030404"
"38156","102500050208"
"38157","180600051501"
"38158","102500030103"
"38159","180600051502"
"38160","101900060203"
"38161","102500030104"
"38162","101900060204"
"38163","102500030201"
"38164","102500030202"
"38165","130100020302"
"38166","140500030401"
"38167","140500030402"
"38168","140500030801"
"38169","140500030804"
"38170","010802050104"
"38171","180600051504"
"38172","180600051503"
"38173","180600060701"
"38174","110200101505"
"38175","101900060205"
"38176","180600060703"
"38177","180600060604"
"38178","180600060605"
"38179","180600060702"
"38180","101900060601"
"38181","101900060602"
"38182","101900060604"
"38183","180600090103"
"38184","180600090105"
"38185","130100020601"
"38186","130100020602"
"38187","180600051505"
"38188","180600090102"
"38189","180600090104"
"38190","130100020404"
"38191","102500050201"
"38192","102500030203"
"38193","150301010712"
"38194","150301010713"
"38195","150301040104"
"38196","102500030204"
"38197","150301040105"
"38198","150301040108"
"38199","102500030301"
"38200","130100020303"
"38201","130100020304"
"38202","010802050801"
"38203","180600070106"
"38204","010802050503"
"38205","010802050805"
"38206","180600051508"
"38207","180600051506"
"38208","101900060607"
"38209","180600051507"
"38210","180600051509"
"38211","180600060101"
"38212","180600060102"
"38213","180600060103"
"38214","180600060104"
"38215","180600060105"
"38216","180600060106"
"38217","180600060201"
"38218","101900060302"
"38219","101900060206"
"38220","101900060207"
"38221","102500030402"
"38222","101900060304"
"38223","101900060401"
"38224","101900060402"
"38225","101900060403"
"38226","101900060404"
"38227","150301010409"
"38228","130100020405"
"38229","150301010404"
"38230","150301010408"
"38231","102500030304"
"38232","150301010411"
"38233","150301010412"
"38234","150301010702"
"38235","150301010705"
"38236","150301010707"
"38237","150301010709"
"38238","180600070109"
"38239","180600070107"
"38240","180600070110"
"38241","180600070201"
"38242","180600070202"
"38243","180600070203"
"38244","130100020603"
"38245","180600070204"
"38246","180600070205"
"38247","180600070206"
"38248","101900070101"
"38249","020301010303"
"38250","180600090201"
"38251","130100020604"
"38252","130100020605"
"38253","020301010203"
"38254","020301010204"
"38255","180600100101"
"38256","180600090202"
"38257","180600090203"
"38258","180600100102"
"38259","180902032205"
"38260","180902032206"
"38261","102500030305"
"38262","180600060204"
"38263","130100020305"
"38264","130100020306"
"38265","010802070601"
"38266","180600060303"
"38267","180600060304"
"38268","180600060305"
"38269","180600060306"
"38270","180600060307"
"38271","180600060401"
"38272","150301040306"
"38273","150301040605"
"38274","180600070207"
"38275","180600070208"
"38276","180600070209"
"38277","180600070302"
"38278","180600070303"
"38279","180600070304"
"38280","070102020303"
"38281","180600070305"
"38282","180600070306"
"38283","180600070401"
"38284","180600070402"
"38285","101900070104"
"38286","130100020606"
"38287","130100020608"
"38288","130100020701"
"38289","130100020702"
"38290","160502010202"
"38291","180102100102"
"38292","180102100101"
"38293","180102100103"
"38294","180102100104"
"38295","070102020401"
"38296","180102100105"
"38297","180102100106"
"38298","180102100107"
"38299","180102100108"
"38300","180102100201"
