"","huc8","states","name"
"231","10030202","MT","Cut Bank"
"232","10030204","MT","Willow"
"233","10030102","MT","Upper Missouri-Dearborn"
"234","10030203","CN,MT","Marias"
"235","03150106","AL","Middle Coosa"
"236","06020001","AL,GA,TN","Middle Tennessee-Chickamauga"
"237","03050101","NC,SC","Upper Catawba"
"238","03150204","AL","Lower Alabama"
"239","03160204","AL","Mobile-Tensaw"
"240","03110201","FL,GA","Upper Suwannee"
"241","03070201","GA","Satilla"
"242","03030005","NC","Lower Cape Fear"
"243","03040208","NC,SC","Coastal Carolina"
"244","01070004","MA,NH","Nashua River"
"245","01070006","MA,NH","Merrimack River"
"246","01070005","MA","Concord River"
"247","01090001","MA","Charles"
"248","01100003","CT","Thames"
"249","02030203","CT,NY,RI","Long Island Sound"
"250","01070003","NH","Contoocook River"
"251","01080201","MA,NH,VT","Ashuelot River-Connecticut River"
"252","01040002","ME,NH","Lower Androscoggin River"
"253","01090006","RI","Point Judith-Block Island"
"254","01090004","MA,RI","Narragansett"
"255","01100001","CT,MA,RI","Quinebaug River"
"256","01080204","MA","Chicopee River"
"257","01090003","MA,RI","Blackstone River"
"258","01080206","CT,MA","Westfield River"
"259","17100106","OR,WA","Willapa Bay"
"260","16030008","UT","Lower Beaver"
"261","19020302","AK","Upper Kenai Peninsula"
"262","19020402","AK","Matanuska"
"263","17110007","WA","Lower Skagit"
"264","17110005","CN,WA","Upper Skagit"
"265","04220003","CN","Severn River-Lake Simcoe"
"266","04270202","CN","Gull River"
"267","01010006","CN,ME","Headwaters Saint John River"
"268","04310001","CN,ME","Chaudiere River"
"269","01080103","NH,VT","Ammonoosuc River-Connecticut River"
"270","01080107","NH,VT","West River-Connecticut River"
"271","11120303","OK","Lower North Fork Red"
"272","11130302","OK","Upper Washita"
"273","11090202","OK","Lower Canadian-Walnut"
"274","11140104","OK","Clear Boggy"
"275","05140102","KY","Salt"
"276","05110003","KY","Middle Green"
"277","05110005","KY","Lower Green"
"278","05110006","KY","Pond"
"279","06040002","TN","Upper Duck"
"280","06030003","AL,TN","Upper Elk"
"281","17100304","OR","Coos"
"282","17100310","OR","Lower Rogue"
"283","04200001","MI","Carp-Pine"
"284","04210003","CN","Sturgeon River"
"285","04200008","CN","Spanish River-Frontal Lake Huron"
"286","04200009","CN","Killarney Lake-Frontal Lake Huron"
"287","04200006","CN","Serpent River-Frontal Lake Huron"
"288","04210004","CN","French River-Frontal Lake Huron"
"289","04210002","CN","Lower Wanapitei River"
"290","04200007","CN","Vermillion River"
"291","04210001","CN","Upper Wanapitei River"
"292","14040106","CO,UT,WY","Upper Green-Flaming Gorge Reservoir"
"293","02040206","DE,NJ","Cohansey-Maurice"
"294","02040204","DE,NJ","Delaware Bay"
"295","02040301","NJ,NY","Mullica-Toms"
"296","02020002","NY","Sacandaga"
"297","02050306","MD,PA","Lower Susquehanna"
"298","02070009","MD,PA","Monocacy"
"299","14040101","WY","Upper Green"
"300","14040102","WY","New Fork"
"301","14040103","WY","Upper Green-Slate"
"302","14040104","WY","Big Sandy"
"303","14040108","UT,WY","Muddy"
"304","09020318","CN","Rat River-Tourond Creek"
"305","04270201","CN","Scugog River"
"306","04270204","CN","Otonabee River"
"307","04270106","CN","Moira River-Frontal Lake Ontario"
"308","04270203","CN","Kawartha Lakes"
"309","02080103","VA","Rapidan-Upper Rappahannock"
"310","02080105","VA","Mattaponi"
"311","05090102","WV","Twelvepole"
"312","01050003","ME","St. George-Sheepscot"
"313","21020001","VI","St. John-St. Thomas"
"314","21020002","VI","St. Croix"
"315","08090100","LA","Lower Mississippi-New Orleans"
"316","08090301","LA","East Central Louisiana Coastal"
"317","03050201","SC","Cooper"
"318","03050202","SC","South Carolina Coastal"
"319","03050206","SC","Edisto River"
"320","03050207","SC","Salkehatchie"
"321","03050209","SC","Bulls Bay"
"322","03050210","SC","St. Helena Island"
"323","02080110","DE,MD,VA","Tangier"
"324","02070001","MD,VA,WV","South Branch Potomac"
"325","04200005","CN","Lower Mississagi River"
"326","04200004","CN","Upper Mississagi River"
"327","04020101","MI,WI","Black-Presque Isle"
"328","04020103","MI","Keweenaw Peninsula"
"329","04270102","CN","Jordan Harbour-Frontal Lake Ontario"
"330","04100011","OH","Sandusky"
"331","04100012","OH","Huron-Vermilion"
"332","04140301","NY","Black"
"333","04270101","CN,NY","Niagara River"
"334","01040001","CN,ME,NH","Upper Androscoggin River"
"335","01080101","CN,ME,NH,VT","Headwaters Connecticut River"
"336","01030001","CN,ME","Upper Kennebec River"
"337","01030002","CN,ME","Dead River"
"338","04030103","WI","Duck-Pensaukee"
"339","04030104","WI","Oconto"
"340","04030105","WI","Peshtigo"
"341","07120003","IL,IN","Chicago"
"342","04040002","IL,WI","Pike-Root"
"343","04040001","IL,IN,MI","Little Calumet-Galien"
"344","04030109","MI","Cedar-Ford"
"345","04050002","MI","Black-Macatawa"
"346","04050006","MI","Lower Grand"
"347","04030108","MI,WI","Menominee"
"348","04030110","MI","Escanaba"
"349","04030111","MI","Tacoosh-Whitefish"
"350","04230005","CN","Maitland River-Frontal Lake Huron"
"351","04230004","CN","Penetangore River-Frontal Lake Huron"
"352","04230002","CN","Bruce Peninsula-Frontal Lake Huron"
"353","11010007","AR,MO","Upper Black"
"354","11020001","CO","Arkansas Headwaters"
"355","14010003","CO","Eagle"
"356","11130301","OK,TX","Washita Headwaters"
"357","11090106","OK,TX","Middle Canadian-Spring"
"358","11090105","TX","Lake Meredith"
"359","11100104","OK,TX","Palo Duro"
"360","11110207","AR","Lower Arkansas-Maumelle"
"361","05040003","OH","Walhonding"
"362","04110004","OH","Grand"
"363","05030103","OH,PA","Mahoning"
"364","05030102","OH,PA","Shenango"
"365","11090203","OK","Little"
"366","10230003","IA,MN","Little Sioux"
"367","07130012","IL","Macoupin"
"368","07050001","WI","Upper Chippewa"
"369","07050002","MI,WI","Flambeau"
"370","10180014","NE","Lower North Platte"
"371","10190018","CO,NE","Lower South Platte"
"372","17040208","ID","Portneuf"
"373","15010011","NV","White"
"374","16060008","NV","Spring-Steptoe Valleys"
"375","16060014","NV","Sand Spring-Tikaboo Valleys"
"376","18090208","CA","Mojave"
"377","11060006","OK","Black Bear-Red Rock"
"378","11070107","OK","Bird"
"379","02030104","NJ,NY","Sandy Hook-Staten Island"
"380","21010007","PR","Puerto Rican Western Islands"
"381","21010008","PR","Puerto Rican Eastern Islands"
"382","08020401","AR","Lower Arkansas"
"383","08020402","AR","Bayou Meto"
"384","02030202","NJ,NY,RI","Southern Long Island"
"385","11090204","OK","Lower Canadian"
"386","11110102","OK","Dirty-Greenleaf"
"387","11140103","OK","Muddy Boggy"
"388","12090402","TX","East Matagorda Bay"
"389","10230002","IA","Floyd"
"390","10170204","IA,MN","Rock"
"391","10050012","MT","Lower Milk"
"392","10060001","MT","Prairie Elk-Wolf"
"393","10070008","MT","Pryor"
"394","10070003","MT","Shields"
"395","10140101","NE,SD","Fort Randall Reservoir"
"396","10130105","SD","Lower Lake Oahe"
"397","11020003","CO","Fountain"
"398","10190001","CO","South Platte Headwaters"
"399","10190002","CO","Upper South Platte"
"400","11020002","CO","Upper Arkansas"
"401","20010000","HI","Hawaii"
"402","20070000","HI","Kauai"
"403","20050000","HI","Molokai"
"404","20020000","HI","Maui"
"405","10180012","NE,WY","Horse"
"406","10040104","MT","Fort Peck Reservoir"
"407","10050009","MT","Peoples"
"408","10080008","WY","Nowood"
"409","10090101","MT,WY","Upper Tongue"
"410","17100205","OR","Alsea"
"411","17100207","OR","Siltcoos"
"412","05100101","KY","Licking"
"413","09020314","CN,MN","Roseau"
"414","09030009","CN,MN","Lake of the Woods"
"415","09020302","MN","Red Lakes"
"416","17110012","WA","Lake Washington"
"417","09010004","CN,ND","Willow"
"418","09020316","CN,ND","Lower Pembina River"
"419","09020315","CN,ND","Upper Pembina River"
"420","09020312","CN,MN","Two Rivers"
"421","17100302","OR","South Umpqua"
"422","08020301","AR","Lower White-Bayou Des Arc"
"423","08020302","AR,MO","Cache"
"424","11010013","AR","Upper White-Village"
"425","10130101","ND","Painted Woods-Square Butte"
"426","10130104","ND","Beaver"
"427","10130201","ND","Knife"
"428","10130203","ND","Lower Heart"
"429","10130206","ND","Lower Cannonball"
"430","10160001","ND","James Headwaters"
"431","10160002","ND","Pipestem"
"432","09010002","CN,ND","Des Lacs"
"433","09020107","MN,ND","Elm-Marsh"
"434","10110203","MT,ND","Middle Little Missouri"
"435","15050202","AZ,MX","Upper San Pedro"
"436","15080102","AZ,MX","Rio Sonoyta"
"437","11120103","TX","Upper Prairie Dog Town Fork Red"
"438","20040000","HI","Lanai"
"439","05010003","PA","Middle Allegheny-Tionesta"
"440","05010004","NY,PA","French"
"441","05030105","PA","Connoquenessing"
"442","20080000","HI","Niihau"
"443","05010002","NY,PA","Conewango"
"444","07010103","MN","Prairie-Willow"
"445","09030005","MN","Little Fork"
"446","17110009","WA","Skykomish"
"447","17110011","WA","Snohomish"
"448","20030000","HI","Kahoolawe"
"449","10280102","IA,MO","Thompson"
"450","10300101","KS,MO","Lower Missouri-Crooked"
"451","10280202","MO","Lower Chariton"
"452","10280101","IA,MO","Upper Grand"
"453","10290103","KS,MO","Little Osage"
"454","10270102","KS","Middle Kansas"
"455","10270103","KS","Delaware"
"456","10270201","NE","Upper Big Blue"
"457","10200101","NE","Middle Platte-Buffalo"
"458","10220003","NE","Lower Elkhorn"
"459","10200103","NE","Middle Platte-Prairie"
"460","10210009","NE","Loup"
"461","10240001","IA,MO,NE","Keg-Weeping Water"
"462","10250016","KS,NE","Middle Republican"
"463","20060000","HI","Oahu"
"464","10200202","NE","Lower Platte"
"465","10270206","KS,NE","Upper Little Blue"
"466","10270203","NE","West Fork Big Blue"
"467","10060002","MT","Redwater"
"468","10190015","CO,NE,WY","Upper Lodgepole"
"469","09030007","MN","Rapid"
"470","03040101","NC,VA","Upper Yadkin"
"471","11120104","TX","Tule"
"472","11120201","TX","Upper Salt Fork Red"
"473","11120301","TX","Upper North Fork Red"
"474","11130103","TX","North Pease"
"475","11130104","TX","Middle Pease"
"476","11130105","OK,TX","Pease"
"477","11130204","TX","North Wichita"
"478","11130205","TX","South Wichita"
"479","11130206","OK,TX","Wichita"
"480","11130207","TX","Southern Beaver"
"481","11130209","TX","Little Wichita"
"482","11140106","AR,OK,TX","Pecan-Waterhole"
"483","11140301","TX","Sulphur Headwaters"
"484","11140303","TX","White Oak Bayou"
"485","11140305","TX","Lake O'the Pines"
"486","11140306","LA,TX","Caddo Lake"
"487","11140307","TX","Little Cypress"
"488","12010001","TX","Upper Sabine"
"489","12010002","LA,TX","Middle Sabine"
"490","05120208","IN","Lower East Fork White"
"491","05120209","IN","Patoka"
"492","05140104","IN,KY","Blue-Sinking"
"493","05140201","IN,KY","Lower Ohio-Little Pigeon"
"494","05140202","IL,IN,KY","Highland-Pigeon"
"495","08040304","LA","Little"
"496","08070205","LA,MS","Tangipahoa"
"497","03180004","LA,MS","Lower Pearl"
"498","08040301","LA","Lower Red"
"499","08080102","LA","Bayou Teche"
"500","08070300","LA","Lower Grand"
"501","10120108","NE,SD,WY","Hat"
"502","10150003","NE,SD","Upper Niobrara"
"503","10150007","NE","Lower Niobrara"
"504","10180013","NE,WY","Pumpkin"
"505","10200102","NE","Wood"
"506","10200201","NE","Lower Platte-Shell"
"507","10200203","NE","Salt"
"508","10210001","NE","Upper Middle Loup"
"509","10210002","NE","Dismal"
"510","10210003","NE","Lower Middle Loup"
"511","10210004","NE","South Loup"
"512","10210005","NE","Mud"
"513","10210006","NE","Upper North Loup"
"514","10210007","NE","Lower North Loup"
"515","10210008","NE","Calamus"
"516","10210010","NE","Cedar"
"517","11100301","OK","Middle North Canadian"
"518","11100303","OK","Deep Fork"
"519","11110101","OK","Polecat-Snake"
"520","11130202","OK","Cache"
"521","11130203","OK","West Cache"
"522","11130208","OK","Northern Beaver"
"523","11130303","OK","Middle Washita"
"524","11130304","OK","Lower Washita"
"525","11140102","OK","Blue"
"526","11140107","OK","Upper Little"
"527","11110104","AR,OK","Robert S. Kerr Reservoir"
"528","11140105","AR,OK","Kiamichi"
"529","11040002","CO,KS,NM,OK","Upper Cimarron"
"530","11040008","KS,OK","Upper Cimarron-Bluff"
"531","11060001","KS,OK","Kaw Lake"
"532","12010003","TX","Lake Fork"
"533","12020001","TX","Upper Neches"
"534","12020002","TX","Middle Neches"
"535","12020004","TX","Upper Angelina"
"536","12020005","TX","Lower Angelina"
"537","12020006","TX","Village"
"538","12020007","TX","Pine Island Bayou"
"539","12030101","TX","Upper West Fork Trinity"
"540","12030102","TX","Lower West Fork Trinity"
"541","12030103","TX","Elm Fork Trinity"
"542","12030104","TX","Denton"
"543","12030105","TX","Upper Trinity"
"544","12030106","TX","East Fork Trinity"
"545","12030107","TX","Cedar"
"546","12030108","TX","Richland"
"547","12030109","TX","Chambers"
"548","12030201","TX","Lower Trinity-Tehuacana"
"549","12030202","TX","Lower Trinity-Kickapoo"
"550","22020208","MP","Sarigan Island"
"551","13040205","MX,TX","Big Bend"
"552","13040206","TX","Maravillas"
"553","13040207","TX","Santiago Draw"
"554","13040208","MX,TX","Reagan-Sanderson"
"555","13040209","TX","San Francisco"
"556","13040210","MX,TX","Lozier Canyon"
"557","13040211","TX","Big Canyon"
"558","13040301","TX","Upper Devils"
"559","13040302","TX","Lower Devils"
"560","13040303","TX","Dry Devils"
"561","13070002","NM,TX","Delaware"
"562","13070003","TX","Toyah"
"563","13070005","TX","Barrilla Draw"
"564","13070006","TX","Coyanosa-Hackberry Draws"
"565","12030203","TX","Lower Trinity"
"566","12040101","TX","West Fork San Jacinto"
"567","12040102","TX","Spring"
"568","12040103","TX","East Fork San Jacinto"
"569","12040104","TX","Buffalo-San Jacinto"
"570","13040203","MX,TX","Black Hills-Fresno"
"571","13040204","TX","Terlingua"
"572","22020207","MP","Guguan Island"
"573","10220001","NE","Upper Elkhorn"
"574","10220002","NE","North Fork Elkhorn"
"575","10220004","NE","Logan"
"576","10240006","NE","Little Nemaha"
"577","10250008","NE","Medicine"
"578","10270202","NE","Middle Big Blue"
"579","10270204","NE","Turkey"
"580","10190017","CO,NE,WY","Sidney Draw"
"581","10240008","KS,NE","Big Nemaha"
"582","10250004","KS,NE","Upper Republican"
"583","10250014","KS,NE","Beaver"
"584","10140201","NE,SD","Upper White"
"585","11060002","KS,OK","Upper Salt Fork Arkansas"
"586","11060004","KS,OK","Lower Salt Fork Arkansas"
"587","11060005","KS,OK","Chikaskia"
"588","11070103","KS,OK","Middle Verdigris"
"589","11070106","KS,OK","Caney"
"590","11120202","OK,TX","Lower Salt Fork Red"
"591","11120302","OK,TX","Middle North Fork Red"
"592","11120304","OK,TX","Elm Fork Red"
"593","11130102","OK,TX","Blue-China"
"594","11130201","OK,TX","Farmers-Mud"
"595","11100101","NM,OK,TX","Upper Beaver"
"596","18010201","OR","Williamson"
"597","18010202","OR","Sprague"
"598","02050106","PA","Upper Susquehanna-Tunkhannock"
"599","02050201","PA","Upper West Branch Susquehanna"
"600","02050202","PA","Sinnemahoning"
"601","13040202","MX,TX","Alamito"
"602","13070008","TX","Pecos"
"603","13070009","TX","Tunas"
"604","13070010","TX","Independence"
"605","13070011","TX","Howard Draw"
"606","22020206","MP","Alamagan Island"
"607","22020203","MP","Asuncion Island"
"608","14080106","AZ,NM","Chaco"
"609","15040001","NM","Upper Gila"
"610","15020003","AZ,NM","Carrizo Wash"
"611","15020004","AZ,NM","Zuni"
"612","22020205","MP","Pagan Island"
"613","12090108","TX","Jim Ned"
"614","12090109","TX","San Saba"
"615","12090110","TX","Brady"
"616","12090201","TX","Buchanan-Lyndon B. Johnson Lakes"
"617","12090202","TX","North Llano"
"618","12090204","TX","Llano"
"619","12090205","TX","Austin-Travis Lakes"
"620","12090206","TX","Pedernales"
"621","12090302","TX","Lower Colorado"
"622","12090401","TX","San Bernard"
"623","15040002","AZ,NM","Upper Gila-Mangas"
"624","11040001","CO,NM,OK","Cimarron Headwaters"
"625","13010005","CO,NM","Conejos"
"626","14080104","CO,NM","Animas"
"627","11090101","NM,TX","Middle Canadian-Trujillo"
"628","11090104","NM,TX","Carrizo"
"629","11120102","NM,TX","Palo Duro"
"630","13030102","MX,NM,TX","El Paso-Las Cruces"
"631","22020204","MP","Agrihan Island"
"632","10150006","NE,SD","Keya Paha"
"633","10170101","NE,SD","Lewis and Clark Lake"
"634","10150002","NE,WY","Niobrara Headwaters"
"635","01070001","NH","Pemigewasset River"
"636","01070002","NH","Winnipesaukee River"
"637","01080104","NH,VT","Waits River-Connecticut River"
"638","01080106","NH,VT","Black River-Connecticut River"
"639","02050203","PA","Middle West Branch Susquehanna"
"640","02050204","PA","Bald Eagle"
"641","02050205","PA","Pine"
"642","02050206","PA","Lower West Branch Susquehanna"
"643","02050303","PA","Raystown"
"644","02050304","PA","Lower Juniata"
"645","02050305","PA","Lower Susquehanna-Swatara"
"646","05010005","PA","Clarion"
"647","05010006","PA","Middle Allegheny-Redbank"
"648","05010007","PA","Conemaugh"
"649","05010008","PA","Kiskiminetas"
"650","05010009","PA","Lower Allegheny"
"651","05030104","PA","Beaver"
"652","02040104","NJ,NY,PA","Middle Delaware-Mongaup-Brodhead"
"653","12040203","TX","North Galveston Bay"
"654","12050003","TX","North Fork Double Mountain Fork Brazos"
"655","12050004","TX","Double Mountain Fork Brazos"
"656","12050006","TX","White"
"657","12050007","TX","Salt Fork Brazos"
"658","12060101","TX","Middle Brazos-Millers"
"659","12060102","TX","Upper Clear Fork Brazos"
"660","12060103","TX","Paint"
"661","12060104","TX","Lower Clear Fork Brazos"
"662","12060105","TX","Hubbard"
"663","12060201","TX","Middle Brazos-Palo Pinto"
"664","12060202","TX","Middle Brazos-Lake Whitney"
"665","12060203","TX","Bosque"
"666","12060204","TX","North Bosque"
"667","12070101","TX","Lower Brazos-Little Brazos"
"668","12070102","TX","Yegua"
"669","12070103","TX","Navasota"
