OBJECTID_2019,OBJECTID_2015,TNMID_2019,TNMID_2015,AREAACRES_2019,AreaAcres_2015,AREASQKM_2019,AreaSqKm_2015,STATES_2019,States_2015,HUC12_2019,HUC12_2015,NAME_2019,Name_2015,HUTYPE_2019,HUType_2015,HUMOD_2019,HUMod_2015,TOHUC_2019,ToHUC_2015,NONCONTRIBUTINGAREAACRES_2019,NonContributingAcres_2015,NONCONTRIBUTINGAREASQKM_2019,NonContributingSqKm_2015
169570,42653,{E0C90310-099D-4B18-BB2C-6B92BF98D96A},{E0C90310-099D-4B18-BB2C-6B92BF98D96A},31175.73,31176,126.16,126.1649074,NY,NY,043001081302,041504081302,Outlet Little Ausable River,Little Ausable River,S,S,NM,NM,43001081604,41504081604,0,0,0,0
169571,42654,{37F363EE-E3A9-48B2-905F-B9AD02CA2356},{37F363EE-E3A9-48B2-905F-B9AD02CA2356},28708.81,28709,116.18,116.1813037,NY,NY,043001081401,041504081401,Headwaters Salmon River,Headwaters Salmon River,S,S,NM,NM,43001081402,41504081402,0,0,0,0
169572,42655,{E4221902-E219-4E5E-A028-78FA6ACE71F8},{E4221902-E219-4E5E-A028-78FA6ACE71F8},14450.98,14451,58.48,58.48117386,NY,NY,043001081402,041504081402,Outlet Salmon River,Salmon River,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169575,42656,{7D36305A-BC7C-4529-BC50-FEC883024C0C},{7D36305A-BC7C-4529-BC50-FEC883024C0C},22855.75,22856,92.49,92.49503216,NY,NY,043001081501,041504081501,Headwaters Great Chazy River,Headwaters Great Chazy River,S,S,NM,NM,43001081504,41504081504,0,0,0,0
169578,42657,{020A8C37-9F7C-40F6-9A9A-63842A2298D2},{020A8C37-9F7C-40F6-9A9A-63842A2298D2},40975.83,40974,165.82,165.8160416,NY,NY,043001081502,041504081502,Headwaters North Branch Great Chazy River,Headwaters North Branch Great Chazy River,S,S,TF,TF,43001081503,41504081503,0,0,0,0
169582,42658,{7A5CF1C6-9569-4CCE-BD9B-6DF0BA4A39FD},{7A5CF1C6-9569-4CCE-BD9B-6DF0BA4A39FD},23353.16,23353,94.51,94.50632158,NY,NY,043001081503,041504081503,North Branch Great Chazy River,North Branch Great Chazy River,S,S,TF,TF,43001081505,41504081505,0,0,0,0
169581,42659,{AD3D1558-8EC3-424B-8D76-1E70032704A1},{AD3D1558-8EC3-424B-8D76-1E70032704A1},39265.97,39266,158.9,158.9040048,NY,NY,043001081504,041504081504,King Brook-Great Chazy River,King Brook-Great Chazy River,S,S,TF,TF,43001081505,41504081505,0,0,0,0
169594,6860,{09CA5064-992A-4B03-B4C5-0D0735685965},{09CA5064-992A-4B03-B4C5-0D0735685965},36428.79,36429,147.42,147.4230629,"CN,NY","CN,NY",043001081505,041504081505,Bullis Brook-Great Chazy River,Bullis Brook-Great Chazy River,S,S,TF,TF,43001081507,41504081507,0,0,0,0
169586,42660,{721BACA6-A665-4E24-A156-4F31E9934249},{721BACA6-A665-4E24-A156-4F31E9934249},17836.36,17836,72.18,72.17979496,NY,NY,043001081506,041504081506,Corbeau Creek,Corbeau Creek,S,S,TF,TF,43001081507,41504081507,0,0,0,0
169591,6861,{185E7F26-77E6-4D26-9309-BDDAF661B467},{185E7F26-77E6-4D26-9309-BDDAF661B467},11621.02,11551,47.03,46.74527986,"CN,NY","CN,NY",043001081507,041504081507,Outlet Great Chazy River,Outlet Great Chazy River,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169567,42661,{9EA879C4-8EC6-4453-9797-7E0BFF9935D4},{9EA879C4-8EC6-4453-9797-7E0BFF9935D4},15823.08,15823,64.03,64.03346578,NY,NY,043001081601,041504081601,Willsboro Bay,Willsboro Bay,S,S,NM,NM,43001081604,41504081604,0,,0,
169576,45835,{2C4507A0-E6BE-436B-A6DD-80E0AF587F1F},{2C4507A0-E6BE-436B-A6DD-80E0AF587F1F},27565.04,27565,111.55,111.5516959,NY,"NY,VT",043001081602,041504081602,Dead Creek,Dead Creek,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169580,45836,{3FFDA195-C20E-4A78-9195-C3D36003BDD1},{3FFDA195-C20E-4A78-9195-C3D36003BDD1},34645.21,34645,140.2,140.2034647,NY,"NY,VT",043001081603,041504081603,Little Chazy River,Little Chazy River,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169597,45837,{4E740662-FDB9-4258-9C5A-90725EC31429},{4E740662-FDB9-4258-9C5A-90725EC31429},228045.03,227514,922.87,920.717306,"CN,NY,VT","NY,VT",043001081604,041504081604,Lake Champlain,Lake Champlain,S,S,"CD,ID,SD,TF","CD,ID,SD,TF",43001090302,41504090000,0,0,0,0
169643,,{2C64CDED-E465-4A08-9644-37EB90C3565C},,8511.39,,34.44,,CN,,043001090101,,Bear Creek,,S,,NM,,43001090104,,0,,0,
169641,,{0848BDBA-63B7-4FA5-8B5F-B11F855808DD},,13459.61,,54.47,,CN,,043001090102,,Creek of the Rapide Branch,,S,,NM,,43001090103,,0,,0,
169640,,{1CC33A4D-0039-49E7-8FAA-49060DDB5403},,23471.6,,94.99,,CN,,043001090103,,Saint Louis Creek,,S,,NM,,43001090104,,0,,0,
169644,,{DC20A4DA-32C4-4879-BF03-073358EC4680},,38529.2,,155.92,,CN,,043001090104,,Huron River,,S,,NM,,43001090307,,0,,0,
169615,,{1887FB99-9A40-456E-94F3-7F068BD44D3B},,31411.84,,127.12,,"CN,NY",,043001090201,,Headwaters Acadie River,,S,,NM,,43001090202,,0,,0,
169619,,{273B1F06-5459-46EC-BF78-BCF8A43CBFCF},,23312.88,,94.34,,CN,,043001090202,,Upper Acadie River,,S,,NM,,43001090203,,0,,0,
169634,,{29C10539-B0AE-4738-BFBC-D9086BFF89D7},,27667.46,,111.97,,CN,,043001090203,,Middle Acadie River,,S,,NM,,43001090205,,0,,0,
169620,,{FD41BA71-73EE-4ABA-8C45-3CDD70327B36},,24686.08,,99.9,,CN,,043001090204,,Mass Creek,,S,,NM,,43001090205,,0,,0,
169639,,{8A8C153C-DFAE-470D-9B04-4838FF5598D3},,29503.1,,119.39,,CN,,043001090205,,Lower Acadie River,,S,,NM,,43001090402,,0,,0,
169604,,{FF64EE31-8E0A-42CF-AD0C-6C3092A7C31D},,31182.98,,126.19,,"CN,NY",,043001090301,,Lacolle River,,S,,NM,,43001090304,,0,,0,
169538,,{A3177A62-937A-4343-8DD8-1CD24FF6612D},,20609.54,,83.4,,"CN,NY,VT",,043001090302,,Little River-Richelieu River ,,S,,NM,,43001090304,,0,,0,
169632,,{5B863A18-503F-46C3-A39C-DF252CFAD92A},,44966.1,,181.97,,"CN,VT",,043001090303,,South River,,M,,NM,,43001090304,,0,,0,
169609,,{1CB8C6D4-A9DE-4387-A792-04C5B996777B},,17034.56,,68.94,,CN,,043001090304,,Landry Creek-Richelieu River,,S,,NM,,43001090306,,0,,0,
169635,,{41F8D817-89A7-4EBF-B20C-BFE8F157736C},,15251.65,,61.72,,CN,,043001090305,,Creek of Barbotte,,S,,NM,,43001090306,,0,,0,
169630,,{798A773D-AD08-4462-9553-2917C34D939B},,39299.4,,159.04,,CN,,043001090306,,Jackson Creek-Richelieu River,,S,,NM,,43001090307,,0,,0,
169638,,{2E8B93EE-7266-46FC-9B5E-0F4A4D30FC50},,51886.89,,209.98,,CN,,043001090307,,Chambly Basin-Richelieu River,,S,,NM,,43001090402,,0,,0,
169645,,{B515E281-738C-4D54-8490-0635D79C9FE2},,26730.72,,108.18,,CN,,043001090401,,Beloeil Creek,,S,,NM,,43001090402,,0,,0,
169646,,{C2C5811D-BDE2-47D1-815A-C804D1C8EE9F},,30036.51,,121.55,,CN,,043001090402,,Voghel Creek-Rivier Richelieu,,S,,NM,,43001090405,,0,,0,
169629,,{FF428BC0-F56B-46F8-90AA-0213D1F882AA},,25290.68,,102.35,,CN,,043001090403,,Amyot River,,M,,NM,,43001090405,,0,,0,
169648,,{AB54ABA2-0F41-425E-9C77-ABD931CF008A},,21886.43,,88.57,,CN,,043001090404,,Coderre Creek,,S,,NM,,43001090407,,0,,0,
169647,,{82E980E1-1A50-4392-B312-A8596BA7C134},,14841.54,,60.06,,CN,,043001090405,,Richer Creek-Richelieu River,,S,,NM,,43001090407,,0,,0,
169650,,{BF9E3622-AB92-4A77-934D-09A31D490135},,27784.37,,112.44,,CN,,043001090406,,Laplante Creek,,S,,NM,,43001090408,,0,,0,
169649,,{5E209BC0-657E-478A-A6BE-A98BB4CFE9E2},,12598.28,,50.98,,CN,,043001090407,,Ruisseau des Ormes-Richelieu River,,S,,NM,,43001090408,,0,,0,
169651,,{85D05574-A57D-4F08-A8C6-E403919C4374},,33998.96,,137.59,,CN,,043001090408,,Outlet Richelieu River,,S,,NM,,CANADA,,0,,0,
171338,,{590AE741-86C9-4D81-9C8D-4977D2545A0A},,19242.48,,77.87,,NY,,043002010101,,Middle Kiln Brook,,S,,NM,,43002010103,,,,,
171392,,{E7A3997A-48B0-410C-8789-13AB9D54DE1B},,9576.01,,38.75,,NY,,043002010102,,Separator Brook,,S,,NM,,43002010103,,,,,
171319,,{FAC98830-C457-4ED0-9B7B-92DE09276755},,24073.99,,97.42,,NY,,043002010103,,Mountain Pond Stream-Upper Chateaugay Lake,,S,,NM,,43002010104,,,,,
171339,,{19849AEE-F442-470B-873D-5EEB1E6B69AD},,22875.68,,92.57,,NY,,043002010104,,Bailey Brook-Chateaugay River,,S,,TF,,43002010205,,,,,
171366,,{A549241C-5D08-40B0-AA2B-ECF8276AE6A3},,21325.45,,86.3,,NY,,043002010201,,Marble River,,S,,NM,,43002010205,,,,,
171367,,{AC1673F3-27D4-41FF-90BE-1F55CCC2083B},,6783.69,,27.45,,"CN,NY",,043002010202,,Collins Brook,,S,,NM,,43002010203,,,,,
171251,,{7223FE13-3B78-4B62-9ED3-C9A29EC00918},,18257.33,,73.88,,"CN,NY",,043002010203,,Hinchinbrook Brook,,S,,NM,,43002010205,,,,,
171320,,{BF041E1F-404E-4F0F-BB82-F4BEBFEEC357},,20928.46,,84.69,,"CN,NY",,043002010204,,Beaver Pond Brook-Oak Brook,,S,,NM,,43002010205,,,,,
171340,,{FB03BCE7-61CF-4941-8F4E-5DA9200D83EF},,15867.94,,64.22,,"CN,NY",,043002010205,,Beaver Pond Creek-Chateaugay River,,S,,NM,,43002010504,,,,,
171296,,{0C88E0C6-076E-47BA-A511-60F861AC6D3D},,36872,,149.22,,NY,,043002010301,,Collins Brook-Trout River,,S,,TF,,43002010304,,,,,
171365,,{57C76933-7D13-4F2E-A391-EF3FACA043B0},,25615.74,,103.66,,NY,,043002010302,,Little Trout River,,S,,TF,,43002010304,,,,,
171252,,{4E8128F8-9928-4DD2-962A-CCB493F01749},,22279.32,,90.16,,"CN,NY",,043002010303,,Briggs Creek-Beaver Creek,,S,,TF,,43002010304,,,,,
171369,,{B1D6E237-203F-4D78-9C07-1C6B620CE948},,15480.73,,62.65,,"CN,NY",,043002010304,,Town of Trout River-Trout River,,S,,TF,,43002010504,,,,,
171275,,{4EEB8BE2-730B-4F2F-AF3C-C4B52B25B890},,9261.69,,37.48,,NY,,043002010401,,Crystal Creek,,S,,TF,,43002010402,,,,,
171394,,{8FD7D75E-F3AC-480A-9BAB-473A26CA1C48},,17170.31,,69.49,,NY,,043002010402,,Taylor Brook-English River,,S,,"TF,MA",,43002010404,,,,,
171372,,{91ED0979-1B40-46F9-AEE8-D7B168A9CB99},,14069.76,,56.94,,"CN,NY",,043002010403,,Allen Brook,,S,,NM,,43002010404,,,,,
171395,,{AF5B4A79-B211-4868-941C-4E0B4ADB04A4},,20166.69,,81.61,,"CN,NY",,043002010404,,Kellas Creek-English River,,S,,NM,,43002010409,,,,,
171241,,{77A35DC5-0136-4286-9D27-823A811D633F},,24302.9,,98.35,,CN,,043002010405,,Black River,,S,,,,43002010409,,,,,
171396,,{7B010FE8-5847-48F7-8EDB-E5AABB326977},,13935.54,,56.4,,CN,,043002010406,,Cranberry Stream,,S,,,,43002010408,,,,,
171294,,{87746328-1925-4370-BA21-F5EAF65F9F01},,22734.08,,92,,"CN,NY",,043002010407,,Headwaters Norton Stream,,S,,,,43002010408,,,,,
171299,,{E205DFAE-8268-4A71-8989-B013F02D41D6},,25149.71,,101.78,,CN,,043002010408,,Outlet Norton Stream,,S,,NM,,43002010410,,,,,
171278,,{569B6762-2DC0-4C56-BA0F-5F7B5E4D85A1},,7446.64,,30.14,,CN,,043002010409,,Nailer Creek-English River,,S,,,,43002010410,,,,,
171279,,{D3C2892B-ABD8-41E1-8A96-1E154AB6365B},,20755.47,,83.99,,CN,,043002010410,,Howe-Holmes Creek-English River,,S,,,,43002010603,,,,,
171253,,{4E3A723A-1D8C-4698-B36B-62EF9C763443},,14506.92,,58.71,,"CN,NY",,043002010501,,Mitchel Creek,,S,,NM,,43002010502,,,,,
171254,,{870459BF-7964-42D1-A738-D04C905C9AB9},,21577.57,,87.32,,"CN,NY",,043002010502,,East Outardes River ,,S,,NM,,43002010503,,,,,
171240,,{5256FEA5-713E-476D-A8D8-6D9B2F0BF95B},,21948.68,,88.82,,"CN,NY",,043002010503,,Outardes River,,S,,NM,,43002010506,,,,,
171277,,{3788E663-6FF4-4601-B6CE-74A3AB325E3A},,24080.58,,97.45,,CN,,043002010504,,DeWitt Stream-Chateauguay River,,S,,,,43002010506,,,,,
171322,,{941BE3DA-FEF2-4D2C-9095-16D317121D38},,9661.68,,39.1,,CN,,043002010505,,The Big Discharge,,S,,,,43002010507,,,,,
171373,,{DF8F2141-2835-4F07-838C-E3A81907DC6B},,19691.62,,79.69,,CN,,043002010506,,Scully-Dubeau Stream-Chateauguay River,,S,,,,43002010507,,,,,
171324,,{327AAFC4-067B-4806-A5A8-7DDF6CD2F66B},,9278.98,,37.55,,CN,,043002010507,,Turcot Stream-Chateauguay River,,S,,,,43002010603,,,,,
171298,,{AF668A3F-BF24-45C6-B719-41C9C69AC916},,14813.7,,59.95,,CN,,043002010601,,Bean River,,S,,,,43002010603,,,,,
171400,,{5BFDB7AE-9574-4D3A-AA64-E97D21DE6335},,25208.67,,102.02,,CN,,043002010602,,Sturgeon River,,S,,,,43002010603,,,,,
171342,,{24972167-DE8E-4569-B894-C0A53120DD83},,30378.91,,122.94,,CN,,043002010603,,Big Marsh-Chateauguay River,,S,,,,CANADA,,,,,
171375,,{536DB96D-B9DC-48E1-BFB0-5EF818DBF4CF},,9543.92,,38.62,,CN,,043002010701,,Suzanne River-Frontal Saint Lawrence River,,F,,,,CANADA,,,,,
171301,,{191C8B34-5917-468D-91ED-A09B80D1FDDB},,23725.16,,96.01,,CN,,043002010702,,Saint Regis River,,S,,,,CANADA,,,,,
171280,,{042C0814-62C5-4015-A4D3-080B209B2CCE},,38611.04,,156.25,,CN,,043002010703,,Tortoise River,,S,,,,CANADA,,,,,
171302,,{5F70C331-D39B-4491-8B2F-344D9EFB1406},,40808.41,,165.15,,CN,,043002010704,,Saint Jacques River,,S,,,,CANADA,,,,,
171417,,{09BEAC47-D622-47E5-815D-7658D678D149},,12692.37,,51.36,,CN,,043002020101,,Black River,,S,,,,43002020105,,,,,
171382,,{D84C0B22-66E8-407C-9FEC-609178458480},,15542.23,,62.9,,CN,,043002020102,,White River,,S,,,,43002020105,,,,,
171248,,{A96ECE08-457C-4721-BAD3-7CE3F599A4F1},,17261.93,,69.86,,CN,,043002020103,,Legendre River,,S,,,,43002020105,,,,,
171420,,{42A51924-F746-47FD-807C-75492059322E},,30924.12,,125.15,,CN,,043002020104,,Wild River,,S,,,,43002020105,,,,,
171328,,{28D73182-C2F2-467E-BEB9-33A90F252A25},,11092.93,,44.89,,CN,,043002020105,,Felton River,,S,,,,43002020304,,,,,
171263,,{E396A471-6E8A-4B2A-8B3C-1FE9E56CD087},,24491.11,,99.11,,CN,,043002020201,,South Cornflower River,,S,,,,43002020204,,,,,
171330,,{AC124295-EB3E-41BB-9674-084C2ECEA056},,21192.3,,85.76,,CN,,043002020202,,Upper Cornflower River,,S,,,,43002020204,,,,,
171265,,{42B04E8B-243F-4378-9EC9-692CF76333F0},,15867.67,,64.21,,CN,,043002020203,,Muddy River,,S,,,,43002020204,,,,,
171314,,{93937D4B-F047-4D7A-B438-63F1D0A58243},,26742.57,,108.22,,CN,,043002020204,,Lower Cornflower River,,S,,,,43002020304,,,,,
171389,,{FD42CDB5-0181-4592-A935-87E1D91CF9CB},,18177.55,,73.56,,CN,,043002020301,,Muskrat River,,S,,,,43002020304,,,,,
171332,,{8AECB236-8B40-4630-8363-14393D58E75C},,13509.02,,54.67,,CN,,043002020302,,Ashberham River,,S,,,,43002020304,,,,,
171390,,{DCED1A96-C29C-4A69-9BFA-4B5AAE9A6A5A},,17089.46,,69.16,,CN,,043002020303,,Gold River,,S,,,,43002020304,,,,,
171331,,{B0C8395F-4810-4A0D-824D-25AEC81033B6},,74381.53,,301.01,,CN,,043002020304,,Great Lake Saint Francois,,S,,,,43002020504,,,,,
171410,,{E4189F7C-71E7-41AC-89FB-CDF81B2F3C90},,18754.75,,75.9,,CN,,043002020401,,Chesham River,,S,,,,43002020402,,,,,
171245,,{D3A386EA-A990-46FD-98AA-4DE65AE65D19},,26616.46,,107.71,,"CN,ME,NH",,043002020402,,Headwaters Salmon River,,S,,,,43002020404,,,,,
171378,,{AA3E68A8-470A-48CE-B1F2-37BFE8421770},,32766.41,,132.6,,"CN,NH",,043002020403,,Ditton River,,S,,,,43002020404,,,,,
171247,,{456B6948-AFCF-418B-9C49-71A95AAEEA1D},,35413.32,,143.31,,CN,,043002020404,,Mountain Stream-Salmon River,,S,,,,43002020407,,,,,
171414,,{9A4F0BD4-D494-48D5-8C66-978BF8F18C3A},,23574.32,,95.4,,CN,,043002020405,,McLeod Stream,,S,,,,43002020407,,,,,
171380,,{A17D5474-91A3-4505-A0C5-E01F11B5AE1B},,17760.09,,71.87,,CN,,043002020406,,Bown Stream,,S,,,,43002020407,,,,,
171284,,{14D010FD-7435-4AD4-94EB-849649C0E3A4},,29094.59,,117.74,,CN,,043002020407,,Dutch Stream-Salmon River,,S,,,,43002020410,,,,,
171381,,{3F357060-A449-4C23-9636-0E1D62A39C67},,17497.85,,70.81,,CN,,043002020408,,McGill Stream,,S,,,,43002020410,,,,,
171309,,{B9BBB10E-2580-4EF4-A616-9C685C0F249D},,30988.9,,125.41,,CN,,043002020409,,Red River,,S,,,,43002020410,,,,,
171416,,{E9851A40-0E06-49FD-9617-F1F3261DE4A9},,21236.82,,85.94,,CN,,043002020410,,Outlet Salmon River,,S,,,,43002021603,,,,,
171262,,{0831EF8F-D7A0-47B5-8CAE-7EE215949FAB},,11739.19,,47.51,,CN,,043002020501,,Third Stream,,S,,,,43002020504,,,,,
171384,,{965EB17A-D894-45CC-A270-FDBB6173A1E2},,16278.49,,65.88,,CN,,043002020502,,Coulombe River,,S,,,,43002020504,,,,,
171353,,{6543B1BD-211F-4F65-8780-7E8FE097E5A3},,29270.61,,118.45,,CN,,043002020503,,Bernier River,,S,,,,43002020504,,,,,
171354,,{820A148C-771A-4BED-827E-3200633A93A2},,66865.66,,270.6,,CN,,043002020504,,Lake Aylmer-Saint Francois River,,S,,,,43002020506,,,,,
171383,,{AC533AC2-5DF2-467A-812F-EA8F603CA002},,24616.48,,99.62,,CN,,043002020505,,Duck River,,S,,,,43002020506,,,,,
171286,,{D2019044-B8C4-448C-A366-1B8C8326B709},,19405.24,,78.53,,CN,,043002020506,,Lake Louise-Saint Francois River,,S,,,,43002021603,,,,,
171409,,{C84D05A6-9FA1-4C7F-BE1E-0AEAF1ED08F1},,11944.51,,48.34,,CN,,043002020601,,Christmas Stream,,S,,,,43002020602,,,,,
171379,,{97F1B15F-C22C-4A7D-AC8B-6845562BFE21},,32548.91,,131.72,,"CN,NH",,043002020602,,Headwaters North Eaton River,,S,,,,43002020604,,,,,
171283,,{C5A0DFCE-9F78-412A-AE4C-C2D86834765B},,9590.55,,38.81,,CN,,043002020603,,Island Stream,,S,,,,43002020604,,,,,
171244,,{2CDAA7E1-C8F4-4B8B-BCA5-664582EFB01B},,26528.47,,107.36,,CN,,043002020604,,Outlet North Eaton River,,S,,,,43002020607,,,,,
171281,,{C441E667-D6C2-4694-95B3-CDCEFE9FFF21},,23722.15,,96,,"CN,NH",,043002020605,,Clifton River,,S,,,,43002020606,,,,,
171282,,{AECCEBA4-2EAF-4D7F-A4E5-44FA87C80DE1},,37943.18,,153.55,,"CN,NH",,043002020606,,Headwaters Eaton River,,S,,,,43002020607,,,,,
171348,,{CAE78F0C-D444-45A5-9DD6-DB1735828BA8},,18028.51,,72.96,,CN,,043002020607,,Outlet Eaton River,,S,,,,43002021605,,,,,
171341,,{6F4AE50F-55EE-4CA2-85FA-80BBC3C0A85E},,33987.33,,137.54,,"CN,VT",,043002020701,,Headwaters Tomifobia River,,S,,NM,,43002020704,,,,,
171402,,{DEBB957F-43AC-460A-A44B-5483000C2BC1},,23534.63,,95.24,,"CN,VT",,043002020702,,Headwaters Niger River,,S,,NM,,43002020703,,,,,
171376,,{C59340C2-4C05-46F3-80B7-906601248B1C},,16762.62,,67.84,,CN,,043002020703,,Outlet Niger River,,S,,,,43002020704,,,,,
171243,,{4F9CE3C6-4788-49F3-A503-2E27919BB851},,32956.07,,133.37,,"CN,VT",,043002020704,,Tomifobia River,,S,,NM,,43002021001,,,,,
171325,,{4B81A156-9E3B-406B-B7B7-DAEA75572B04},,11934.45,,48.3,,"CN,VT",,043002020801,,Averill Creek,,S,,NM,,43002020803,,,,,
171300,,{5E2B3B69-F4AB-4296-BE25-4E0EEAA8FA60},,38993.68,,157.8,,"CN,VT",,043002020802,,Headwaters Coaticook River,,S,,TF,,43002020803,,,,,
171343,,{46554913-A775-4827-86AA-749A8723D07D},,37080.24,,150.06,,CN,,043002020803,,Upper Coaticook River,,S,,,,43002020804,,,,,
171345,,{E839AAA2-3ECF-418D-A7E9-0CF3038E4C46},,19365.26,,78.37,,CN,,043002020804,,Middle Coaticook River,,S,,,,43002020805,,,,,
171404,,{4DBF2562-93C2-4A57-920B-181CF57C3AE9},,24291.67,,98.3,,CN,,043002020805,,Lower Coaticook River,,S,,,,43002021002,,,,,
171363,,{BB93A5F8-2E53-4BFB-9345-5EE606911918},,32528.58,,131.64,,CN,,043002020901,,Upper Salmon River,,S,,,,43002020902,,,,,
171405,,{361B90DB-DE04-496D-8D4D-18B27F889208},,20916.78,,84.65,,CN,,043002020902,,Middle Salmon River,,S,,,,43002020905,,,,,
171304,,{81DDCEF2-6D1D-4BC8-82D5-F83A357212A9},,17780.8,,71.96,,CN,,043002020903,,Destroyed Creek,,S,,,,43002020905,,,,,
171346,,{4EABD5A9-D26E-4C17-B96C-941576B46D2D},,36371.04,,147.19,,CN,,043002020904,,Moe River,,S,,,,43002020905,,,,,
171406,,{EE48D7E1-ED8D-4137-A8C3-92D7607EB8FB},,12228.48,,49.49,,CN,,043002020905,,Lower Salmon River,,S,,,,43002021002,,,,,
171303,,{4FB9481B-4E6A-4B15-8E6B-6E298D81DEE2},,42756.01,,173.03,,CN,,043002021001,,Lake Massawippi,,S,,,,43002021002,,,,,
171377,,{E2E3E680-FA7E-4A0B-9C03-846CDEF7246A},,13491.07,,54.6,,CN,,043002021002,,Massawippi River,,S,,,,43002021608,,,,,
171393,,{74510EF5-AB11-4A24-839E-C38D63BD852F},,16019.5,,64.83,,VT,,043002021101,,Headwaters Barton River,,S,,NM,,43002021102,,,,,
171371,,{A7C1147F-A630-4B53-859C-4FF61A850D55},,33769.01,,136.66,,VT,,043002021102,,Willoughby Brook-Barton River,,S,,NM,,43002021104,,,,,
171255,,{1C60FB3B-02B1-43B5-82E8-1030CFCA6A88},,40059.96,,162.12,,VT,,043002021103,,Willoughby River,,S,,NM,,43002021104,,,,,
171242,,{7F2257E2-D88F-40B8-9284-F063478E2EC7},,15270.48,,61.8,,VT,,043002021104,,Barton River,,S,,TF,,43002021404,,,,,
171276,,{A8792558-AE4F-459E-951A-2E8FDEF0153C},,31047.98,,125.65,,VT,,043002021201,,Headwaters Black River,,S,,IT,,43002021202,,,,,
171370,,{9EC2426A-80F3-427F-887C-D222816B71EA},,18711.68,,75.72,,VT,,043002021202,,Lamphean Brook-Black River,,S,,NM,,43002021204,,,,,
171239,,{D4E70C62-BD70-4AF1-8296-74CA50FD9607},,10209.34,,41.32,,VT,,043002021203,,Lords Creek,,S,,NM,,43002021204,,,,,
171397,,{23AFE669-1A4D-4B63-BA5D-89C285E2465C},,26336.66,,106.58,,VT,,043002021204,,Stony Brook-Black River,,S,,TF,,43002021404,,,,,
171323,,{25925355-31C0-433A-895F-055876247B41},,41825.76,,169.26,,VT,,043002021301,,Headwaters Clyde River,,S,,TF,,43002021303,,,,,
171398,,{2C69B53A-8C3E-4546-8B90-D164B9D747D8},,16229.46,,65.68,,VT,,043002021302,,Seymour Lake,,S,,NM,,43002021303,,,,,
171399,,{123E873D-B0F4-4D1D-83CA-1DB33B891CEE},,34147.96,,138.19,,VT,,043002021303,,Clyde River,,S,,"DM,TF",,43002021404,,,,,
171344,,{4A6CDA83-5CAF-4D6C-9232-FE7D003655BE},,14960.47,,60.54,,CN,,043002021401,,Fitch Stream,,S,,,,43002021404,,,,,
171256,,{28B9B6DA-9B0F-42AB-98EF-3148E9D024D7},,9396.68,,38.03,,CN,,043002021402,,Castle Stream,,S,,,,43002021404,,,,,
171257,,{D18AA12F-18D5-4B75-8A3F-A5C4D9A1F797},,13519.21,,54.71,,CN,,043002021403,,Cherry River,,S,,,,43002021404,,,,,
171403,,{D960969C-28D0-441B-AF4A-4BF9491392DE},,118262.28,,478.59,,"CN,VT",,043002021404,,Lake Memphremagog,,S,,TF,,43002021501,,,,,
171364,,{7047CA85-FAA5-4B02-BA87-30C33CD041D1},,18583.48,,75.2,,CN,,043002021501,,Red Stream-Magog River,,S,,,,43002021503,,,,,
171347,,{4814E103-6AA3-4AE9-9135-260FC5C21558},,10225.83,,41.38,,CN,,043002021502,,Fabi Waterway,,S,,,,43002021503,,,,,
171318,,{FDD943FF-5C81-4FCD-8F0F-2AE1967C1AB1},,14638.64,,59.24,,CN,,043002021503,,Lake Magog,,S,,,,43002021504,,,,,
171305,,{432E300C-85D3-4ECF-8A45-5FDF038D2DCB},,20273.56,,82.04,,CN,,043002021504,,Outlet Magog River,,S,,,,43002021608,,,,,
171413,,{580D154B-5B50-4CD9-BBB4-09DEE2B3FB7F},,12594.77,,50.97,,CN,,043002021601,,Trout Stream,,S,,,,43002021603,,,,,
171415,,{2F7B5339-A827-42D6-ACE3-D1BA259206C1},,15525.26,,62.83,,CN,,043002021602,,Silver Lake Discharge,,S,,,,43002021605,,,,,
171352,,{14109CD5-0ECA-4EFD-81DF-20F13B430B81},,25282.58,,102.32,,CN,,043002021603,,Pare Stream-Saint Francois River,,S,,,,43002021605,,,,,
171246,,{D99ED356-7AC8-451A-B013-66AD5373C0EE},,21326.23,,86.3,,CN,,043002021604,,Bury Stream,,S,,,,43002021605,,,,,
171306,,{3B6E45A1-1439-4388-9572-E9BC15EB712E},,35771.53,,144.76,,CN,,043002021605,,School Stream-Saint Francois River,,S,,,,43002021607,,,,,
171326,,{A3FA8632-3A19-4A79-A572-B0CE9A5B0054},,18681.22,,75.6,,CN,,043002021606,,Stacey Stream,,S,,,,43002021608,,,,,
171349,,{9F97F38A-B62B-48ED-99F4-6D2895090664},,27318.42,,110.55,,CN,,043002021607,,Ryther Stream-Saint Francois River,,S,,,,43002021608,,,,,
171407,,{5C1C2046-1B77-4B92-9AFF-87AF0852EF91},,16537.41,,66.92,,CN,,043002021608,,Sisters Island-Saint Francois River,,S,,,,CANADA,,,,,
