OBJECTID_2019,OBJECTID_2015,TNMID_2019,TNMID_2015,AREAACRES_2019,AreaAcres_2015,AREASQKM_2019,AreaSqKm_2015,STATES_2019,States_2015,HUC12_2019,HUC12_2015,NAME_2019,Name_2015,HUTYPE_2019,HUType_2015,HUMOD_2019,HUMod_2015,TOHUC_2019,ToHUC_2015,NONCONTRIBUTINGAREAACRES_2019,NonContributingAcres_2015,NONCONTRIBUTINGAREASQKM_2019,NonContributingSqKm_2015
91969,73415,{D8597150-7A05-4CD5-A58A-93955F8DE0D0},{D8597150-7A05-4CD5-A58A-93955F8DE0D0},36197.13,36197,146.48,146.59785,VT,VT,043001050303,041504050303,Brewster River-Lamoille River,Brewster River-Lamoille River,S,S,"IT,TF","IT,TF",43001050304,41504050304,0,0,0,0
91970,73416,{FC7440F7-9D13-4602-8C67-65E0691D0C56},{FC7440F7-9D13-4602-8C67-65E0691D0C56},32689.65,32690,132.29,132.3945,VT,VT,043001050304,041504050304,Seymour River-Lamoille River,Seymour River-Lamoille River,S,S,TF,TF,43001050305,41504050305,0,0,0,0
91971,73417,{706B3723-4B60-41A2-829B-5B7D90058C04},{706B3723-4B60-41A2-829B-5B7D90058C04},21714.54,21715,87.88,87.94575,VT,VT,043001050305,041504050305,Stones Brook-Lamoille River,Stones Brook-Lamoille River,S,S,TF,TF,43001050306,41504050306,0,0,0,0
91972,73418,{23883751-E33D-46FD-A60D-C3EE1C8DE684},{23883751-E33D-46FD-A60D-C3EE1C8DE684},33185.66,33059,134.3,133.88895,VT,VT,043001050306,041504050306,Lamoille River,Lamoille River,S,S,"DM,TF","DM,TF",43001080902,41504080902,0,0,0,0
59357,41964,{BFC1FF51-8B7F-48C1-BDCB-0195A504CB5A},{BFC1FF51-8B7F-48C1-BDCB-0195A504CB5A},21781.08,21781,88.14,88.14465766,NY,NY,043001060101,041504060101,Fish Creek Ponds,Fish Creek Ponds,S,S,NM,NM,43001060102,41504060102,0,0,0,0
59358,41965,{2592AECE-EF33-4B71-A738-3C10C58C8EC0},{2592AECE-EF33-4B71-A738-3C10C58C8EC0},26811.88,26812,108.5,108.5044103,NY,NY,043001060102,041504060102,Upper Saranac Lake,Upper Saranac Lake,S,S,TF,TF,43001060104,41504060104,0,0,0,0
59359,41966,{B79C21D2-273E-49C7-9417-1B92535B2621},{B79C21D2-273E-49C7-9417-1B92535B2621},12601.7,12602,51,50.99852972,NY,NY,043001060103,041504060103,Cold Brook,Cold Brook,S,S,NM,NM,43001060104,41504060104,0,0,0,0
59360,41967,{D4CD1D6F-333C-4FC5-94BF-60EDF6A0AB72},{D4CD1D6F-333C-4FC5-94BF-60EDF6A0AB72},31678.05,31678,128.2,128.1964311,NY,NY,043001060104,041504060104,Lower Saranac Lake-Saranac River,Lower Saranac Lake-Saranac River,S,S,NM,NM,43001060203,41504060203,0,0,0,0
59361,41968,{5E3E0443-EDA9-4D21-8D39-5AEA4DAFD1B7},{5E3E0443-EDA9-4D21-8D39-5AEA4DAFD1B7},10097.47,10097,40.86,40.86114542,NY,NY,043001060201,041504060201,Ray Brook,Ray Brook,S,S,NM,NM,43001060203,41504060203,0,0,0,0
59362,41969,{825EAC18-035D-450A-9EE4-16A20352AAF8},{825EAC18-035D-450A-9EE4-16A20352AAF8},35544.79,35545,143.84,143.8456387,NY,NY,043001060202,041504060202,Sumner Brook,Sumner Brook,S,S,TF,TF,43001060203,41504060203,0,0,0,0
59363,41970,{C032ACAA-6594-4482-A3CA-5C790F819321},{C032ACAA-6594-4482-A3CA-5C790F819321},30076.34,30076,121.71,121.7133614,NY,NY,043001060203,041504060203,Moose Creek-Saranac River,Moose Creek-Saranac River,S,S,TF,TF,43001060401,41504060401,0,0,0,0
59364,41971,{A9C65ABF-FD29-487D-AC5F-F3050528AAB0},{A9C65ABF-FD29-487D-AC5F-F3050528AAB0},18298.24,18298,74.05,74.04944428,NY,NY,043001060301,041504060301,Upper North Branch Saranac River,Upper North Branch Saranac River,S,S,DM,DM,43001060303,41504060303,0,0,0,0
59365,41972,{C056425F-F93F-48F9-B90D-CCB0FA7C2121},{C056425F-F93F-48F9-B90D-CCB0FA7C2121},15790.31,15790,63.9,63.8999194,NY,NY,043001060302,041504060302,Alder Brook,Alder Brook,S,S,TF,TF,43001060303,41504060303,0,0,0,0
59366,41973,{78ECF613-E753-4F5F-8721-050580906FE7},{78ECF613-E753-4F5F-8721-050580906FE7},28745.88,28746,116.33,116.3310376,NY,NY,043001060303,041504060303,Middle North Branch Saranac River,Middle North Branch Saranac River,S,S,DM,DM,43001060304,41504060304,0,0,0,0
59367,41974,{7101A8C0-D2B4-4F38-812B-476D32CA19FD},{7101A8C0-D2B4-4F38-812B-476D32CA19FD},18745.73,18746,75.86,75.86243756,NY,NY,043001060304,041504060304,Lower North Branch Saranac River,Lower North Branch Saranac River,S,S,NM,NM,43001060402,41504060402,0,0,0,0
59368,41975,{3432C764-66D0-4689-9D64-C680EEACB111},{3432C764-66D0-4689-9D64-C680EEACB111},42208.53,42208,170.81,170.8098669,NY,NY,043001060401,041504060401,Union Falls Pond-Saranac River,Union Falls Pond-Saranac River,S,S,"TF,DM","TF,DM",43001060402,41504060402,0,0,0,0
60094,42628,{711E64E2-5FF2-4F7B-B8A1-C1252D580260},{711E64E2-5FF2-4F7B-B8A1-C1252D580260},15348.54,15348,62.11,62.11120728,NY,NY,043001060402,041504060402,Silver Lake-Saranac River,Silver Lake-Saranac River,S,S,TF,TF,43001060502,41504060502,0,0,0,0
60095,42629,{70AC958C-6A99-4C42-AD54-545C41EF2E1E},{70AC958C-6A99-4C42-AD54-545C41EF2E1E},14348.64,14349,58.07,58.06839414,NY,NY,043001060501,041504060501,True Brook,True Brook,S,S,NM,NM,43001060502,41504060502,0,0,0,0
60096,42630,{EC916B63-9BCE-4A54-91AF-741101AD60A8},{EC916B63-9BCE-4A54-91AF-741101AD60A8},27364.36,27364,110.74,110.738277,NY,NY,043001060502,041504060502,Behan Brook-Saranac River,Behan Brook-Saranac River,S,S,TF,TF,43001060503,41504060503,0,0,0,0
60097,42631,{2883B563-2217-4724-8B45-E6DA4E42839D},{2883B563-2217-4724-8B45-E6DA4E42839D},18814.17,18814,76.14,76.13762404,NY,NY,043001060503,041504060503,Kelly Brook-Saranac River,Kelly Brook-Saranac River,S,S,"DM,TF","DM,TF",43001060504,41504060504,0,0,0,0
60098,42632,{0B6D7884-0E19-43B7-9FBE-EFE345CA1CFA},{0B6D7884-0E19-43B7-9FBE-EFE345CA1CFA},24210.18,24210,97.98,97.9744806,NY,NY,043001060504,041504060504,Saranac River,Saranac River,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169587,73419,{BC677A1A-9227-4ED6-BC77-58D9ACCBD218},{BC677A1A-9227-4ED6-BC77-58D9ACCBD218},20750.49,20815,83.97,84.30075,VT,VT,043001070101,041504070101,Headwater Missisquoi River,Headwater Missisquoi River,S,S,TF,TF,43001070102,41504070102,0,0,0,0
169595,73420,{06D220FC-02F9-47E5-AF6E-47D0B7A8B899},{06D220FC-02F9-47E5-AF6E-47D0B7A8B899},14485.95,14486,58.62,58.6683,VT,VT,043001070102,041504070102,Snider Brook-Missisquoi River,Snider Brook-Missisquoi River,S,S,TF,TF,43001070103,41504070103,0,0,0,0
169603,73421,{E7D2603C-4012-4D3F-B90B-5F87EE4D7733},{E7D2603C-4012-4D3F-B90B-5F87EE4D7733},21720.43,21720,87.9,87.966,VT,VT,043001070103,041504070103,Mineral Spring Brook-Missisquoi River,Mineral Spring Brook-Missisquoi River,S,S,TF,TF,43001070107,41504070105,0,0,0,0
169605,6864,{66E4079D-08F8-4E6B-8F11-2E5ABE249CA3},{66E4079D-08F8-4E6B-8F11-2E5ABE249CA3},15386.94,33751,62.27,136.69155,VT,"CN,VT",043001070104,041504070105,Jay Branch,Jay Branch-Missisquoi River,S,S,TF,TF,43001070107,41504070202,0,0,0,0
169624,,{01D7DB71-C4A0-4077-9D7E-9FC871B7825A},,10956.98,,44.34,,CN,,043001070105,,Brule Creek,,S,,NM,,43001070106,,0,,0,
169612,6863,{4AE091A9-A839-4DC6-A922-893EE08519B8},{4AE091A9-A839-4DC6-A922-893EE08519B8},25735.82,36900,104.15,149.445,"CN,VT","CN,VT",043001070106,041504070104,Mud Creek,Mud Creek,S,S,TF,TF,43001070107,41504070105,0,0,0,0
169610,,{6E5E747A-829E-4E9D-8485-686C16B7B577},,18235.5,,73.8,,"CN,VT",,043001070107,,Beetle Brook-Missisquoi River,,S,,NM,,43001070206,,0,,0,
169642,10761,{FE583785-BE54-4B13-BDF5-93BC9AC67C99},{FE583785-BE54-4B13-BDF5-93BC9AC67C99},16419.34,69743,66.45,282.45915,CN,CN,043001070201,041504070201,Headwaters Missisquoi North River,Riviere Missisquoi Nord,S,S,NM,NM,43001070202,41504070202,0,,0,
169637,,{275035A4-7D3A-4761-9397-36328F94BF4B},,19597.27,,79.31,,CN,,043001070202,,Upper Missisquoi North River,,S,,NM,,43001070203,,0,,0,
169636,,{0E48A08E-CD1A-43B4-8958-DAA5B0F71DF1},,21659.49,,87.65,,CN,,043001070203,,Middle Missisquoi North River,,S,,NM,,43001070204,,0,,0,
169625,,{C040AB40-0384-4306-B8CA-E3986A3ECB31},,12079.66,,48.88,,CN,,043001070204,,Lower Missisquoi North River,,S,,NM,,43001070206,,0,,0,
169631,,{C942A5D3-2534-4B03-AE3F-B2EE348EA0C1},,11451.39,,46.34,,CN,,043001070205,,Ruiter Creek,,S,,NM,,43001070206,,0,,0,
169618,6865,{96F133EB-EBFF-450D-A36C-4E7904037182},{96F133EB-EBFF-450D-A36C-4E7904037182},23995.32,35385,97.11,143.30925,"CN,VT","CN,VT",043001070206,041504070202,Leavit Brook-Missisquoi River,Leavit Brook-Riviere Missisquoi,S,S,NM,NM,43001070210,41504070204,0,0,0,0
169622,6866,{2D0C822C-B6B0-4188-B2DC-C16E0686CCED},{2D0C822C-B6B0-4188-B2DC-C16E0686CCED},10392.18,42155,42.06,170.72775,CN,"CN,VT",043001070207,041504070203,Ruisseau Alder,Riviere Sutton,S,S,NM,NM,43001070209,41504070204,0,0,0,0
169623,,{7A32A7DB-7615-4384-B5DE-4BB32D24886F},,13384.69,,54.17,,CN,,043001070208,,Headwaters Sutton River,,S,,NM,,43001070209,,0,,0,
169614,,{59AEDBA2-FCFA-48C5-B34F-55DF1EFD4464},,18260.01,,73.9,,"CN,VT",,043001070209,,Outlet Sutton River,,S,,NM,,43001070210,,0,,0,
169608,6867,{FCD13D33-579F-422C-839C-FC9555AF513A},{FCD13D33-579F-422C-839C-FC9555AF513A},34745.83,34618,140.61,140.2029,"CN,VT","CN,VT",043001070210,041504070204,Lucas Brook-Missisquoi River,Lucas Brook-Missisquoi River,S,S,NM,NM,43001070402,41504070402,0,0,0,0
169602,73422,{1E2D1A0E-ABFC-4032-9AC0-E497045C7B67},{1E2D1A0E-ABFC-4032-9AC0-E497045C7B67},36642.99,36538,148.29,147.9789,VT,VT,043001070301,041504070301,Headwaters Trout River,Headwaters Trout River,S,S,NM,NM,43001070302,41504070302,0,0,0,0
169601,73423,{3E001D61-DFA4-46E3-852C-F7E594AE9BE0},{3E001D61-DFA4-46E3-852C-F7E594AE9BE0},16636.45,16931,67.33,68.57055,VT,VT,043001070302,041504070302,Outlet Trout River,Trout River,S,S,NM,NM,43001070402,41504070402,0,0,0,0
169593,73424,{D73D3E81-67D4-4085-9AB1-20BAA32BA415},{D73D3E81-67D4-4085-9AB1-20BAA32BA415},37032.69,37105,149.87,150.27525,VT,VT,043001070401,041504070401,Tyler Branch,Tyler Branch,S,S,NM,NM,43001070403,41504070402,0,0,0,0
169600,,{7FBECFFB-5B4E-44A6-9934-42D353481160},,18492.27,,74.84,,VT,,043001070402,,Enosburg Falls-Missisquoi River,,S,,NM,,43001070403,,0,,0,
169596,73425,{0801EA98-0D43-45A0-956F-67E0F0706B62},{0801EA98-0D43-45A0-956F-67E0F0706B62},13286.02,31578,53.77,127.8909,VT,VT,043001070403,041504070402,Goodsell Brook-Missisquoi River,Goodsell Brook-Missisquoi River,S,S,TF,TF,43001070601,41504070601,0,0,0,0
169584,73426,{D8C95F13-9DE1-4A61-9FFF-F7BCCA3D4C54},{D8C95F13-9DE1-4A61-9FFF-F7BCCA3D4C54},35612.82,35590,144.12,144.1395,VT,VT,043001070501,041504070501,Headwaters Black Creek,Headwaters Black Creek,S,S,TF,TF,43001070504,41504070503,0,0,0,0
169579,,{2E982B1A-5EE1-4B85-BE08-E77AB86B9A41},,12737,,51.54,,VT,,043001070502,,Fairfield River,,S,,NM,,43001070504,,0,,0,
169585,73427,{7DF543FD-5D02-48E8-AF64-18D71F7ED36A},{7DF543FD-5D02-48E8-AF64-18D71F7ED36A},15404.3,15404,62.34,62.3862,VT,VT,043001070503,041504070502,Dead Creek,Dead Creek,S,S,TF,TF,43001070504,41504070503,0,0,0,0
169588,73428,{0360139E-8563-4A36-BE08-E76978EF5C55},{0360139E-8563-4A36-BE08-E76978EF5C55},13035.13,25844,52.75,104.6682,VT,VT,043001070504,041504070503,Black Creek,Black Creek,S,S,TF,TF,43001070601,41504070601,0,0,0,0
169598,73429,{217DFDAD-510C-43F6-91BE-0B35990A28EB},{217DFDAD-510C-43F6-91BE-0B35990A28EB},15957.49,15991,64.58,64.76355,VT,VT,043001070601,041504070601,McGowan Brook-Missisquoi River,McGowan Brook-Missisquoi River,S,S,"DM,TF","DM,TF",43001070603,41504070603,0,0,0,0
169589,73430,{8DD45813-FE34-4452-9E2F-E34DACAFBD2C},{8DD45813-FE34-4452-9E2F-E34DACAFBD2C},12574.01,12535,50.89,50.76675,VT,VT,043001070602,041504070602,Hungerford Brook,Hungerford Brook,S,S,NM,NM,43001070603,41504070603,0,0,0,0
169592,,{C2288221-5B59-4A04-ACA4-10BAC7DB8317},,10411.81,,42.14,,VT,,043001070603,,Outlet Missisquoi River,,S,,NM,,43001081102,,0,,0,
169541,42633,{72B76F46-81AA-49F9-AAF0-9602F755E0B4},{72B76F46-81AA-49F9-AAF0-9602F755E0B4},15972.09,15972,64.64,64.63644792,NY,NY,043001080101,041504080101,Mount Hope Brook-South Bay Creek,Mount Hope Brook-South Bay Creek,S,S,NM,NM,43001080102,41504080102,0,0,0,0
169542,42634,{F417B4DB-C518-4E69-AD6D-5C915E9BDE3D},{F417B4DB-C518-4E69-AD6D-5C915E9BDE3D},13187.86,13188,53.37,53.36998968,NY,NY,043001080102,041504080102,South Bay,South Bay,S,S,NM,NM,43001080104,41504080104,0,0,0,0
169546,42635,{48FA39CA-147F-43C3-BEB7-6DE9894D945A},{48FA39CA-147F-43C3-BEB7-6DE9894D945A},7413.35,7413,30,29.99937318,NY,NY,043001080103,041504080103,Mill Bay-Mill Brook,Mill Brook,S,S,NM,NM,43001080104,41504080104,0,0,0,0
169547,45832,{50B6D274-611B-4DEB-8CCD-9708CC56ABB1},{50B6D274-611B-4DEB-8CCD-9708CC56ABB1},40712.98,40713,164.76,164.7598112,"NY,VT","NY,VT",043001080104,041504080104,Charter Brook-Lake Champlain,Charter Brook-Lake Champlain,S,S,NM,NM,43001080304,41504080304,0,0,0,0
169539,42636,{181447B3-8FD3-41CA-A447-77F419248983},{181447B3-8FD3-41CA-A447-77F419248983},36923.22,36923,149.42,149.4222118,NY,NY,043001080201,041504080201,Headwater Lake George,Headwater Lake George,S,S,NM,NM,43001080203,41504080203,0,0,0,0
169545,42637,{7354F1F6-F0A3-4E75-8401-45B0D6B8D135},{7354F1F6-F0A3-4E75-8401-45B0D6B8D135},19742.4,19742,79.89,79.89311012,NY,NY,043001080202,041504080202,Northwest Bay Brook,Northwest Bay Brook,S,S,NM,NM,43001080203,41504080203,0,0,0,0
169543,42638,{C26AC252-D815-4552-9DE3-30C1B23C80E9},{C26AC252-D815-4552-9DE3-30C1B23C80E9},38291.2,38291,154.96,154.9583163,NY,NY,043001080203,041504080203,Indian Brook-Lake George,Indian Brook-Lake George,S,S,NM,NM,43001080204,41504080204,0,0,0,0
169544,42639,{87E92F16-20CA-4D3E-AFB4-A4DDECBB4AC7},{87E92F16-20CA-4D3E-AFB4-A4DDECBB4AC7},19724,19724,79.82,79.82026664,NY,NY,043001080204,041504080204,Sabbath Day Point-Lake George,Sabbath Day Point-Lake George,S,S,NM,NM,43001080205,41504080205,0,0,0,0
169540,42640,{EF990BD0-984E-432E-A0F2-0AD94A49E99A},{EF990BD0-984E-432E-A0F2-0AD94A49E99A},34724.86,34725,140.53,140.5272135,NY,NY,043001080205,041504080205,Outlet Lake George,Outlet Lake George,S,S,DM,DM,43001080206,41504080206,0,0,0,0
169548,42641,{A5FC0144-4989-49D9-8D93-857EE757428E},{A5FC0144-4989-49D9-8D93-857EE757428E},17710.97,17711,71.67,71.67393746,NY,NY,043001080206,041504080206,La Chute,La Chute,S,S,NM,NM,43001080304,41504080304,0,0,0,0
169549,73432,{96BE1F9C-8DD1-4385-A1EF-21859E763613},{96BE1F9C-8DD1-4385-A1EF-21859E763613},20552.03,20552,83.17,83.17106672,VT,VT,043001080301,041504080301,East Creek,East Creek,S,S,NM,NM,43001080304,41504080304,0,0,0,0
169550,42642,{B4F0D322-E85C-4BA4-B69B-6A35FCFB70C4},{B4F0D322-E85C-4BA4-B69B-6A35FCFB70C4},39624.08,39622,160.35,160.3446869,NY,NY,043001080302,041504080302,Putnam Creek,Putnam Creek,S,S,NM,NM,43001080304,41504080304,0,0,0,0
169551,42643,{C77C298B-9808-478D-B235-EF33500D099E},{C77C298B-9808-478D-B235-EF33500D099E},17564.59,17565,71.08,71.0830959,NY,NY,043001080303,041504080303,Bullwagga Bay,Bullwagga Bay,S,S,NM,NM,43001080304,41504080304,0,,0,
169552,45833,{AE19AA3B-1119-4807-A920-A84FD26533AB},{AE19AA3B-1119-4807-A920-A84FD26533AB},45113.66,45268,182.57,183.1932585,"NY,VT","NY,VT",043001080304,041504080304,McKenzie Brook-Lake Champlain,McKenzie Brook-Lake Champlain,S,S,TF,TF,43001080602,41504080602,0,0,0,0
169558,73433,{CFA48423-AE30-40DE-8FE1-E19DCCBCCAD9},{CFA48423-AE30-40DE-8FE1-E19DCCBCCAD9},29065.46,29065,117.62,117.6219859,VT,VT,043001080401,041504080401,Headwaters Little Otter Creek,Headwaters Little Otter Creek,S,S,TF,TF,43001080402,41504080402,0,0,0,0
169557,73434,{AC4AD519-80E6-4BBD-8A93-F012C6F5FC18},{AC4AD519-80E6-4BBD-8A93-F012C6F5FC18},17548.08,17530,71.01,70.9414558,VT,VT,043001080402,041504080402,Outlet Little Otter Creek,Little Otter Creek,S,S,TF,TF,43001080602,41504080602,0,0,0,0
169563,73435,{80A5CC7C-DEF3-4AF3-9DB7-8979FC022C2E},{80A5CC7C-DEF3-4AF3-9DB7-8979FC022C2E},24885.23,24884,100.71,100.7020642,VT,VT,043001080501,041504080501,Headwaters Lewis Creek,Headwaters Lewis Creek,S,S,NM,NM,43001080502,41504080502,0,0,0,0
169561,73436,{FAD227DE-DB0C-4CEA-AFD1-E3F57684A066},{FAD227DE-DB0C-4CEA-AFD1-E3F57684A066},26418.69,26159,106.91,105.8618107,VT,VT,043001080502,041504080502,Outlet Lewis Creek,Lewis Creek,S,S,TF,TF,43001080602,41504080602,0,0,0,0
169553,42644,{8FF03FEF-CF89-4DE9-9EA3-F619AE12684A},{8FF03FEF-CF89-4DE9-9EA3-F619AE12684A},17966.38,17966,72.71,72.70588676,NY,NY,043001080601,041504080601,Mill Brook,Mill Brook,S,S,NM,NM,43001080602,41504080602,0,0,0,0
169560,45834,{34313D6B-BC71-4A31-9143-A48B3F786133},{34313D6B-BC71-4A31-9143-A48B3F786133},61935.76,62000,250.65,250.90532,"NY,VT","NY,VT",043001080602,041504080602,Hoisington Brook-Lake Champlain,Hoisington Brook-Lake Champlain,S,S,"IT,TF","IT,TF",43001081604,41504081604,0,0,0,0
169554,42645,{D44AFDF7-AD56-4384-A22E-7506FD6CDF37},{D44AFDF7-AD56-4384-A22E-7506FD6CDF37},30252.6,30252,122.43,122.4256087,NY,NY,043001080701,041504080701,Upper Boquet River,Upper Bouquet River,S,S,NM,NM,43001080703,41504080703,0,0,0,0
169555,42646,{2F8F6A91-D117-4F5E-9677-59C0B667E572},{2F8F6A91-D117-4F5E-9677-59C0B667E572},17627.53,17627,71.34,71.33400122,NY,NY,043001080702,041504080702,Black River,Black River,S,S,NM,NM,43001080707,41504080703,0,0,0,0
169556,42647,{87F622BF-7FDA-4648-A785-103B53991C03},{87F622BF-7FDA-4648-A785-103B53991C03},32715.79,32716,132.4,132.3970718,NY,NY,043001080703,041504080703,Middle Boquet River,Middle Bouquet River,S,S,NM,NM,43001080707,41504080707,0,0,0,0
169559,42648,{036A4C2A-8DF8-4A8E-B511-4D5FEC886D0F},{036A4C2A-8DF8-4A8E-B511-4D5FEC886D0F},18961.09,18961,76.73,76.73251246,NY,NY,043001080704,041504080704,Spruce Mill Brook,Spruce Mill Brook,S,S,NM,NM,43001080706,41504080705,0,0,0,0
169565,42649,{5A3537EB-DAC2-4079-9C69-2E96F9A24173},{5A3537EB-DAC2-4079-9C69-2E96F9A24173},29243.96,29244,118.35,118.3463738,NY,NY,043001080705,041504080705,Headwaters North Branch Boquet River,Headwaters North Branch Bouquet River,S,S,NM,NM,43001080706,41504080706,0,0,0,0
169564,42650,{9EE7ABA1-CC10-41A4-848F-D8B1C5609C89},{9EE7ABA1-CC10-41A4-848F-D8B1C5609C89},16512.9,16513,66.83,66.82579918,NY,NY,043001080706,041504080706,Outlet North Branch Boquet River,North Branch Bouquet River,S,S,TF,TF,43001080707,41504080707,0,0,0,0
169562,42651,{5B249B3A-C985-4955-8BB9-292BA7F4AF61},{5B249B3A-C985-4955-8BB9-292BA7F4AF61},29639.55,29639,119.95,119.9448835,NY,NY,043001080707,041504080707,Lower Boquet River,Lower Bouquet River,S,S,"IT,TF","IT,TF",43001081604,41504081604,0,0,0,0
169566,73437,{9D60D62C-BB5C-48B7-9613-380685CB2BCA},{9D60D62C-BB5C-48B7-9613-380685CB2BCA},33945.32,33980,137.37,137.5123028,VT,VT,043001080801,041504080801,La Platte River,La Platte River,S,S,NM,NM,43001080802,41504080802,0,0,0,0
169568,73438,{1D37554A-0986-43E6-9015-59A24DF34326},{1D37554A-0986-43E6-9015-59A24DF34326},13026.53,13055,52.72,52.8317573,VT,VT,043001080802,041504080802,Munroe Brook-Shelburne Bay,Munroe Brook-Shelburne Bay,S,S,TF,TF,43001081604,41504081604,0,0,0,0
169574,73439,{DD53A4FC-C344-4BD1-8039-CB1471C4D734},{DD53A4FC-C344-4BD1-8039-CB1471C4D734},15115.37,15184,61.17,61.44752224,VT,VT,043001080901,041504080901,Malletts Creek,Malletts Creek,S,S,TF,TF,43001080902,41504080902,0,0,0,0
169573,73440,{CA36B7F6-5FCE-43C4-A9B2-BB2D70201AB1},{CA36B7F6-5FCE-43C4-A9B2-BB2D70201AB1},33807.2,33741,136.81,136.5451033,VT,VT,043001080902,041504080902,Malletts Bay,Malletts Bay,M,M,TF,TF,43001081604,41504081604,0,0,0,0
169607,6868,{9F8D1EC9-B19B-4638-95F0-9DBFB53C368B},{9F8D1EC9-B19B-4638-95F0-9DBFB53C368B},27029.56,27649,109.38,111.8916321,"CN,VT","CN,VT",043001081001,041504081001,Heawaters Pike River,Pike River,S,S,"SC,TF","SC,TF",43001081004,41504081002,0,0,0,0
169617,10762,{843CA4EC-4F37-45C9-901C-3D311062903C},{843CA4EC-4F37-45C9-901C-3D311062903C},11233.13,28340,45.46,114.6880124,CN,CN,043001081002,041504081002,Selby River,Ruisseau Selby-Riviere Aux Brochets,S,S,NM,NM,43001081004,41504081004,0,0,0,0
169628,10763,{EC998A83-5401-4C3E-A1EC-EB3D743F1B67},{EC998A83-5401-4C3E-A1EC-EB3D743F1B67},14366.25,13982,58.14,56.58319652,CN,CN,043001081003,041504081003,North Pike River,Riviere Aux Brochets Nord,S,S,NM,NM,43001081004,41504081004,0,0,0,0
169616,6869,{A0560C44-FE9C-4830-BD11-39606A23E791},{A0560C44-FE9C-4830-BD11-39606A23E791},16249.87,26892,65.76,108.8281591,CN,"CN,VT",043001081004,041504081004,Furnace Creek-Pike River,Ruiss Coslett-Riviere Aux Brochets,S,S,NM,NM,43001081007,41504081005,0,0,0,0
169611,,{AEF18B82-4B7D-4676-A166-FCF98D81C1A1},,20678.44,,83.68,,"CN,VT",,043001081005,,Groat Creek,,S,,NM,,43001081007,,0,,0,
169627,,{4FB34B9A-54F7-4920-8B5C-37E7B3C1CE30},,7798.4,,31.56,,CN,,043001081006,,Walbridge Creek,,S,,NM,,43001081007,,0,,0,
169621,10764,{22AAEA76-9F72-4F74-8709-A358316482EF},{22AAEA76-9F72-4F74-8709-A358316482EF},17311.4,17681,70.06,71.55253166,CN,CN,043001081007,041504081005,Meigs River-Pike River,Riviere aux Brochets,S,S,SC,SC,43001081009,41504081007,0,0,0,0
169633,10765,{CA019BD7-45C0-4488-BDEB-DEBD98BC61BF},{CA019BD7-45C0-4488-BDEB-DEBD98BC61BF},27751.35,26620,112.31,107.7274132,CN,CN,043001081008,041504081006,Morpions Creek,Ruisseau Morpions,S,S,NM,NM,43001081009,41504081007,0,0,0,0
169626,,{711CB4C4-38B3-4886-84FA-AD177F57C4E2},,19056.64,,77.12,,CN,,043001081009,,Ewing Creek-Pike River,,S,,SC,,43001081102,,0,,0,
169606,6870,{AEB21103-9C69-4383-B757-5F8F32FE83DE},{AEB21103-9C69-4383-B757-5F8F32FE83DE},35557.31,36127,143.9,146.2009112,"CN,VT","CN,VT",043001081101,041504081101,Rock River,Rock River,S,S,TF,TF,43001081102,41504081102,0,0,0,0
169613,6871,{D92BEB14-176A-474A-BDE1-BC305DA9616C},{D92BEB14-176A-474A-BDE1-BC305DA9616C},45905.24,45522,185.77,184.2211609,"CN,VT","CN,VT",043001081102,041504081102,Carman Brook-Missisquoi Bay,Carman Brook-Missisquoi Bay,S,S,"CD,ID,TF","CD,ID,TF",43001081204,41504081204,0,0,0,0
169583,73441,{4ED9CD09-C6C1-4112-8440-3DDD95C974B7},{4ED9CD09-C6C1-4112-8440-3DDD95C974B7},14825.63,14816,60,59.95827776,VT,VT,043001081201,041504081201,Jewett Brook,Jewett Brook,S,S,"DD,IT,TF","DD,IT,TF",43001081204,41504081204,0,0,0,0
169577,73442,{C169DDF9-A8E2-4F78-9062-E858ACCD095A},{C169DDF9-A8E2-4F78-9062-E858ACCD095A},14783.56,14829,59.83,60.01088694,VT,VT,043001081202,041504081202,Mill River,Mill River,S,S,NM,NM,43001081204,41504081204,0,0,0,0
169599,6872,{6DA8E938-948F-4BA7-B76B-AC9D7588CB7C},{6DA8E938-948F-4BA7-B76B-AC9D7588CB7C},6259.62,6420,25.33,25.9808412,"CN,VT","CN,VT",043001081203,041504081203,Mud Creek,Mud Creek,S,S,TF,TF,43001081204,41504081204,0,0,0,0
169590,73443,{FE5F8EDE-870D-4816-9D4E-03E17DA0B621},{FE5F8EDE-870D-4816-9D4E-03E17DA0B621},109454.49,109433,442.95,442.8600304,VT,VT,043001081204,041504081204,Saint Albans Bay-Lake Champlain,St Albans Bay-Lake Champlain,M,M,TF,TF,43001081604,41504081604,0,0,0,0
169569,42652,{BC6722B1-8FD1-405D-A0A5-A13D9D2C0F9D},{BC6722B1-8FD1-405D-A0A5-A13D9D2C0F9D},16416.9,16417,66.44,66.43730062,NY,NY,043001081301,041504081301,Headwaters Little Ausable River,Headwaters Little Ausable River,S,S,NM,NM,43001081302,41504081302,0,0,0,0
