"","X","huc12","states","name","areasqkm","areaacres"
"1102","1102","090203161304","CN,ND","Windygates-Pembina River",106.6,26340.5
"1103","1103","090203140702","CN","Lower Vita Drain",142.12,35118.83
"5174","5174","090203160802","CN,ND","Township of Mount Carmel",36.39,8992.14
"5175","5175","090203160803","CN,ND","Township of Dresden",83.52,20637.39
"5176","5176","090203110803","CN,MN","Bradley Coulee",42.07,10396.06
"5177","5177","090203161305","CN,ND","Elkwood Cemetery-Pembina River",59.72,14756.78
"5178","5178","090203140808","CN,MN","Upper Main Drain",55.8,13789.44
"5179","5179","090203140701","CN","Upper Vita Drain",275.36,68042.69
"5180","5180","090203110804","CN,MN,ND","City of Pembina-Red River",67.42,16659.23
"5181","5181","090203160203","CN,ND","Crystal City-Cypress Creek",120.92,29880.48
"5182","5182","090203140803","CN","090203140803-Roseau River",45.62,11273.72
"7218","7218","170101060103","CN","Aldridge Creek",51.97,12841.34
"7220","7220","170101060104","CN","Bleasdell Creek-Elk River",107.57,26580.96
"7221","7221","170101060105","CN","Quarrie Creek",62.03,15327.88
"7223","7223","170101060107","CN","Miller Creek-Elk River",68.84,17011.14
"7224","7224","170101060201","CN","Henretta Creek",48.73,12042.18
"7225","7225","170101060202","CN","Headwaters Fording River",38.72,9567.68
"7226","7226","170101060203","CN","Kilmarnock Creek",43.86,10837.48
"7227","7227","170101060204","CN","Clode Creek-Fording River",42.77,10569.38
"7229","7229","170101060207","CN","Swift Creek-Fording River",58.69,14503.27
"7264","7264","170101060402","CN","Crossing Creek",41.92,10359.56
"7265","7265","170101060303","CN","Outlet Fording River",128.34,31712.74
"7266","7266","170101060404","CN","Boivin Creek",62.48,15437.98
"7267","7267","170101060405","CN","Weigert Creek",45.49,11242
"7268","7268","170101060406","CN","Brûlé Creek",86.63,21406.99
"7269","7269","170101060407","CN","Fording Mountain-Elk River",105.2,25994.25
"7270","7270","170101060504","CN","Marten Creek",41.92,10358.76
"7271","7271","170101060505","CN","Leach Creek",84.15,20794.82
"7272","7272","170101060509","CN","Erickson Creek",32.53,8038.63
"7286","7286","170101060602","CN","Grave Creek",41.95,10365.81
"7290","7290","170101060510","CN","Outlet Michel Creek",53.72,13273.26
"7291","7291","170101060601","CN","Harmer Creek",38.98,9630.97
"7292","7292","170101060603","CN","Headwaters Cummings Creek",101.32,25036.88
"7294","7294","170101060604","CN","Outlet Cummings Creek",32.46,8021.91
"7295","7295","170101060605","CN","Dalzell Creek-Elk River",111.27,27494.24
"7297","7297","170101060801","CN","Lladnar Creek",39.2,9686.87
"7298","7298","170101060802","CN","McCool Creek-Elk River",88.3,21820.6
"7299","7299","170101060803","CN","Hartley Creek-Elk River",103.9,25675.36
"7300","7300","170101060804","CN","Coal Creek",118.74,29341.16
"7301","7301","170101060805","CN","Fairy Creek-Elk River",59.88,14797.59
"7303","7303","170101060806","CN","Lizard Creek",45.16,11158.47
"7304","7304","170101060807","CN","Morrissey Creek",84.13,20789.81
"7305","7305","170101060808","CN","Cokato Creek-Elk River",104.45,25810.78
"7306","7306","170101060809","CN","Raymond Creek-Elk River",111.06,27444.66
"7307","7307","170102060101","CN","McEvoy Creek",44.88,11089.47
"7308","7308","170102060102","CN","Flathead Ridge-Flathead River",76.11,18808.25
"7532","7532","170102060103","CN","McLatchie Creek-Flathead River",144.26,35646.57
"7533","7533","170102060104","CN","Packhorse Creek-Flathead River",101.55,25092.71
"7680","7680","170102060202","CN","Commerce Creek",55.28,13660.39
"7682","7682","170102060105","CN","Harvey Creek",41.73,10311.32
"7683","7683","170102060106","CN","Cate Creek-Flathead River",73.59,18183.6
"7684","7684","170102060201","CN","Middlepass Creek",48.21,11913.41
"7685","7685","170102060203","CN","Leslie Creek",38.33,9472.03
"7687","7687","170102060204","CN","Cabin Creek",96.08,23741.51
"7688","7688","170102060205","CN","Howell Creek",104.69,25868.47
"7689","7689","170102060206","CN","Beryl Creek-Flathead River",101.51,25082.91
"7690","7690","170102160501","CN","Craigtown Creek",37.99,9387.89
"7694","7694","170102160803","CN","Outlet Salmo River",89.13,22025.37
"7709","7709","170101030301","CN","Norge Creek-Yahk River",63.36,15657.18
"7712","7712","170101030302","CN","North Gilnockie Creek",43.26,10689.08
"7715","7715","170102160601","CN","Clearwater Creek",50.98,12597.19
"7716","7716","170102160502","CN","Upper Erie Creek",77.03,19035.31
"7717","7717","170102160503","CN","Grassy Creek",31.28,7730.43
"7718","7718","170102160504","CN","Lower Erie Creek",88.85,21956.14
"7719","7719","170102160602","CN","Hall Creek",51.07,12619.33
"7720","7720","170102160603","CN","Barrett Creek",32.96,8143.73
"7721","7721","170102160604","CN","Ymir Creek",81.9,20237.36
"7722","7722","170102160605","CN","Porcupine Creek",68.66,16965.16
"7723","7723","170102160606","CN","Headwaters Salmo River",125.23,30944.27
"7724","7724","170102160607","CN","Hidden Creek",56.69,14009.56
"7725","7725","170102160608","CN","Boulder Mill Creek-Salmo River",50.85,12566
"7726","7726","170102160703","CN","Lime Creek-Lost Creek",61.79,15267.98
"7727","7727","170102160801","CN","Sheep Creek",135.08,33378.67
"7728","7728","170102160802","CN","Hellroaring Creek-Salmo River",68.26,16868.13
"7729","7729","170102161001","CN","Tillicum Creek-Pend d'Oreille River",59.42,14682.1
"7730","7730","170102161002","CN","Nine Mile Creek-Pend d'Oreille River",46.85,11576.97
"7970","7970","170102060309","CN,MT","Outlet Kishinena Creek",75.95,18766.68
"8139","8139","170101010101","CN","Mount Mike-Bull River",46.87,11580.72
"8140","8140","170101010104","CN","Norboe Creek-Bull River",116.52,28792.64
"8141","8141","170101010105","CN","Headwaters Quinn (Queen) Creek",87.17,21539.73
"8142","8142","170101010106","CN","Outlet Quinn (Queen) Creek",77.59,19171.78
"8143","8143","170101010107","CN","Burns Creek-Bull River",71.09,17567.84
"8144","8144","170101010203","CN","North Galbraith Creek",67,16555.48
"8175","8175","090400020603","CN","Hartleyville-Waterton River",65.14,16096.13
"8258","8258","090400020803","CN","090400020803",108.05,26700.56
"8379","8379","090400020103","CN,MT","Deer Lake-Belly River",71.75,17730.42
"8392","8392","090400020602","CN","Lower Foothill Creek",54.53,13475.2
"8426","8426","170101041201","CN","Headwaters Cultus Creek",60.6,14974.22
"8462","8462","170101041106","CN","Duck Lake",100.54,24844.36
"8466","8466","170101041103","CN","Upper Corn Creek",56.28,13905.95
"8468","8468","170101041303","CN","Headwaters Midge Creek",43.74,10808.86
"8469","8469","170101041304","CN","Outlet Midge Creek",97.91,24194.48
"8490","8490","090400021102","CN","Henderson Lake-Oldman River",73.1,18063.12
"8492","8492","090203180000","CN","Rat River-Tourond Creek",3228.91,797880.41
"8493","8493","170101040805","CN","Kianuko Creek",127.29,31454.17
"8507","8507","090400020202","CN","Upper Layton Creek",55.66,13754.58
"8512","8512","170101010205","CN","Lower Galbraith Creek",72.14,17826.81
"8513","8513","170101010305","CN","Iron Creek",110.57,27321.26
"8514","8514","170101010306","CN","Lime Creek-Bull River",145.92,36056.81
"8515","8515","170101010301","CN","Mount Kuleski-Sulphur Creek",102.02,25210.32
"8516","8516","170101010302","CN","Sulphur Creek",110.59,27326.37
"8517","8517","170101010401","CN","Haha Creek",75.12,18561.75
"8519","8519","170101010402","CN","Plumbob Creek",53.28,13166.22
"8520","8520","170101010403","CN","Upper Sand Creek",107,26440.4
"8522","8522","170101010404","CN","Little Sand Creek",125.17,30931.21
"8523","8523","170101010405","CN","Lower Sand Creek",57.41,14186.71
"8524","8524","170101010406","CN","Kikomun Creek",107.04,26451.14
"8528","8528","170101040803","CN","Kuttat Creek-Goat River",75.76,18720.11
"8529","8529","170101040804","CN","Skelly Creek",80.65,19928.54
"8530","8530","170101040806","CN","Leadville Creek",77.48,19145.83
"8531","8531","170101040807","CN","Cameron Creek-Goat River",159.18,39333.27
"8532","8532","170101040901","CN","Kid Creek",139.52,34475.29
"8533","8533","170101040902","CN","Headwaters Kitchener Creek",81.56,20154.67
"8534","8534","170101040903","CN","Outlet Kitchener Creek",57.31,14162.57
"8535","8535","170101040904","CN","Arrow Creek",108.02,26693.19
"8536","8536","170101040905","CN","Crackerjack Creek-Goat River",88,21744.31
"8537","8537","170101040906","CN","Dodds Creek-Goat River",87.12,21527.76
"8538","8538","170101041001","CN","Bayonne Creek",45.23,11177.55
"8539","8539","170101041002","CN","Upper Summit Creek",47.67,11779.88
"8540","8540","170101041003","CN","Blazed Creek",54.11,13371.6
"8541","8541","170101041004","CN","Middle Summit Creek",73.24,18097.73
"8542","8542","170101041005","CN","Lower Summit Creek",82.22,20317.85
"8544","8544","090400040000","CN","Oldman River-Willow Creek",4036.43,997423.81
"8546","8546","170101041107","CN","Boulder Creek",27.98,6914.59
"8547","8547","170101041108","CN","Leach Lake-Kootenay River",136.85,33816.07
"8548","8548","170101041202","CN","Laib Creek",69.16,17090.44
"8549","8549","170101041203","CN","Outlet Cultus Creek",51.19,12649.85
"8550","8550","170101041101","CN","French Slough",50.71,12531.9
"8551","8551","170101041102","CN","Buckworth Creek",44.39,10968.54
"8552","8552","170101041104","CN","Lower Corn Creek",42.04,10388.14
"8553","8553","170101041105","CN","Duck Creek",65.81,16262.18
"8554","8554","170101041301","CN","Kutetl Creek",53.36,13184.88
"8555","8555","170101041302","CN","Seeman Creek",68.65,16963.26
"8573","8573","170101041810","CN","Smallwood Creek-Kootenay River",383.74,94824.03
"8574","8574","170101041901","CN","Rover Creek",43.52,10753.94
"8575","8575","170101041902","CN","Glade Creek",37.64,9300.41
"8576","8576","170101041903","CN","McPhee Creek",35.85,8857.72
"8577","8577","170101050101","CN","North Moyie Creek-Moyie River",81.71,20191.07
"8589","8589","170101041403","CN","Gillis Creek",50.78,12547.35
"8590","8590","170101041405","CN","Upper Carney Creek",18.63,4602.86
"8593","8593","170101041408","CN","Lillian Creek",26.99,6669.49
"8595","8595","170101041409","CN","Middle Carney Creek",35.71,8823.04
"8596","8596","170101041411","CN","Outlet Fry Creek",109.65,27094.44
"8597","8597","170101041504","CN","Lower Keen Creek",72.32,17871.09
"8598","8598","170101041505","CN","Middle Kaslo River",75.79,18727.71
"8599","8599","170101041506","CN","Lower Kaslo River",35.43,8755.61
"8600","8600","170101041602","CN","Schroeder Creek",37.45,9253.8
"8608","8608","170101050308","CN","Christopher Creek",80.76,19956.17
"8624","8624","170101041606","CN","Lendrum Creek",38.67,9556.07
"8625","8625","170101041607","CN","Woodbury Creek",93.43,23086.8
"8626","8626","170101041608","CN","Coffee Creek",95.21,23526.66
"8627","8627","170101041701","CN","Shaw Creek",52.29,12921.74
"8628","8628","170101041702","CN","Headwaters Next Creek",77.89,19245.79
"8629","8629","170101041703","CN","Outlet Next Creek",82.94,20494.29
"8647","8647","170101041803","CN","Lasca Creek",69.31,17127.72
"8648","8648","170101041711","CN","Irvine Creek-Kootenay Lake",538.1,132967.85
"8649","8649","170101041801","CN","Harrop Creek",44.67,11038.61
"8650","8650","170101041805","CN","Five Mile Creek",53.25,13157.24
"8651","8651","170101041806","CN","Cottonwood Creek",63.62,15720.55
"8652","8652","170101050102","CN","Ridgeway Creek",44.22,10926.3
"8654","8654","170101050103","CN","Wuho Creek",38.08,9410.88
"8671","8671","170101050306","CN","Stone Creek-Moyie River",79.71,19696.46
"8672","8672","170101050303","CN","Sundown Creek",51.43,12708.21
"8673","8673","170101050304","CN","Farrell Creek-Moyie River",164.03,40532.76
"8675","8675","170101050305","CN","Irishman Creek",55.99,13835.01
"8676","8676","170101050307","CN","Englishman Creek",39.56,9774.56
"8677","8677","170101050104","CN","Palmer Bar Creek",86.77,21440.44
"8678","8678","170101050105","CN","Semlin Creek",135.88,33576.45
"8679","8679","170101050301","CN","Peavine Creek",80.31,19845.85
"8682","8682","170101050302","CN","Lamb Creek",120.36,29742.4
"9036","9036","170200010103","CN","Burton (Trout) Creek",82.17,20305.74
"9038","9038","090400020104","CN,MT","North Belly River",62.15,15356.4
"9040","9040","090400020403","CN,MT","Boundary Creek",52.83,13054.85
"9062","9062","170200010403","CN","Galloping Creek",37.73,9322.74
"9065","9065","170200010904","CN","China Creek-Columbia River",153.06,37822.48
"9103","9103","170200011201","CN,WA","Goodeve Creek",35.74,8832.67
"9112","9112","170200010101","CN","Woden Creek",74.92,18514.28
"9113","9113","170200010102","CN","Snow Creek",132.7,32790.69
"9116","9116","170200010202","CN","Lower Caribou Creek",121.03,29908.15
"9117","9117","170200010301","CN","Fife Creek",94.2,23276.14
"9118","9118","170200010302","CN","Upper Whatshan River",91.41,22586.91
"9120","9120","170200010303","CN","Stevens Creek",37.53,9272.73
"9121","9121","170200010304","CN","Middle Whatshan River",116.61,28815.66
"9123","9123","170200010305","CN","Upper Barnes Creek",67.39,16652.42
"9124","9124","170200010306","CN","Lower Barnes Creek",131.23,32427.82
"9125","9125","170200010307","CN","Lower Whatshan River",66.57,16450.27
"9126","9126","170200010401","CN","Upper Inonoaklin Creek",107.03,26448.31
"9127","9127","170200010402","CN","Cortiana Creek",47.4,11713.84
"9129","9129","170200010404","CN","Middle Inonoaklin Creek",126.98,31377.85
"9130","9130","170200010405","CN","Lower Inonoaklin Creek",76.94,19011.7
"9131","9131","170200010501","CN","Reinecker Creek-Columbia River",97.06,23984.37
"9133","9133","170200010502","CN","Stoney Creek-Columbia River",93.99,23225.38
"9134","9134","170200010503","CN","Heart Creek-Columbia River",99.69,24634.34
"9135","9135","170200010504","CN","Taite Creek",87.92,21724.94
"9136","9136","170200010505","CN","Applegrove-Columbia River",53.49,13218.86
"9137","9137","170200010602","CN","Faith Creek",56.6,13985.06
"9138","9138","170200010701","CN","Eagle Creek",108.11,26714.66
"9139","9139","170200010702","CN","Octopus Creek",46.16,11406.23
"9140","9140","170200010601","CN","Peter Creek",43.54,10758.21
"9141","9141","170200010603","CN","Dog Creek",96.91,23947.71
"9142","9142","170200010703","CN","Johnston Creek",81.49,20135.61
"9143","9143","170200010704","CN","Worthington Creek-Columbia River",83.64,20668.01
"9144","9144","170200010705","CN","Van Houten Creek",42.08,10396.98
"9145","9145","170200010706","CN","Hutchison Creek",41.06,10147.36
"9146","9146","170200010707","CN","Bowman Creek",60.59,14972.52
"9147","9147","170200010708","CN","Gladstone Creek-Columbia River",149.36,36908.72
"9148","9148","170200010709","CN","Renata Creek",86.13,21282.97
"9149","9149","170200010710","CN","Sunshine Creek-Columbia River",107.29,26511.19
"9150","9150","170200010801","CN","Deer Creek",82.56,20400.37
"9151","9151","170200010802","CN","Cayuse Creek",48.57,12001.63
"9152","9152","170200010803","CN","Moberly Creek",53.38,13191.22
"9153","9153","170200010804","CN","Little Cayuse Creek-Columbia River",148.11,36598.31
"9155","9155","170200010805","CN","Syringa Creek-Columbia River",102.81,25404.66
"9156","9156","170200010806","CN","Ladybird Creek",89.71,22168.03
"9157","9157","170200010807","CN","Upper Norns Creek",33.12,8183.43
"9159","9159","170200010808","CN","Lower Norns Creek",83.69,20679.98
"9160","9160","170200010809","CN","Rialto Creek-Columbia River",60,14825.14
"9161","9161","170200010901","CN","Blueberry Creek",149.28,36888.5
"9162","9162","170200010902","CN","Champion Creek",74.17,18327.54
"9163","9163","170200010903","CN","Murphy Creek",79.3,19594.39
"9164","9164","170200010905","CN","Hanna Creek",34.54,8535.39
"9166","9166","170200010906","CN","Trail Creek",53.89,13317.05
"9168","9168","170200010907","CN","Bear Creek",42.06,10392.86
"9169","9169","170200010908","CN","Upper Beaver Creek",98.74,24398.7
"9174","9174","170200010909","CN","Kelly Creek",35.38,8743.51
"9175","9175","170200010910","CN","Lower Beaver Creek",129.85,32085.73
"9176","9176","170200010911","CN","Topping Creek-Columbia River",142.77,35279.1
"9183","9183","010500041000","CN,ME","Bay of Fundy-Atlantic Ocean",3423.18,845886.5
"9200","9200","090400020606","CN","Outlet Waterton River",118.35,29244.82
"9202","9202","090400020604","CN","Springridge",58.47,14448.76
"9877","9877","090400020805","CN","090400020805-Belly River",98.13,24247.56
"9884","9884","090400020804","CN","McNab Coulee",84.81,20956.45
"9924","9924","090400021104","CN","Park Lake-Oldman River",139.09,34369.24
"10001","10001","090400021106","CN","Picture Butte-Oldman River",197.65,48839.46
"10013","10013","090400021103","CN","Davy Coulee",135.25,33421.53
"10035","10035","170102060308","CN","Headwaters Kishinena Creek",64.85,16023.71
"10383","10383","090400020203","CN","Lower Layton Creek",156.6,38697.47
"10401","10401","090400021105","CN","Picture Butte Reservoir",40.52,10013.16
"10409","10409","090400021000","CN","Keho Lake",90.71,22414.77
"10450","10450","090400020504","CN","Indian Springs-Waterton River",59.52,14708.82
"10458","10458","090400020508","CN","Waterton Reservoir-Waterton River",116.82,28867.66
"10460","10460","090400020901","CN","Monarch-Oldman River",66.37,16400.52
"10462","10462","090400020902","CN","Kipp-Oldman River",165.72,40950.31
"10464","10464","090400020201","CN","Breast Work Hill",130.46,32236.78
"10466","10466","090400020503","CN","Dungarvan Creek",78.04,19284.84
"10469","10469","090400020807","CN","090400020807-Belly River",57.98,14328.29
"10470","10470","090400020806","CN","090400020806-Belly River",71.11,17570.47
"10473","10473","090400020505","CN","Yarrow Creek",122.73,30327.39
"10474","10474","090400020303","CN","Strawberry Lake-Belly River",150.03,37073.5
"10478","10478","090400020507","CN","Lower Drywood Creek",49.15,12146.2
"10479","10479","090400020506","CN","Upper Drywood Creek",111.99,27672.41
"10482","10482","090400020304","CN","Cochrane Lake-Belly River",67,16556.19
"10484","10484","090400020701","CN","090400020701",48.87,12075.95
"10489","10489","090400020601","CN","Upper Foothill Creek",128.79,31824.35
"10494","10494","090400010601","CN,MT","East Fork Lee Creek",39.43,9742.63
"10495","10495","090400020702","CN","Stand Off",84.87,20972.71
"10499","10499","090400010602","CN,MT","West Fork Lee Creek",54.48,13462.05
"10500","10500","090400020703","CN","090400020703-Belly River",110.25,27244.07
"10503","10503","090400020903","CN","090400020903",93.76,23169.08
"10505","10505","090400021101","CN","Lethbridge County Airport",131.21,32421.51
"10507","10507","090400020405","CN,MT","Waterton Lake-Waterton River",103.31,25529.34
"10508","10508","090400020605","CN","090400020605-Waterton River",58.25,14393.98
"10510","10510","090400020802","CN","McBride Lake",89.18,22037.98
"10512","10512","090400020904","CN","Wild Turnip Hill-Oldman River",108.05,26698.87
"10516","10516","090400020404","CN,MT","Cameron Lake",79.31,19598.36
"10523","10523","090400020407","CN","Lower Waterton Lake-Waterton River",47.9,11835.37
"10524","10524","090400020801","CN","090400020801",94.33,23309.83
"10530","10530","090400020502","CN","Cottonwood Creek",65.36,16150.21
"10534","10534","090400020301","CN","Payne Lake",101,24956.81
"10536","10536","090400020501","CN","Crooked Creek",60.41,14927.59
"10537","10537","090400020406","CN","Blakiston Creek",157.09,38817.8
"10541","10541","170102060401","CN,MT","Kintla Creek",100.88,24927.79
"10543","10543","170102060304","CN","Upper Sage Creek",131.72,32549.43
"10545","10545","170102060307","CN","Akamina Creek",66.04,16319.39
"10546","10546","090400020302","CN","Giants Mirror-Belly River",115.19,28464.84
"10802","10802","170200020613","CN","China Creek-West Kettle River",97.24,24027.5
"10853","10853","171100210902","CN","Parker Creek-Nitinat River",134.76,33300.69
"10862","10862","171100050101","CN","Upper Sumallo River",116.17,28705.3
"10863","10863","171100050102","CN","Lower Sumallo River",96.88,23939.2
"10864","10864","171100050201","CN","Skaist River",109.33,27015.69
"10865","10865","171100050202","CN","Snass Creek",40.14,9920.01
"10866","10866","171100050203","CN","Headwaters Skagit River",113.95,28158.48
"10869","10869","171100210901","CN","Headwaters Nitinat River",115.47,28532.44
"10871","10871","171100210903","CN","Little Nitinat River",110.62,27335.61
"10872","10872","171100210904","CN","Worthless Creek-Nitinat River",83.52,20637.8
"10876","10876","171100211001","CN","Upper Caycuse River",58.77,14522.09
"10915","10915","171100210101","CN","Cragg Creek",36.83,9101.47
"10916","10916","171100210102","CN","West Leech River",63.83,15772.05
"10917","10917","171100210103","CN","Headwaters Sooke River",96.22,23776.59
"10918","10918","171100210104","CN","De Mamiel Creek",40.07,9900.78
"10919","10919","171100210401","CN","Upper Gordon River",93.06,22994.84
"10920","10920","171100210402","CN","Loup Creek",51.71,12778.25
"10921","10921","171100210403","CN","Middle Gordon River",58.46,14444.61
"10922","10922","171100210404","CN","Braden Creek",39.69,9806.48
"10923","10923","171100210501","CN","Headwaters San Juan River",81.21,20068.44
"10924","10924","171100210502","CN","Fleet River",71.32,17623.82
"10925","10925","171100210504","CN","Headwaters Lens Creek",39.58,9779.85
"10926","10926","171100210505","CN","Outlet Lens Creek",83.27,20577.52
"10927","10927","171100210506","CN","Middle San Juan River",79.03,19529.73
"10928","10928","171100210507","CN","Hemmingsen Creek",63.62,15721.5
"10929","10929","171100210508","CN","Harris Creek",81.65,20175.11
"10930","10930","171100210509","CN","Renfrew Creek",50.52,12483.1
"10931","10931","171100210603","CN","Headwaters Jordan River",83.02,20515.3
"10932","10932","171100211002","CN","Hatton Creek",42.47,10495.7
"10933","10933","171100211003","CN","Middle Caycuse River",42.1,10401.94
"10934","10934","171100211004","CN","Lower Caycuse River",48.02,11864.92
"10935","10935","171100211101","CN","Hobiton Creek",42.05,10391.35
"10936","10936","171100211102","CN","Doobah Creek",30.07,7430.12
"11316","11316","170200020706","CN","Outlet West Kettle River",90.1,22264.84
"11317","11317","170200070901","CN","Upper Siwash Creek",45.67,11284.97
"11318","11318","170200020702","CN","Big Goat Creek-West Kettle River",97.44,24077.09
"11319","11319","170200021009","CN","McCarren Creek-Boundary Creek",60.14,14862.13
"11320","11320","170200020703","CN","Kelly River",84.34,20840.92
"11321","11321","170200020704","CN","Taurus Creek-West Kettle River",88.25,21807.36
"11322","11322","170200021105","CN","Hulme Creek-Kettle River",112.04,27685.72
"11323","11323","170200021401","CN","McFarlane Creek",72.72,17969.27
"11324","11324","170200020705","CN","Conkle Creek",79.23,19578.32
"11325","11325","170200020801","CN","Crouse Creek",52.96,13087.62
"11327","11327","170200020802","CN","David Creek",38.1,9415.86
"11329","11329","170200020612","CN","Lower Beaverdell Creek",79.08,19541.95
"11330","11330","170200020701","CN","Tuzo Creek",78.24,19332.46
"11331","11331","170200020803","CN","Lost Horse Creek-Kettle River",107.28,26509.76
"11332","11332","170200020804","CN","Ouellette Creek-Kettle River",99.74,24646.57
"11333","11333","170200070905","CN","Lower Siwash Creek",68.98,17044.45
"11334","11334","170200070902","CN","Galena Creek",34.71,8575.83
"11335","11335","170200020805","CN","Fiva Creek",37.28,9210.96
"11336","11336","170200070903","CN","Middle Siwash Creek",61.82,15277.26
"11337","11337","170200020806","CN","Steep Creek-Kettle River",76.54,18913.75
"11338","11338","170200070904","CN","Simem Creek",42.62,10530.83
"11340","11340","170200071001","CN","Shinish Creek",62.65,15480.88
"11341","11341","170200071002","CN","Spukunne Creek",47.8,11811.07
"11342","11342","170200071003","CN","Grant Creek",50,12354.3
"11343","11343","170200071004","CN","Finnegan Creek",41.36,10219.28
"11344","11344","170200071005","CN","Upper Hayes Creek",83.86,20722.28
"11345","11345","170200021002","CN","Christensen Creek",46.56,11504.15
"11346","11346","170200021001","CN","West Fork Boundary Creek",38.81,9591.23
"11348","11348","170200021003","CN","Henderson Creek",51.09,12624.34
"11349","11349","170200021008","CN","Motherlode Creek-Boundary Creek",109.48,27052.9
"11350","11350","170200071609","CN","Shoemaker Creek-Similkameen River",92.27,22799.57
"11351","11351","170200071606","CN","Cahill Creek-Similkameen River",107.24,26500.02
"11354","11354","170200071607","CN","Winters Creek",54.41,13445.71
"11355","11355","170200071608","CN","Paul Creek",110.27,27248.19
"11356","11356","170200071601","CN","Steven Creek-Similkameen River",110.35,27268.14
"11357","11357","170200071602","CN","Smith Creek",126.53,31265.01
"11358","11358","170200071603","CN","Arcat Creek-Similkameen River",98.68,24383.57
"11359","11359","170200071604","CN","Pettigrew Creek",65.84,16270.35
"11360","11360","170200071605","CN","Whistle Creek",42.4,10477.83
"11361","11361","170200071701","CN","Upper Keremeos Creek",72.29,17864.36
"11362","11362","170200071702","CN","Middle Keremeos Creek",104.27,25764.89
"11363","11363","170200071703","CN","Lower Keremeos Creek",47.05,11625.95
"11369","11369","170200021010","CN,WA","Outlet Boundary Creek",61.28,15143.17
"11370","11370","170200021708","CN,WA","LaFleur Creek-Kettle River",171.88,42471.21
"11372","11372","170200021402","CN","Headwaters Burrell Creek",105.11,25972.67
"11373","11373","170200021403","CN","Gloucester Creek",34.82,8603.54
"11374","11374","170200021404","CN","Upper Burrell Creek",73.65,18198.82
"11375","11375","170200021405","CN","Franklin Creek",52.74,13031.86
"11376","11376","170200021406","CN","Middle Burrell Creek",47.66,11776.18
"11377","11377","170200021407","CN","Bluejoint Creek",50.64,12513.89
"11386","11386","170200021507","CN","Gable Creek",104.51,25824.44
"11387","11387","170200021504","CN","Bluejoint Mountain-Granby River",83.3,20584.2
"11388","11388","170200021505","CN","Howe Creek",46.26,11431.16
"11389","11389","170200021506","CN","Traverse Creek-Granby River",82.16,20301.44
"11390","11390","170200021408","CN","St. Annes Creek",53.15,13133.01
"11391","11391","170200021409","CN","Lower Burrell Creek",127.56,31521.05
"11392","11392","170200021501","CN","Headwaters Granby River",125.38,30981.52
"11393","11393","170200021502","CN","Midway Range-Granby River",123.26,30457.41
"11394","11394","170200021503","CN","Cane Creek-Granby River",53.26,13159.61
"11395","11395","170200021508","CN","Burns Creek-Granby River",85.68,21170.78
"11396","11396","170200021601","CN","Almond Creek",86.66,21413.78
"11641","11641","170200021602","CN","Wisemen Creek-Granby River",45.4,11218.07
"11643","11643","170200021603","CN","Kennedy Creek",39.48,9756.26
"11644","11644","170200021604","CN","Morrell Creek",54.81,13542.92
"11646","11646","170200021605","CN","Headwaters Lynch Creek",80,19767.25
"11647","11647","170200021606","CN","Outlet Lynch Creek",47.75,11798.47
"11648","11648","170200021607","CN","Pass Creek",81.7,20188.5
"11649","11649","170200021609","CN","Brown Creek-Granby River",105.88,26162.41
"11651","11651","170200021805","CN","Sutherland Creek",93.18,23025.64
"11652","11652","170200021806","CN","Christina Creek",188.81,46655.86
"11653","11653","170200060101","CN","Ewer Creek",52.56,12987.78
"11654","11654","170200021608","CN","Miller Creek-Granby River",94.47,23345.17
"11655","11655","170200021610","CN","Outlet Granby River",104.38,25793.96
"11656","11656","170200021801","CN","Sandner Creek",81.1,20039.78
"11657","11657","170200021802","CN","Texas Creek",45.1,11143.65
"11658","11658","170200021803","CN","Upper McRae Creek",62.17,15363.36
"11659","11659","170200021804","CN","Lower McRae Creek",52.43,12955.56
"11660","11660","170200060102","CN","Headwaters Equesis Creek",78.78,19467.27
"11661","11661","170200060103","CN","Outlet Equesis Creek",72.12,17820.28
"11662","11662","170200060201","CN","Headwaters Deep Creek",74.47,18402.33
"11663","11663","170200060202","CN","Outlet Deep Creek",144.66,35745.75
"11664","11664","170200060203","CN","Naswhito Creek",86.54,21385.64
"11665","11665","170200060204","CN","Headwaters Whiteman Creek",88.36,21833.65
"11666","11666","170200060205","CN","Bouleau Creek",72.14,17825.41
"11681","11681","170200060310","CN","Outlet Vernon Creek",26.78,6616.27
"11684","11684","170200060302","CN","Upper Vernon Creek",83.05,20521.3
"11685","11685","170200060206","CN","Outlet Whiteman Creek",41.56,10269.35
"11686","11686","170200060207","CN","Irish Creek-Okanagan Lake",163.37,40368.94
"11687","11687","170200060301","CN","Headwaters Vernon Creek",120.28,29721.9
"11688","11688","170200060303","CN","Oyama Creek",44.02,10877.54
"11690","11690","170200060304","CN","Craster Creek",40.67,10050.42
"11691","11691","170200060704","CN","Joe Rich Creek",49.73,12288.11
"11692","11692","170200060305","CN","Headwaters Coldstream Creek",75.46,18647.62
"11694","11694","170200060306","CN","Outlet Coldstream Creek",89.91,22217.28
"11696","11696","170200060307","CN","Headwaters B.X. Creek",76.1,18803.73
"11704","11704","170200020101","CN","McIntyre Creek",57.95,14320.84
